recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,2.56616790000044,,no flicker,Wissen,2,1,8773.1912941,9467.6462884
1,1.75305769999977,,,Erinnern,2,2,8785.1842914,9477.6858177
0,0.256853700000647,unrelated,,Vergessen,2,1,8796.7560184,9434.5987428
1,1.16658970000026,,flicker seen,Erinnern,1,2,8807.8319301,9605.2141485
NaN,NaN,,no flicker,Vergessen,2,2,8818.9523845,9395.4378921
1,1.39153369999985,unrelated,,Wissen,2,1,8828.9762765,9349.5030589
0,0.387207000001581,,no flicker,Vergessen,2,2,8838.656175,9404.4477338
NaN,NaN,,no flicker,Vergessen,1,1,8848.4329425,9486.3105307
0,0.382659499999136,unrelated,,Vergessen,1,2,8858.6475454,9573.5097594
1,2.17018499999904,unrelated,,Vergessen,1,2,8869.1829156,9556.6867744
1,0.923363800000516,unrelated,,Erinnern,1,1,8879.5181572,9441.2862183
1,1.37523739999961,,no flicker,Erinnern,1,1,8889.8235183,9378.3184943
1,1.94284699999844,,no flicker,Erinnern,1,2,8899.8796009,9539.1507036
0,1.83445649999885,unrelated,,Vergessen,1,1,8911.0634452,9657.0140044
0,2.02433659999951,unrelated,,Vergessen,2,2,8921.3276386,9742.8550952
0,0.665138500000467,,no flicker,Vergessen,2,1,8931.4077412,9450.3513048
1,1.42665120000129,,no flicker,Erinnern,2,1,8941.8796678,9580.2378129
NaN,NaN,,no flicker,Vergessen,2,1,8951.8066172,9339.6711638
1,1.36201359999905,unrelated,,Erinnern,2,1,8961.663174,9715.4941835
NaN,NaN,,no flicker,Vergessen,1,2,8971.575674,9367.9099266
0,0.967174399998839,unrelated,,Vergessen,1,2,8981.3593157,9386.8785553
0,1.46162720000029,unrelated,,Vergessen,1,2,8992.1033732,9638.2307976
1,2.95070479999958,,no flicker,Erinnern,1,1,9001.630598,9646.9746532
1,1.10975300000064,unrelated,,Erinnern,1,1,9012.6713799,9522.1266891
1,1.07971290000023,,no flicker,Erinnern,1,1,9022.7910329,9630.2778848
NaN,NaN,unrelated,,Vergessen,2,2,9032.2148291,9666.2628349
1,1.15904500000033,unrelated,,Erinnern,2,2,9041.9186172,9676.2062507
0,1.31358260000161,unrelated,,Vergessen,2,2,9052.3583968,9734.342442
0,1.1451175000002,,no flicker,Vergessen,2,2,9062.51861,9530.3346881
NaN,NaN,,no flicker,Vergessen,1,2,9072.366955,9425.3828942
1,1.47162670000034,,no flicker,Erinnern,2,1,9082.2305208,9588.3985457
NaN,NaN,unrelated,,,1,1,9092.7186353,9704.3905081
1,1.86385030000019,,no flicker,Erinnern,1,1,9104.054545,9512.4868154
0,1.61587370000052,unrelated,,Erinnern,2,2,9114.3270363,9496.5981471
0,0.869712699999582,,no flicker,Vergessen,2,2,9124.1108527,9565.3826978
0,0.595271200001662,,no flicker,Vergessen,2,1,9134.1834275,9505.3748319
0,0.362036900000021,unrelated,,Vergessen,1,2,9144.054501,9548.1350133
1,0.300665200000367,unrelated,,Vergessen,1,1,9154.0711884,9622.3028652
1,1.11142959999961,,no flicker,Erinnern,1,1,9164.1185494,9596.9505694
1,1.46265110000058,,flicker seen,Erinnern,1,1,9174.2304765,9359.0078751
1,2.17392779999864,unrelated,,Wissen,1,2,9184.4304983,9694.1986333
NaN,NaN,unrelated,,Vergessen,2,1,9194.3751262,9723.7178962
NaN,NaN,related,,Vergessen,2,2,9204.630399,9684.1257096
0,1.02072500000031,unrelated,,Vergessen,1,2,9215.1177305,9458.8868699
NaN,NaN,unrelated,,Vergessen,2,1,9224.8790129,9328.9430905
0,1.52200800000173,,no flicker,Vergessen,2,2,9235.3421385,9613.2061653
0,0.544134399999166,,no flicker,Vergessen,2,1,9245.0066935,9411.3422963
1,0.33920770000077,,no flicker,Vergessen,1,2,9255.558418,9418.4631349
1,0.846887300000162,,flicker seen,Erinnern,2,2,9759.4905145,10607.4130883
1,0.579322499999762,,no flicker,Erinnern,2,1,9770.7350205,10585.3639377
0,0.433573300000717,unrelated,,Erinnern,2,1,9781.5266566,10482.6054301
1,0.359747299999071,,no flicker,Erinnern,1,1,9792.0460183,10545.1096697
NaN,NaN,unrelated,,,1,1,9802.5184631,10396.9655818
1,1.12395300000026,,no flicker,Erinnern,1,1,9812.2938415,10451.4608908
1,1.17104029999973,unrelated,,Erinnern,2,1,9822.1735024,10380.5654703
1,1.31534400000055,,no flicker,Erinnern,2,2,9831.8858745,10335.9396202
1,0.486923500000557,unrelated,,Erinnern,1,2,9841.4700052,10537.8054653
1,0.960403600000063,unrelated,,Erinnern,1,2,9851.1261277,10389.2055305
1,1.29780580000079,unrelated,,Erinnern,2,2,9860.7905191,10408.0866535
1,2.44711840000127,unrelated,,Wissen,2,1,9870.4699457,10360.7099172
1,0.654717900000833,,no flicker,Erinnern,2,2,9880.5816183,10644.3656768
0,1.00936050000018,,no flicker,Wissen,1,2,9890.3336721,10489.8054429
1,1.08608020000065,,no flicker,Erinnern,1,2,9900.0453016,10513.1737595
1,0.886957299999267,unrelated,,Erinnern,1,1,9909.6462258,10592.4541024
1,0.883545499998945,,no flicker,Erinnern,1,2,9918.9094722,10552.0936679
1,1.18184450000081,unrelated,,Erinnern,1,1,9928.4942885,10344.356845
1,2.16962729999977,unrelated,,Erinnern,2,1,9937.9504849,10425.8122528
1,1.03293549999944,unrelated,,Erinnern,2,2,9947.7344227,10559.8209188
1,0.474038000000292,,no flicker,Erinnern,2,2,9957.3015489,10497.2926425
NaN,NaN,,no flicker,Erinnern,2,2,9966.9333123,10567.685653
1,0.406719799999337,unrelated,,Erinnern,2,1,9976.6375217,10444.3731979
1,2.15613789999952,,no flicker,Wissen,2,2,9986.1253341,10416.253006
1,0.77767330000097,unrelated,,Erinnern,2,1,9996.3582001,10475.0537303
1,0.790561900001194,unrelated,,Erinnern,1,1,10006.645298,10651.8855235
1,0.743769200000315,,no flicker,Erinnern,1,2,10016.5254264,10352.9339572
1,0.319250599999577,unrelated,,Erinnern,1,2,10026.1904183,10629.7006842
1,1.21405150000101,unrelated,,Erinnern,1,2,10035.8453859,10577.4939579
NaN,NaN,,no flicker,,1,1,10046.029576,10677.461432
NaN,NaN,,no flicker,Vergessen,2,1,10055.7664537,10667.7414176
1,0.784276399999726,,no flicker,Erinnern,1,1,10065.2697785,10308.3820057
1,0.7739875999996,,no flicker,Wissen,2,1,10074.9342692,10636.4849854
NaN,NaN,,no flicker,,1,2,10084.6945089,10324.9096722
1,0.909854100000302,unrelated,,Erinnern,1,2,10094.3337094,10505.6447911
1,0.918466700000863,,no flicker,Vergessen,1,1,10103.7662838,10520.9817708
1,1.47040519999973,unrelated,,Erinnern,2,2,10114.742065,10316.1655194
1,1.71152580000125,,no flicker,Erinnern,2,2,10124.7662736,10529.2290894
1,0.296053599999141,unrelated,,Wissen,2,2,10134.3663387,10622.2850246
1,0.625987100000202,unrelated,,Erinnern,2,1,10143.9011681,10600.0692163
0,2.11852989999898,,no flicker,Wissen,2,2,10153.6372814,10370.8211737
1,1.90660079999907,unrelated,,Erinnern,1,1,10163.0855173,10299.3818325
1,0.932268399999884,unrelated,,Erinnern,1,1,10172.4623813,10459.3498452
1,2.69603989999996,unrelated,,Erinnern,2,1,10181.9176834,10434.5738055
1,0.93139969999902,,no flicker,Erinnern,1,2,10192.0531432,10614.8851135
1,1.80061569999998,unrelated,,Erinnern,1,1,10201.5100607,10289.9203715
1,0.879440599999725,,no flicker,Wissen,1,2,10211.021294,10659.9015315
1,0.755268299999443,,no flicker,Erinnern,2,1,10220.4939272,10467.6457527
1,0.390899800000625,unrelated,,Erinnern,2,2,10698.6368346,11532.5076323
1,0.498828599998888,,no flicker,Erinnern,2,2,10709.3494406,11436.7085426
1,1.33395950000158,,no flicker,Erinnern,1,1,10720.3008067,11273.8049701
1,0.313322899999548,unrelated,,Erinnern,1,2,10729.6135935,11590.8037366
0,2.1108609999992,,no flicker,Wissen,2,2,10739.5493564,11304.5071701
1,0.491206999999122,,no flicker,Erinnern,1,1,10749.0771485,11354.1317372
1,0.385763400001451,unrelated,,Erinnern,1,1,10758.6444721,11339.6126538
1,0.660173899999791,unrelated,,Erinnern,2,2,10767.965528,11548.676291
1,0.982914800000799,unrelated,,Wissen,2,1,10778.6931689,11510.5883714
1,0.914611399999558,unrelated,,Wissen,1,2,10788.5565037,11428.9316675
0,1.85715879999952,,no flicker,Vergessen,2,1,10798.0446431,11217.0756867
1,0.404500700000426,,no flicker,Erinnern,1,2,10807.6207418,11518.7645005
0,1.89644550000048,,no flicker,Wissen,1,2,10817.0536213,11313.8198254
NaN,NaN,,no flicker,Vergessen,2,1,10826.5886647,11412.6037962
0,0.490145099998699,unrelated,,Wissen,2,1,10836.1330489,11322.7728086
1,0.824091200000112,unrelated,,Erinnern,1,1,10845.5431948,11259.1000056
1,0.479089399999793,unrelated,,Erinnern,1,2,10854.997078,11251.9317149
0,2.28985860000103,,no flicker,Vergessen,2,1,10864.5573271,11581.5317259
1,0.430041499999788,,no flicker,Wissen,2,2,10873.9324268,11458.7076408
1,0.844571999999971,unrelated,,Erinnern,2,1,10884.0134427,11226.3808063
NaN,NaN,,no flicker,Vergessen,1,2,10893.5244357,11539.6518422
1,0.252642800000103,unrelated,,Erinnern,2,2,10902.8616347,11369.196563
1,1.52722449999965,,no flicker,Erinnern,1,1,10912.3555373,11450.7239059
1,0.53556750000098,unrelated,,Vergessen,1,2,10921.996715,11573.2116564
0,2.38285429999996,unrelated,,Vergessen,2,1,10931.2688854,11501.8672806
1,0.364145699999426,,no flicker,Erinnern,1,1,10940.6127962,11472.8044039
0,1.41750199999842,,no flicker,Vergessen,2,1,10949.9487503,11479.5315681
1,0.935540799999217,unrelated,,Erinnern,2,2,10959.5893362,11235.5163604
1,0.726028400000359,,no flicker,Vergessen,2,2,10968.9653184,11361.1644512
0,1.40887929999917,unrelated,,Vergessen,1,1,10978.3732889,11242.8520892
0,2.14891230000103,,no flicker,Vergessen,1,2,10987.7012794,11329.764573
1,1.04078800000025,unrelated,,Erinnern,1,1,10996.9969617,11421.4447164
0,0.968914099999893,unrelated,,Vergessen,1,1,11006.6044348,11565.484306
0,2.14602879999984,,no flicker,Vergessen,1,1,11015.8767345,11384.1963427
1,0.64773630000127,unrelated,,Erinnern,1,2,11025.1410098,11346.8687126
1,0.270337099998869,unrelated,,Erinnern,2,2,11034.4532523,11443.8437108
0,1.98347319999993,,no flicker,Vergessen,1,2,11043.7330493,11376.0201026
1,0.926857099999324,,no flicker,Erinnern,1,1,11053.0441481,11297.1071255
1,0.704334299998663,,no flicker,Erinnern,1,2,11062.6929973,11494.5886121
1,0.498187200000757,unrelated,,Vergessen,2,1,11073.1001072,11487.6996613
