recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,1.97815209999681,,no flicker,Vergessen,2,1,447780.9222792,448436.7724838
1,1.11495440005092,unrelated,,Erinnern,2,2,447791.3729627,448444.9636522
0,1.35055620002095,unrelated,,Vergessen,2,1,447801.0684649,448405.1167806
0,0.702623900026083,,no flicker,Wissen,1,2,447811.5573655,448550.6029102
1,1.79158720001578,,no flicker,Wissen,2,2,447821.7339251,448366.7567288
1,0.924207900010515,unrelated,,Vergessen,2,1,447832.0527839,448328.0288511
0,0.680185300006997,,no flicker,Vergessen,2,2,447841.5895701,448375.1718456
0,0.831952299980912,,flicker seen,Vergessen,1,1,447851.4134135,448452.5388718
0,0.383098100021016,unrelated,,Wissen,1,2,447861.1409869,448522.5146201
1,0.904347999952734,related,,Vergessen,1,2,447871.0702466,448508.8102376
0,1.25102859997423,unrelated,,Wissen,1,1,447880.7329589,448412.8524814
1,0.493118800048251,,no flicker,Erinnern,1,1,447890.1649827,448350.6686509
0,0.592404299997725,,no flicker,Vergessen,1,2,447900.0206683,448495.3561483
0,1.36362590000499,unrelated,,Vergessen,1,1,447909.892509,448591.2280226
0,0.619624699989799,unrelated,,Vergessen,2,2,447920.1565134,448651.9395864
1,2.18110760004492,,no flicker,Wissen,2,1,447929.7733058,448420.4366748
0,1.40780580003047,,no flicker,Wissen,2,1,447939.6204944,448528.9319119
1,1.0987556000473,,no flicker,Erinnern,2,1,447950.1166787,448320.1171867
0,0.356990900007077,unrelated,,Vergessen,2,1,447959.6520076,448631.7408181
1,0.686822000017855,,no flicker,Vergessen,1,2,447969.4603321,448343.4686366
0,1.17368619999615,unrelated,,Wissen,1,2,447979.2851733,448358.04481
0,0.645870200009085,related,,Wissen,1,2,447988.6604636,448578.0365448
0,0.302309499995317,,no flicker,Vergessen,1,1,447998.6770466,448584.7636901
1,0.752799800015055,unrelated,,Vergessen,1,1,448008.4602403,448481.5798059
1,0.305338100006338,,no flicker,Vergessen,1,1,448017.9563776,448571.5466531
1,0.306105499970727,unrelated,,Erinnern,2,2,448027.7961321,448598.6201218
1,0.514629600045737,unrelated,,Erinnern,2,2,448037.9088866,448605.114925
1,0.327946500037797,unrelated,,Erinnern,2,2,448048.0603527,448645.5164546
0,0.726313500024844,,no flicker,Vergessen,2,2,448058.1403403,448488.42861
1,0.570089199987706,,no flicker,Wissen,1,2,448067.7971311,448398.3490153
0,1.0787968999939,,no flicker,Vergessen,2,1,448077.4841936,448536.3710241
1,0.320825700007845,unrelated,,Erinnern,1,1,448087.1491121,448625.2525777
0,0.347964899963699,,no flicker,Vergessen,1,1,448096.980104,448474.9877395
NaN,NaN,unrelated,,Wissen,2,2,448106.5329972,448459.4524351
0,0.419790200015996,,no flicker,Vergessen,2,2,448115.8432589,448515.9564088
0,0.65843730000779,,no flicker,Vergessen,2,1,448125.7881215,448468.1689239
0,0.609336099994835,unrelated,,Vergessen,1,2,448135.1330701,448502.0847448
0,0.408907700038981,unrelated,,Vergessen,1,1,448144.8926648,448564.4357037
0,0.777291000005789,,no flicker,Wissen,1,1,448154.5327945,448543.6186444
0,1.10194580000825,,no flicker,Wissen,1,1,448164.092751,448335.5734811
1,0.63402880000649,unrelated,,Erinnern,1,2,448173.9722171,448618.4939593
0,0.361577200004831,unrelated,,Wissen,2,1,448183.7009258,448638.266974
1,0.434417299984489,related,,Wissen,2,2,448193.4124414,448611.9162276
0,0.686032300000079,unrelated,,Wissen,1,2,448203.0359983,448428.8846779
0,2.58410889998777,unrelated,,Vergessen,2,1,448213.1966401,448309.5227261
1,0.711773500021081,,no flicker,Erinnern,2,2,448222.8849384,448557.524723
1,1.11824379995232,,no flicker,Erinnern,2,1,448232.86025,448382.0601732
0,2.5064392000204,,no flicker,Wissen,1,2,448242.2769361,448389.5969835
1,0.488853599992581,,no flicker,Erinnern,2,2,448667.5073244,449480.6510651
0,0.466512500017416,,no flicker,Wissen,2,1,448677.6763999,449460.9365126
0,2.17221059999429,unrelated,,Wissen,2,1,448687.828196,449369.6674655
0,0.569167700014077,,no flicker,Vergessen,1,1,448697.9004443,449426.5629394
0,1.08765890001087,unrelated,,Vergessen,1,1,448707.6429332,449295.5796997
0,2.02162029995816,,no flicker,Wissen,1,1,448716.9965657,449335.705805
1,0.390636299969628,unrelated,,Erinnern,2,1,448726.7638721,449282.4195244
1,0.626453500008211,,no flicker,Erinnern,2,2,448736.9243738,449246.6922761
0,0.306317900016438,unrelated,,Vergessen,1,2,448746.3560589,449420.0891345
0,0.329161300032865,unrelated,,Erinnern,1,2,448755.9086786,449289.0197986
0,0.28977939998731,unrelated,,Wissen,2,2,448765.6363049,449302.8488994
1,0.428642199956812,unrelated,,Erinnern,2,1,448775.1321478,449269.0751734
1,0.688403300009668,,no flicker,Wissen,2,2,448784.828561,449516.8099458
0,1.30936359998304,,no flicker,Vergessen,1,2,448794.5650543,449377.8802258
0,0.586065799987409,,no flicker,Wissen,1,2,448804.3561901,449399.7065069
1,0.376799400022719,unrelated,,Erinnern,1,1,448813.84412,449467.4992332
1,0.599915099970531,,no flicker,Erinnern,1,2,448823.6114886,449433.2048119
0,1.18190639995737,unrelated,,Erinnern,1,1,448833.1566055,449254.3559797
1,0.306970600038767,unrelated,,Erinnern,2,1,448843.0435037,449315.6104322
1,0.467319999996107,unrelated,,Vergessen,2,2,448853.0925628,449440.0672765
0,0.751442299981136,,no flicker,Wissen,2,2,448863.0754449,449385.2332809
0,1.55938279995462,,no flicker,Vergessen,2,2,448872.9554537,449446.7562475
1,0.696383200003766,unrelated,,Erinnern,2,1,448882.7165211,449328.8276935
0,0.263122199976351,,no flicker,Vergessen,2,2,448892.7635912,449309.3245507
0,0.502089099958539,unrelated,,Wissen,2,1,448902.7716105,449362.9633812
1,1.43055340001592,unrelated,,Vergessen,1,1,448912.4278375,449523.6734259
0,1.19527909997851,,no flicker,Vergessen,1,2,448922.4525188,449261.8276817
1,1.93466500000795,unrelated,,Vergessen,1,2,448932.4281624,449501.882857
1,0.391051899990998,unrelated,,Wissen,1,2,448942.4521836,449454.5171964
0,1.09685560001526,,no flicker,Wissen,1,1,448951.9557896,449545.3319677
1,0.415479700022843,,no flicker,Erinnern,2,1,448961.8598117,449538.6672453
0,0.366462000005413,,no flicker,Vergessen,1,1,448971.7562675,449226.7003101
0,0.901615599985234,,no flicker,Vergessen,2,1,448981.7803584,449509.8732372
1,0.702339300012682,,no flicker,Erinnern,1,2,448991.2839544,449239.8426087
0,0.796448799956124,unrelated,,Vergessen,1,2,449000.8201067,449392.8198293
0,0.888540299958549,,no flicker,Vergessen,1,1,449010.6033432,449406.442534
1,0.399477200000547,unrelated,,Erinnern,2,2,449020.2361803,449233.1793243
1,0.312139800051227,,no flicker,Wissen,2,2,449029.4835234,449413.6442046
0,0.472188599989749,unrelated,,Wissen,2,2,449039.2674687,449495.2963356
1,0.48514870001236,unrelated,,Erinnern,2,1,449049.1075179,449473.9705408
1,0.391474000003655,,no flicker,Erinnern,2,2,449058.795991,449275.6443105
1,0.614827100012917,unrelated,,Erinnern,1,1,449068.3397932,449219.8426426
1,1.97816299996339,unrelated,,Wissen,1,1,449078.3312895,449344.0826854
0,0.815181100042537,unrelated,,Wissen,2,1,449088.1161662,449321.955502
1,1.65755919995718,,no flicker,Vergessen,1,2,449097.6123577,449487.4595535
1,1.41077870002482,unrelated,,Wissen,1,1,449107.0907753,449211.7351557
0,0.457145499996841,,no flicker,Erinnern,1,2,449116.571681,449531.9319716
NaN,NaN,,no flicker,Vergessen,2,1,449126.1479214,449352.5719233
1,0.536565900023561,unrelated,,Erinnern,2,2,449561.0469237,450348.5467325
0,0.289252899994608,,no flicker,Vergessen,2,2,449570.9158468,450262.0497556
1,0.419768799969461,,no flicker,Wissen,1,1,449580.603049,450124.5548729
0,0.302279399998952,unrelated,,Wissen,1,2,449590.2672359,450394.4898152
0,1.65727499994682,,no flicker,Wissen,2,2,449600.0595348,450150.5938386
0,0.434185799967963,,no flicker,Vergessen,1,1,449609.2999644,450192.6987325
1,0.491445799998473,unrelated,,Wissen,1,1,449618.7310099,450177.8496868
1,0.359272999980021,unrelated,,Erinnern,2,2,449629.0270747,450361.3703557
1,0.321660099958535,unrelated,,Erinnern,2,1,449638.6517315,450328.0639553
0,0.279642399982549,unrelated,,Wissen,1,2,449648.1239151,450255.6486373
1,2.01922499999637,,no flicker,Vergessen,2,1,449657.4636262,450074.5578629
0,0.260542200005148,,no flicker,Erinnern,1,2,449667.0429547,450334.5626553
1,0.266325399978086,,no flicker,Wissen,1,2,449676.490907,450158.2883581
0,0.202497499994934,,no flicker,Wissen,2,1,449686.0043071,450242.3867397
0,0.480349199962802,unrelated,,Wissen,2,1,449695.482862,450164.7305732
1,0.278902299993206,unrelated,,Wissen,1,1,449705.3554256,450110.0566135
0,0.295663999975659,unrelated,,Wissen,1,2,449715.0108973,450103.7228438
0,0.29529390000971,,no flicker,Vergessen,2,1,449724.8747734,450388.0641666
1,0.27669369999785,,no flicker,Vergessen,2,2,449734.5237909,450281.2660191
0,1.4103252000059,unrelated,,Wissen,2,1,449743.8908687,450082.7393332
0,0.214596099976916,,no flicker,Vergessen,1,2,449753.4594416,450355.1213298
0,0.237153799971566,unrelated,,Erinnern,2,2,449763.0278254,450205.9952145
0,0.342277400020976,,no flicker,Wissen,1,1,449772.4352404,450274.8505548
1,0.357206800021231,unrelated,,Erinnern,1,2,449781.8273491,450381.5467192
1,0.248614399984945,unrelated,,Erinnern,2,1,449790.9713132,450321.7371992
1,0.362033699988388,,no flicker,Erinnern,1,1,449800.4507498,450295.3542673
0,0.908776799973566,,no flicker,Wissen,2,1,449809.8181821,450301.8169233
0,0.85392480000155,unrelated,,Vergessen,2,2,449819.4913021,450090.2652157
0,0.100865000043996,,no flicker,Vergessen,2,2,449828.9789981,450199.2882238
1,0.382814000011422,unrelated,,Erinnern,1,1,449838.3475335,450097.1707278
0,0.418457399995532,,no flicker,Wissen,1,2,449847.9547559,450171.2899365
0,0.802947900025174,unrelated,,Vergessen,1,1,449857.0836627,450248.6640874
1,0.274777499958873,unrelated,,Erinnern,1,1,449866.4670306,450375.1221041
0,0.50817890005419,,no flicker,Wissen,1,1,449875.9076667,450219.4420623
0,2.04324249998899,unrelated,,Wissen,1,2,449885.298645,450184.5548574
1,0.240906900027767,unrelated,,Vergessen,2,2,449894.6913346,450268.5150816
1,0.663537699962035,,no flicker,Vergessen,1,2,449903.8837277,450212.4112936
