recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
0,2.25103350001154,,,Erinnern,2,1,453668.7168723,454397.8007621
1,2.02428790001431,,,Vergessen,2,2,453680.2126249,454406.7148061
1,1.23398910003016,unrelated,,Wissen,2,1,453691.6725175,454364.8416171
1,1.85694080003304,,no flicker,Erinnern,1,2,453702.1785185,454531.873385
NaN,NaN,,no flicker,Vergessen,2,2,453712.6755549,454317.8102826
0,2.75507840001956,unrelated,,Vergessen,2,1,453722.6032546,454271.8189153
0,1.3736685999902,,no flicker,Vergessen,2,2,453733.9632476,454326.4933393
NaN,NaN,,no flicker,Vergessen,1,1,453743.6506365,454416.0742446
1,0.656222499965224,related,,Erinnern,1,2,453753.6430594,454501.7692043
0,1.90656360000139,related,,Vergessen,1,2,453763.411359,454485.1063399
1,1.17558370000916,unrelated,,Erinnern,1,1,453774.6352057,454373.7775844
NaN,NaN,,no flicker,Wissen,1,1,453784.6506712,454299.4907776
1,2.51238229998853,,no flicker,Wissen,1,2,453794.5148181,454467.5854771
1,0.865965999953914,unrelated,,Erinnern,1,1,453805.1954609,454585.6181139
0,0.70802709995769,,,Erinnern,2,2,453815.4575521,454650.1695567
1,0.446432100026868,,no flicker,Erinnern,2,1,453826.8415629,454382.09043
0,0.868826600024477,,no flicker,Erinnern,2,1,453836.7307852,454508.7064869
0,2.43189449998317,,no flicker,Vergessen,2,1,453846.2971898,454261.6496619
1,1.14413960004458,unrelated,,Erinnern,2,1,453856.1700098,454628.0578197
1,1.86131509998813,,no flicker,Erinnern,1,2,453866.9790207,454290.0818212
1,1.04293190001044,unrelated,,Erinnern,1,2,453877.0820524,454308.020796
0,0.966302399989218,unrelated,,Vergessen,1,2,453886.7698708,454568.4578569
1,1.17544019996421,,no flicker,Erinnern,1,1,453896.6104072,454577.4026875
0,1.53557619999629,related,,Vergessen,1,1,453906.1386743,454450.3696257
0,2.46414039999945,,no flicker,Erinnern,1,1,453915.8587422,454558.5303499
1,0.464486499957275,,,Erinnern,2,2,453925.5547595,454592.995026
1,0.49966420000419,unrelated,,Erinnern,2,2,453937.0012019,454599.7468263
1,1.07321670005331,unrelated,,Erinnern,2,2,453947.3857963,454642.5615138
0,0.89672870002687,,no flicker,Vergessen,2,2,453958.0657105,454459.5542518
NaN,NaN,,no flicker,Vergessen,1,2,453968.3619772,454355.1303657
1,0.264220500015654,,no flicker,Erinnern,2,1,453978.1778411,454516.4417754
1,0.300929100019857,unrelated,,Erinnern,1,1,453988.5385675,454621.1615062
1,1.30293679999886,,no flicker,Erinnern,1,1,453999.4266181,454442.0733314
1,0.781916100007948,related,,Vergessen,2,2,454009.1387093,454425.7134742
0,1.0985023000394,,no flicker,Erinnern,2,2,454018.5390371,454493.7378475
NaN,NaN,,no flicker,Vergessen,2,1,454029.2180287,454433.5055056
1,1.41755859996192,unrelated,,Erinnern,1,2,454038.8738906,454476.9303282
0,0.920381499978248,unrelated,,Wissen,1,1,454050.3144771,454550.6415453
0,1.86979050002992,,no flicker,Erinnern,1,1,454061.161981,454523.1302995
0,1.66777679999359,,no flicker,Vergessen,1,1,454072.706523,454281.5387805
1,0.518741199979559,unrelated,,Erinnern,1,2,454082.2906696,454614.0258205
1,0.450827299966477,unrelated,,Erinnern,2,1,454093.3618365,454635.7143074
1,0.376870100037195,unrelated,,Erinnern,2,2,454103.5306335,454607.2893555
1,1.39499900001101,unrelated,,Erinnern,1,2,454113.7546484,454389.6182215
NaN,NaN,,,Vergessen,2,1,454123.2410457,454250.8397182
