recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,1.2391126,,,Erinnern,2,1,626.7633654,1377.9595132
1,1.28749229999994,unrelated,,Erinnern,2,2,638.2521324,1386.3354063
1,1.11496700000021,unrelated,,Erinnern,2,1,648.2635458,1347.7427084
1,1.00607520000017,,no flicker,Erinnern,1,2,657.9521035,1515.4948985
0,0.435229700000036,,no flicker,Vergessen,2,2,669.6088901,1304.7511093
NaN,NaN,unrelated,,Vergessen,2,1,679.0635416,1255.8772774
1,1.43719179999994,,no flicker,Erinnern,2,2,689.5933121,1312.5661137
1,1.26171120000004,,no flicker,Erinnern,1,1,700.0171387,1394.1676528
1,1.09467549999999,,,Erinnern,1,2,711.8792284,1477.9989233
1,0.714588599999843,related,,Erinnern,1,2,723.2408233,1460.9510946
1,1.2821469999999,unrelated,,Erinnern,1,1,733.1672651,1355.1270399
1,1.01053200000001,,no flicker,Erinnern,1,1,743.0400953,1285.9021489
0,0.684790900000053,,no flicker,Wissen,1,2,752.7268487,1445.9825442
1,1.27427319999993,unrelated,,Erinnern,1,1,763.8477523,1563.3273191
1,0.793877800000018,unrelated,,Vergessen,2,2,775.0474231,1642.1658249
1,0.592283699999825,,no flicker,Erinnern,2,1,785.7667639,1363.047539
0,1.66761240000005,,no flicker,,2,1,795.8240334,1485.9274386
1,2.25511889999984,,no flicker,,2,1,805.9030917,1245.1026701
1,1.21303859999989,unrelated,,Erinnern,2,1,817.0788574,1617.2464534
1,1.31897739999999,,no flicker,Erinnern,1,2,828.6383568,1276.967563
1,2.3775490999999,unrelated,,Vergessen,1,2,838.6632188,1294.6474696
1,0.906815600000073,unrelated,,Erinnern,1,2,849.1838819,1547.8546015
0,1.16387850000001,,no flicker,Erinnern,1,1,860.4233397,1555.6387133
1,1.18987490000018,unrelated,,Erinnern,1,1,870.7191244,1428.7827001
1,0.823795799999971,,no flicker,Erinnern,1,1,880.8479907,1539.9984601
1,1.25853619999998,unrelated,,Erinnern,2,2,890.4161711,1573.5026135
1,1.21824379999998,unrelated,,Erinnern,2,2,901.2468758,1581.3665399
1,0.857054699999935,unrelated,,Erinnern,2,2,912.086476,1634.2467268
1,1.83841389999998,,no flicker,Erinnern,2,2,921.9040427,1437.1498262
1,1.56147290000013,,no flicker,Erinnern,1,2,932.1023354,1338.8070451
1,1.10880950000001,,no flicker,Wissen,2,1,942.2789866,1496.011479
NaN,NaN,unrelated,,Vergessen,1,1,952.0397915,1608.4226898
1,1.4693079000001,,no flicker,Erinnern,1,1,962.6474337,1420.7435052
1,2.87281589999998,unrelated,,Erinnern,2,2,972.303627,1402.1025933
0,2.51652060000015,,no flicker,Vergessen,2,2,982.3036449,1468.2317102
1,1.43501730000003,,no flicker,Wissen,2,1,992.1422137,1412.2626435
1,0.886947400000054,unrelated,,Erinnern,1,2,1001.9194459,1453.5181369
1,0.716178400000217,unrelated,,Erinnern,1,1,1011.8872361,1531.7907527
NaN,NaN,,no flicker,Vergessen,1,1,1022.1272205,1504.7504671
1,1.90001009999992,,no flicker,Wissen,1,1,1033.0628582,1266.0485014
NaN,NaN,unrelated,,Vergessen,1,2,1043.9828874,1598.7025201
1,1.17175700000007,unrelated,,Erinnern,2,1,1054.7191709,1625.9818039
1,1.92012369999998,related,,Erinnern,2,2,1064.9513257,1589.5582391
1,1.1523952,unrelated,,Erinnern,1,2,1075.7984999,1370.2468319
1,2.64426860000003,unrelated,,Erinnern,2,1,1086.1430725,1234.7248594
NaN,NaN,,no flicker,Wissen,2,2,1096.2158445,1523.2228921
1,1.99696089999998,,no flicker,Erinnern,2,1,1106.1432441,1320.7267129
0,1.93366279999987,,no flicker,Vergessen,1,2,1116.2228936,1329.5746014
1,1.70398980000027,,no flicker,Erinnern,2,2,1658.2479297,2563.7339242
1,1.14330710000013,,no flicker,Erinnern,2,1,1669.6074823,2538.3652501
1,1.22722339999973,unrelated,,Erinnern,2,1,1679.8938596,2432.3020635
1,1.32016399999975,,no flicker,Erinnern,1,1,1689.7912119,2496.6148589
NaN,NaN,unrelated,,,1,1,1700.0224903,2344.5021153
1,2.9807023000003,,no flicker,Vergessen,1,1,1711.4865322,2397.4139519
1,0.74788290000015,unrelated,,Erinnern,2,1,1721.7189529,2325.8775718
1,1.04116739999972,,no flicker,Erinnern,2,2,1733.1266676,2279.1829208
1,0.69746669999995,unrelated,,Erinnern,1,2,1742.7745202,2488.7343991
0,1.87324840000019,unrelated,,Erinnern,1,2,1753.1266247,2334.7339671
