recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,0.630828699999256,unrelated,,Erinnern,1,2,22205.7749969,22988.0682256
1,0.279728100002103,unrelated,,Erinnern,1,2,22215.8535316,22995.2603534
1,0.716567000003124,,no flicker,Erinnern,1,1,22225.4608311,22814.0764495
1,1.67418670000188,unrelated,,Erinnern,2,1,22235.9876336,22956.8282115
NaN,NaN,,no flicker,Vergessen,2,2,22246.4237457,22766.6452039
1,0.364108000001579,,no flicker,Erinnern,2,1,22256.4770857,23107.5793058
0,1.36788460000025,,no flicker,Wissen,1,1,22267.0921815,22916.2041725
1,0.412178700000368,,no flicker,Erinnern,1,1,22277.2687218,22874.652452
1,0.747401799999352,unrelated,,Vergessen,1,1,22287.2291532,22783.9407521
0,0.480987399998412,unrelated,,Erinnern,2,2,22298.3803275,22924.987736
1,0.390562299999146,unrelated,,Erinnern,2,1,22308.9730064,23002.1074816
1,0.99611619999996,,no flicker,Erinnern,2,2,22319.6840735,23077.0600722
0,1.59795619999932,,no flicker,Vergessen,1,2,22329.9003706,22791.3033164
1,0.401888899999904,,no flicker,Erinnern,2,1,22340.4206032,23062.8518734
1,0.327034599999024,unrelated,,Erinnern,2,2,22349.8118964,22965.3479742
1,0.726408599999559,unrelated,,Wissen,1,2,22359.6288918,22776.5172656
1,0.743166299998848,,no flicker,Erinnern,2,2,22369.1401416,22799.4940562
1,0.453021199999057,unrelated,,Erinnern,1,1,22378.8448303,22900.6522482
NaN,NaN,unrelated,,Vergessen,1,1,22388.2277037,23046.1073966
1,0.822190200000477,,no flicker,Erinnern,1,1,22397.7401775,22852.7480563
1,0.370796100000007,unrelated,,Erinnern,2,1,22407.9956873,22972.0114116
1,2.4657120999982,,no flicker,Erinnern,2,1,22418.2920258,23084.379926
1,0.482230300000083,unrelated,,Erinnern,2,1,22427.9248124,22867.9157886
NaN,NaN,,no flicker,Erinnern,1,1,22438.5328348,22890.6921205
1,0.8817166000008,unrelated,,Erinnern,2,2,22448.2684523,22757.2336641
NaN,NaN,,no flicker,Vergessen,1,2,22457.8922209,22907.4365603
1,0.632926099999167,unrelated,,Erinnern,1,2,22467.4042524,22806.9555949
0,1.64797220000037,,no flicker,Wissen,1,2,22477.0919752,23031.5314056
1,0.749989399999322,unrelated,,Wissen,1,2,22486.8527139,22845.6838624
1,0.729874900000141,unrelated,,Erinnern,2,2,22496.6757753,22838.0283542
1,0.322956600000907,,no flicker,Erinnern,2,2,22506.0446222,23039.5876651
1,0.355588700000226,,no flicker,Erinnern,2,1,22517.2524887,22949.9713039
1,0.282711400002881,unrelated,,Wissen,2,1,22526.7316187,23093.4754956
1,0.374168700000155,unrelated,,Erinnern,1,2,22536.4842633,23024.8442759
1,1.54362810000021,unrelated,,Wissen,1,1,22546.0356345,23008.9408998
1,0.84821699999884,,no flicker,Erinnern,1,1,22556.1170556,23069.6361995
1,0.766311999999743,,no flicker,Erinnern,1,2,22565.7249437,23017.4442655
1,0.356351499998709,unrelated,,Erinnern,2,2,22575.7154614,23055.9628961
1,2.78909310000017,,no flicker,Erinnern,2,1,22585.3082454,23120.9478806
1,0.548329500001273,,no flicker,Erinnern,1,2,22594.9406006,23100.1074211
NaN,NaN,,no flicker,Vergessen,1,2,22606.0044438,22881.3557762
NaN,NaN,unrelated,,Vergessen,1,1,22615.5639898,22978.6123722
1,1.18599280000126,,no flicker,Wissen,2,1,22625.9479426,22860.0838246
0,0.923780600001919,,no flicker,Wissen,2,2,22635.4523777,22821.3155601
1,0.262823000000935,unrelated,,Erinnern,1,1,22645.0036336,23114.5320877
NaN,NaN,unrelated,,Vergessen,2,1,22654.4124921,22933.2442205
NaN,NaN,unrelated,,Vergessen,2,2,22664.6841234,22828.732221
1,0.522193900000275,,no flicker,Erinnern,2,2,22674.5803017,22942.6202153
1,0.282858299997315,unrelated,,Erinnern,2,2,23138.1327858,23936.820199
1,0.736576100000093,unrelated,,Erinnern,2,2,23148.2280815,23989.7471922
1,0.301924800001871,,no flicker,Erinnern,2,1,23158.675831,23863.5395811
1,0.547988900001656,unrelated,,Erinnern,1,1,23168.6362853,23910.098883
NaN,NaN,,no flicker,Vergessen,1,1,23178.7721776,23848.1788508
1,0.318893800002115,,no flicker,Erinnern,2,1,23189.0033024,23815.2027052
1,0.31713839999793,unrelated,,Erinnern,2,2,23198.1875488,23983.1386465
1,0.319730200000777,unrelated,,Erinnern,1,2,23207.9790175,23856.9701412
0,1.25163239999893,unrelated,,Erinnern,2,1,23217.7875373,23870.1230849
1,0.33637169999929,,no flicker,Erinnern,1,1,23228.3554541,23834.9308685
1,0.281162399998721,,no flicker,Erinnern,2,1,23238.3401123,23943.1870961
0,0.305584699999599,unrelated,,Vergessen,1,2,23249.5100386,23962.4674981
1,0.287944299998344,unrelated,,Erinnern,1,2,23259.5396685,23996.8111095
1,0.343465199999628,,no flicker,Erinnern,1,2,23269.2191869,23821.7948791
1,0.593322500000795,,no flicker,Erinnern,2,2,23279.2519669,23712.8106433
NaN,NaN,,no flicker,Vergessen,1,1,23289.5152921,23884.6753826
1,0.318327400000271,unrelated,,Erinnern,2,1,23299.3554605,24003.3307515
1,0.427221899997676,unrelated,,Erinnern,2,2,23309.7390645,23773.4994493
1,0.409143699998822,unrelated,,Erinnern,1,1,23319.423253,23753.4593297
1,0.248765000000276,,no flicker,Erinnern,2,2,23328.770401,23949.4757842
1,0.263246600003185,,no flicker,Erinnern,1,2,23339.2519575,24010.002602
1,0.509788799998205,,no flicker,Erinnern,2,2,23349.3949641,23902.9393182
1,0.300965700000233,unrelated,,Erinnern,1,1,23359.0280315,23877.8677564
1,0.398336700000073,,no flicker,Erinnern,2,1,23368.8117424,23699.067827
1,0.306218099998659,,no flicker,Erinnern,1,1,23378.4280719,23930.2597069
1,0.5370617999979,,no flicker,Erinnern,1,2,23388.7071053,23705.8597938
1,0.367327699997986,,no flicker,Erinnern,2,2,23398.5310955,23828.3393537
1,0.47320270000273,unrelated,,Erinnern,1,1,23410.2110032,23692.1438312
1,0.378301299999293,unrelated,,Erinnern,2,1,23419.9075409,24016.6275817
1,0.388797100000374,unrelated,,Erinnern,2,1,23429.9323076,23719.8676808
1,0.359435300000769,unrelated,,Erinnern,1,2,23439.7228913,23726.4107407
1,0.538912300002266,,no flicker,Erinnern,1,2,23449.4912402,23766.7949393
1,0.420556500001112,,no flicker,Erinnern,2,2,23458.8834249,23795.6834012
1,0.291383700001461,unrelated,,Erinnern,1,2,23468.5789415,23808.7630031
1,0.297281600000133,,no flicker,Erinnern,1,1,23478.8278936,23955.9308057
1,0.25481370000125,,flicker seen,Erinnern,1,2,23489.3873176,23969.9787304
1,0.282170400001633,unrelated,,Erinnern,1,2,23498.4914497,23802.2591167
1,0.424780900000769,,no flicker,Erinnern,1,2,23509.1553156,23746.6272304
1,0.294772099998227,,no flicker,Erinnern,2,1,23520.5800203,23976.6115146
1,0.730485399999452,unrelated,,Erinnern,2,1,23530.0672709,23739.5080199
1,0.354035200001817,unrelated,,Erinnern,1,1,23539.923136,23760.0831412
1,0.279459999997925,unrelated,,Erinnern,2,1,23549.7957905,23733.0188103
1,0.494850700000825,,no flicker,Erinnern,1,1,23561.3556175,23841.4198305
1,1.80805099999998,,no flicker,Wissen,2,2,23570.7950496,23787.4834588
1,0.379222799998388,unrelated,,Erinnern,1,1,23580.6279081,23917.123077
NaN,NaN,unrelated,,Vergessen,2,2,23590.5309934,23893.9706822
1,1.07413680000172,,no flicker,Erinnern,2,2,23600.9625101,23780.122632
1,0.288222600000154,unrelated,,Erinnern,2,1,23610.5553464,23923.7385068
1,1.28169119999802,,no flicker,Erinnern,2,2,24113.35028,24677.8821288
1,0.361566100000346,unrelated,,Erinnern,1,2,24123.57849,24933.074582
1,0.261948999999731,unrelated,,Erinnern,1,2,24134.2112764,24795.4020666
1,0.493068599997059,unrelated,,Erinnern,2,2,24143.3947011,24658.0457823
1,0.252122800000507,unrelated,,Erinnern,2,2,24154.1232535,24821.0662779
1,0.220368599999347,,no flicker,Erinnern,1,2,24164.3472298,24863.9545645
1,0.280611599999247,,no flicker,Erinnern,2,2,24174.898939,24850.0105538
1,0.271041200001491,,no flicker,Erinnern,1,1,24186.1552583,24926.635266
1,0.271590000000288,,no flicker,Erinnern,2,1,24196.4432896,24746.8110899
1,0.247946099996625,,no flicker,Erinnern,1,1,24205.8034528,24711.435141
NaN,NaN,,no flicker,Vergessen,2,1,24215.043484,24827.4107193
1,0.380090399998153,unrelated,,Erinnern,2,1,24224.3145177,24664.7874312
1,1.37748510000165,,no flicker,Wissen,1,1,24233.8183692,24912.3695246
1,0.358687800002372,unrelated,,Erinnern,2,1,24243.1546418,24836.8581023
1,0.264267900001869,related,,Erinnern,1,1,24252.682994,24782.5224171
NaN,NaN,unrelated,,Vergessen,1,2,24262.324144,24773.4104182
1,0.276405100001284,,no flicker,Erinnern,1,2,24272.0590899,24718.0351008
1,2.44054759999926,unrelated,,Erinnern,2,2,24282.0834042,24954.3859719
1,0.319422500000655,,no flicker,Erinnern,1,1,24291.4675056,24698.7469776
1,0.203663500000403,unrelated,,Erinnern,2,1,24301.9471353,24753.5465258
1,0.27210610000111,,no flicker,Erinnern,2,2,24312.0988647,24876.8825822
1,0.281085200000234,unrelated,,Erinnern,1,1,24321.5154791,24947.9301522
1,0.444720499999676,,no flicker,Erinnern,2,2,24331.0833126,24740.2508519
NaN,NaN,unrelated,,Vergessen,1,1,24340.3471807,24731.379139
1,0.216374700001325,unrelated,,Erinnern,2,1,24349.6354222,24705.1792672
1,0.251197300000058,,no flicker,Erinnern,1,2,24359.0594132,24969.9789459
1,0.258384499997192,unrelated,,Erinnern,1,2,24369.4015532,24976.3545352
1,0.646554499999183,,no flicker,Erinnern,1,2,24379.4183261,24759.8909494
1,0.279222500001197,unrelated,,Erinnern,1,1,24389.0343813,24870.3866026
1,0.297865900000033,,no flicker,Erinnern,2,1,24398.4427597,24766.8745844
1,0.45257169999968,unrelated,,Erinnern,2,1,24408.3467387,24843.3546957
1,0.239447299998574,,no flicker,Erinnern,2,2,24418.498498,24920.2188784
1,0.288562799996726,,no flicker,Erinnern,1,1,24427.9717772,24889.7464729
1,1.13180810000267,,no flicker,Erinnern,2,2,24437.3305176,24856.6019693
1,0.272937300000194,,no flicker,Erinnern,2,1,24446.7706662,24692.3312236
0,1.96118589999969,unrelated,,Wissen,2,1,24456.0098309,24939.7371903
1,0.25886729999911,unrelated,,Erinnern,1,1,24465.7868113,24883.2986765
0,0.285878299997421,,no flicker,Erinnern,1,1,24475.5389935,24814.6903796
