recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
0,1.23683989979327,,no flicker,,2,1,2243116.5464109,2243865.4430168
1,1.2679368997924,unrelated,,,2,2,2243127.5163723,2243875.1770221
0,1.38441140018404,unrelated,,,2,1,2243139.1722477,2243825.99227
1,0.939167100004852,,no flicker,,1,2,2243150.028293,2244009.9630799
1,0.917212100233883,,no flicker,Vergessen,2,2,2243160.8284834,2243779.3485931
0,1.30575089994818,unrelated,,Vergessen,2,1,2243171.5162487,2243734.1884035
0,2.27109339972958,,no flicker,,2,2,2243182.3328413,2243787.1485067
1,1.85621699970216,,flicker seen,Vergessen,1,1,2243192.9487144,2243884.9691631
0,1.54350080015138,unrelated,,Vergessen,1,2,2243203.3732439,2243980.1950525
NaN,NaN,unrelated,,Vergessen,1,2,2243214.0048041,2243961.0029788
NaN,NaN,unrelated,,,1,1,2243224.7720753,2243835.8085629
1,0.883472700137645,,no flicker,Erinnern,1,1,2243235.843838,2243760.8753787
NaN,NaN,,no flicker,,1,2,2243246.108218,2243940.4115356
0,1.62196550006047,unrelated,,Vergessen,1,1,2243256.5642669,2244057.1719877
NaN,NaN,unrelated,,Vergessen,2,2,2243267.1159198,2244130.7796001
1,2.21404880005866,,no flicker,Vergessen,2,1,2243278.1801855,2243846.9147392
0,0.566021800041199,,no flicker,Vergessen,2,1,2243288.7565727,2243988.7152859
NaN,NaN,,no flicker,Vergessen,2,1,2243299.0194507,2243723.8123359
1,0.819594100117683,unrelated,,Erinnern,2,1,2243309.4278191,2244106.9720612
1,0.983047400135547,,,Vergessen,1,2,2243321.2834042,2243752.1493711
NaN,NaN,unrelated,,Vergessen,1,2,2243332.8886067,2243769.7156528
0,0.558594599831849,unrelated,,Vergessen,1,2,2243343.6916935,2244040.6827571
NaN,NaN,,,Vergessen,1,1,2243355.3957336,2244048.2426074
NaN,NaN,unrelated,,Vergessen,1,1,2243366.8120804,2243923.3952347
0,0.284127399791032,,no flicker,Vergessen,1,1,2243377.123577,2244033.3402061
0,2.06210409989581,unrelated,,Vergessen,2,2,2243387.5161196,2244065.1228621
NaN,NaN,unrelated,,Vergessen,2,2,2243398.7402094,2244073.5469554
1,1.39298510039225,,,Erinnern,2,2,2243409.6606324,2244122.5559051
1,0.946027500089258,,no flicker,Vergessen,2,2,2243421.1893851,2243933.0032497
0,1.14548469986767,,no flicker,,1,2,2243430.9567269,2243816.3322198
0,0.484156299848109,,no flicker,Vergessen,2,1,2243440.9797203,2243995.5313844
1,0.783751300070435,unrelated,,Erinnern,1,1,2243451.5628033,2244099.0194812
0,2.62573059974238,,no flicker,Vergessen,1,1,2243462.6682922,2243913.1871218
NaN,NaN,unrelated,,Vergessen,2,2,2243472.4594306,2243894.1471692
0,1.62059869989753,,no flicker,Vergessen,2,2,2243482.9885227,2243971.3713945
NaN,NaN,,no flicker,Vergessen,2,1,2243492.8193049,2243903.8192459
NaN,NaN,unrelated,,Vergessen,1,2,2243502.3629295,2243951.3459179
1,0.365730499848723,unrelated,,Vergessen,1,1,2243512.4840969,2244026.1721589
0,0.490540700033307,,flicker seen,Vergessen,1,1,2243522.4517089,2244002.8583261
NaN,NaN,,flicker seen,Vergessen,1,1,2243532.0437914,2243742.7319141
0,0.737178300041705,unrelated,,Vergessen,1,2,2243541.4040458,2244091.6909451
0,1.016763899941,unrelated,,Vergessen,2,1,2243551.1148603,2244115.0673877
NaN,NaN,unrelated,,Vergessen,2,2,2243561.9387719,2244082.8115746
1,1.05885660042986,unrelated,,Erinnern,1,2,2243572.9953702,2243856.4273568
NaN,NaN,unrelated,,Vergessen,2,1,2243583.3395793,2243712.8713555
0,0.475379100069404,,no flicker,Vergessen,2,2,2243594.7555023,2244019.4403225
1,1.4518452999182,,no flicker,Erinnern,2,1,2243605.900272,2243797.8647217
NaN,NaN,,flicker seen,Vergessen,1,2,2243616.058676,2243806.7870908
1,0.529887800104916,,no flicker,Wissen,2,2,2244147.1187955,2245019.4984432
0,2.47002799995244,,no flicker,Vergessen,2,1,2244158.0511442,2244995.4503646
0,2.15457040024921,unrelated,,Vergessen,2,1,2244168.611022,2244886.2185484
1,0.736244099680334,,no flicker,Vergessen,1,1,2244178.4909775,2244956.7375993
NaN,NaN,unrelated,,Vergessen,1,1,2244188.5076837,2244800.1306889
NaN,NaN,,flicker seen,Erinnern,1,1,2244198.3151662,2244851.2081238
0,1.36829729983583,unrelated,,Vergessen,2,1,2244207.835713,2244780.8904018
1,0.765394499991089,,no flicker,Erinnern,2,2,2244217.5073061,2244741.6026091
1,0.935328499879688,unrelated,,Vergessen,1,2,2244227.5477238,2244947.851794
NaN,NaN,unrelated,,Vergessen,1,2,2244237.3627792,2244790.9542439
1,1.01290520001203,unrelated,,Vergessen,2,2,2244247.5390858,2244809.9544109
0,1.80798289971426,unrelated,,Vergessen,2,1,2244257.7386791,2244764.9622749
0,1.30620250012726,,no flicker,,2,2,2244267.3868763,2245060.9144317
NaN,NaN,,flicker seen,Vergessen,1,2,2244278.5306883,2244895.5701708
1,1.33460670011118,,flicker seen,Wissen,1,2,2244288.5160135,2244924.4106396
1,0.495988300070167,unrelated,,Wissen,1,1,2244297.8341696,2245004.4980593
1,0.452526800334454,,no flicker,Wissen,1,2,2244307.2579808,2244963.9785804
0,0.73769270023331,unrelated,,Erinnern,1,1,2244316.5713563,2244749.0815165
0,0.766665500123054,unrelated,,Vergessen,2,1,2244326.691663,2244826.3312417
0,1.11701729986817,unrelated,,Vergessen,2,2,2244336.0579742,2244971.1222869
