recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,0.28895,,no flicker,Erinnern,2,2,207.8621192,981.6484103
1,0.6948799,unrelated,,Erinnern,2,1,217.8968303,1036.535174
0,0.3002029,unrelated,,Erinnern,2,2,228.4740995,911.5602248
1,0.3483139,related,,Erinnern,1,1,238.7610336,952.3123593
1,0.3602822,unrelated,,Erinnern,1,2,248.4746706,896.1209751
0,1.0924737,,no flicker,Vergessen,1,2,258.3452802,859.7930052
1,0.429937,,no flicker,Erinnern,2,2,268.2336124,1029.608595
1,2.228891,,no flicker,Vergessen,2,1,278.7040345,902.7757503
1,0.4963993,,no flicker,Erinnern,1,2,288.4413341,918.2792918
1,0.9917016,,no flicker,Wissen,2,1,298.9774977,880.7849665
1,1.1765266,,no flicker,Erinnern,1,1,308.8003234,988.599792
1,0.4263122,unrelated,,Wissen,2,2,318.6644129,1009.167019
1,0.2645975,unrelated,,Erinnern,2,1,328.8006001,1043.680073
1,0.3071865,,no flicker,Erinnern,1,1,339.1053371,867.1448037
1,0.2782303,unrelated,,Erinnern,1,1,348.9529259,754.9769892
1,0.174424,unrelated,,Erinnern,1,2,358.5292875,931.5767364
1,0.9353101,unrelated,,Erinnern,2,2,368.1050462,1050.40837
1,1.1326768,,no flicker,Wissen,1,1,378.1528169,816.7833492
1,0.7131388,unrelated,,Erinnern,2,1,388.1375254,796.0960006
1,0.380342,,no flicker,Erinnern,2,2,398.6408885,996.0089032
1,0.2963579,,no flicker,Erinnern,1,1,408.6082669,1058.288725
1,0.2678065,,no flicker,Erinnern,2,1,418.2800957,945.5764139
1,0.2991712,unrelated,,Erinnern,1,1,428.5527467,925.0720504
1,0.427962,related,,Erinnern,1,2,438.1364079,741.1452762
0,2.2903604,unrelated,,Vergessen,2,1,448.4169736,972.512171
1,0.3152259,,no flicker,Erinnern,1,1,458.4331058,748.1604294
1,0.4256867,unrelated,,Erinnern,1,2,468.2646705,873.8640594
1,0.4424176,,no flicker,Erinnern,2,2,478.1437515,734.1565967
1,0.2954255,,no flicker,Erinnern,1,2,488.7292526,1064.99276
1,0.3489436,related,,Erinnern,1,2,498.9042933,761.5867147
0,0.3726676,unrelated,,Vergessen,2,2,509.3451314,768.1929851
1,0.2975938,,no flicker,Erinnern,2,1,520.3131739,810.2330603
1,2.0930702,,no flicker,Wissen,2,2,530.0320712,837.5354383
1,0.3439585,,no flicker,Erinnern,1,2,539.7692108,853.1361088
1,0.2344611,,no flicker,Erinnern,2,2,550.0002199,1002.607056
1,0.2485654,unrelated,,Erinnern,1,1,560.0641053,1016.072072
0,0.7726507,,no flicker,Vergessen,1,2,570.2718846,845.7675057
1,0.4117556,unrelated,,Erinnern,2,1,580.0483707,789.3604903
1,0.231032,unrelated,,Erinnern,1,2,589.6005469,1022.871801
1,0.191977,unrelated,,Erinnern,2,1,599.3206444,782.8974514
0,0.3997701,unrelated,,Erinnern,1,1,609.2255637,803.4563697
1,0.7640931,,no flicker,Erinnern,1,1,619.1691098,775.6160379
0,1.6647857,unrelated,,Vergessen,1,1,628.6569935,888.1517712
1,0.3275921,,no flicker,Erinnern,2,1,638.7603262,830.9199557
1,0.6068316,unrelated,,Erinnern,2,1,648.3681926,959.048449
0,0.7678618,unrelated,,Erinnern,2,2,658.1124959,938.0241152
