recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,1.89551749999998,,,Erinnern,1,2,109.5937604,937.3999988
0,1.6576996,unrelated,,Vergessen,1,2,121.0351322,946.6560986
1,0.824812299999962,,,Wissen,1,1,131.0181168,748.1117746
1,0.546819600000049,unrelated,,Wissen,2,1,142.4088253,903.1276418
0,1.73724540000001,,no flicker,Erinnern,2,2,153.7890286,694.1263796
0,1.29799389999994,,no flicker,,2,1,164.3847011,1074.0150003
0,0.951177499999972,,no flicker,Wissen,1,1,175.7527191,865.0799866
NaN,NaN,,,Vergessen,1,1,186.9600779,820.5289512
1,1.20038980000004,,,Erinnern,1,1,198.5208399,712.5848641
0,0.900546200000008,,,Wissen,2,2,210.0358714,873.3670289
1,2.16202390000001,,,Vergessen,2,1,221.5068184,954.8958272
0,2.79677060000017,,,Vergessen,2,2,233.065511,1038.3750129
0,2.18761229999996,,no flicker,Wissen,1,2,244.4584473,721.9466956
1,0.908422799999926,,,Wissen,2,1,255.8093673,1022.8319609
1,0.661313999999948,related,,Wissen,2,2,267.3257749,910.6311158
0,2.22877970000002,related,,Vergessen,1,2,277.033447,703.4092362
NaN,NaN,,no flicker,Erinnern,2,2,286.7448663,731.4403553
0,2.10138210000002,unrelated,,Erinnern,1,1,296.9843357,849.3831724
1,2.05962309999995,unrelated,,Erinnern,1,1,306.7206412,1004.5518179
1,2.53926200000001,,,Erinnern,1,1,316.0246865,792.0073891
1,2.37963960000002,,,,2,1,327.442709,919.3193857
0,1.63015280000013,,,Erinnern,2,1,338.9959664,1047.215048
NaN,NaN,unrelated,,Vergessen,2,1,350.3801937,811.6076186
1,2.10008100000005,,no flicker,Vergessen,1,1,360.4492011,838.5212631
NaN,NaN,unrelated,,,2,2,370.5359769,683.1384999
0,0.718864100000019,,no flicker,Vergessen,1,2,380.2964486,858.1994375
0,1.15287969999997,unrelated,,Wissen,1,2,390.0328871,740.0648971
0,0.839958300000035,,no flicker,Wissen,1,2,399.4957925,987.2640678
0,1.69991500000003,unrelated,,Erinnern,1,2,408.8800441,783.1433315
0,2.56506330000002,unrelated,,Vergessen,2,2,418.8648093,773.2162429
NaN,NaN,,no flicker,Vergessen,2,2,428.7122721,995.255965
1,2.24845700000003,,no flicker,Erinnern,2,1,440.57576,894.5994267
1,0.818941799999948,unrelated,,Wissen,2,1,450.5601304,1054.9915988
1,1.02831160000005,unrelated,,Vergessen,1,2,460.7293451,978.74416
1,0.896479499999941,unrelated,,Wissen,1,1,470.8726352,963.9185037
1,0.738351700000067,,no flicker,Wissen,1,1,480.1443224,1030.0241499
0,0.865500700000098,,no flicker,Wissen,1,2,490.3453549,971.2561986
1,1.19918389999998,,,Wissen,2,2,500.0717122,1013.7750929
0,2.17693350000013,,no flicker,Vergessen,2,1,511.4496028,1091.359664
NaN,NaN,,no flicker,Vergessen,1,2,521.0567289,1063.6560708
1,0.771662900000024,,no flicker,Wissen,1,2,530.3606088,830.6721544
1,1.21092920000001,unrelated,,Vergessen,1,1,539.75261,930.1563641
0,1.16065639999999,,no flicker,Vergessen,2,1,549.1920939,803.5670398
0,0.996867399999928,,no flicker,Vergessen,2,2,558.4248257,755.8642934
1,0.759080099999892,unrelated,,Erinnern,1,1,568.1998052,1083.8369092
1,0.919682400000056,unrelated,,Wissen,2,1,577.7042546,880.4242851
1,1.01912809999999,unrelated,,Wissen,2,2,588.616396,765.0636844
1,0.935633899999971,,no flicker,Erinnern,2,2,599.8157965,887.4561269
1,0.56390609999994,unrelated,,Wissen,2,2,1109.07374,1891.7584664
1,0.920392200000151,unrelated,,Wissen,2,2,1119.9363027,1951.2706235
0,2.11283829999979,,no flicker,Erinnern,2,1,1130.4148655,1816.9337177
1,0.639131600000155,unrelated,,Wissen,1,1,1140.2239627,1863.0787076
1,0.225136199999952,,no flicker,Wissen,1,1,1150.3754255,1803.0390849
1,1.13840979999986,,no flicker,Erinnern,2,1,1159.839957,1767.4122141
0,0.193274900000006,unrelated,,Erinnern,2,2,1170.4474944,1944.7586667
0,1.15544829999999,unrelated,,Wissen,1,2,1180.447846,1809.3818206
0,0.637266400000044,unrelated,,Vergessen,2,1,1190.5756229,1825.2866757
1,0.41877999999997,,no flicker,Wissen,1,1,1201.3665948,1788.7492995
1,1.12225879999983,,no flicker,Wissen,2,1,1210.9914243,1898.5355619
1,0.431387399999949,unrelated,,Wissen,1,2,1220.7439335,1923.3581985
0,1.52112039999997,unrelated,,Erinnern,1,2,1231.2956678,1958.3820193
1,1.35418720000007,,no flicker,Erinnern,1,2,1241.0796338,1774.8221997
1,0.723266100000046,,no flicker,Wissen,2,2,1250.7515702,1662.9588935
0,1.27893910000012,,no flicker,Erinnern,1,1,1260.3109197,1840.4392012
1,0.64334000000008,unrelated,,Wissen,2,1,1269.9182461,1967.1661464
1,1.3290148000001,unrelated,,Wissen,2,2,1279.5036276,1725.3591476
1,0.240576899999951,unrelated,,Wissen,1,1,1289.5836682,1705.5756065
1,0.566843500000004,,no flicker,Wissen,2,2,1299.9036193,1906.7109681
1,0.471606000000065,,no flicker,Wissen,1,2,1310.4796125,1974.8943994
1,0.378332600000022,,no flicker,Wissen,2,2,1320.1988578,1855.574963
0,0.473868000000039,unrelated,,Erinnern,1,1,1329.5595867,1833.5103308
1,0.945145899999943,,no flicker,Wissen,2,1,1339.9750349,1648.8390124
1,0.413540699999885,,no flicker,Wissen,1,1,1349.6707319,1885.0944973
1,0.698944500000152,,no flicker,Wissen,1,2,1359.3989852,1656.0060315
1,0.247509600000058,,no flicker,Wissen,2,2,1369.1267237,1782.4638023
1,1.03520800000001,unrelated,,Wissen,1,1,1378.6237473,1641.5360028
1,0.389547500000162,unrelated,,Wissen,2,1,1388.1589867,1981.6388709
1,0.412713599999961,related,,Wissen,2,1,1398.2392774,1669.7909566
1,0.612240500000098,,,Wissen,1,2,1407.5828591,1676.4791876
1,0.738920400000097,,no flicker,Wissen,1,2,1419.1196057,1718.5115247
0,1.51212269999996,,no flicker,Vergessen,2,2,1428.4715676,1746.0627596
1,0.920116600000028,unrelated,,Wissen,1,2,1438.086666,1760.4054869
0,1.12365169999998,,no flicker,Vergessen,1,1,1447.5911249,1913.9188796
1,0.378895199999988,,no flicker,Wissen,1,2,1457.2556218,1930.0311584
1,0.232252399999879,unrelated,,Wissen,1,2,1466.6475861,1753.9506672
1,0.849319799999876,,no flicker,Wissen,1,2,1476.526498,1698.5591377
1,1.53175379999993,,no flicker,Erinnern,2,1,1486.1359587,1936.6546159
0,1.27822749999996,unrelated,,Erinnern,2,1,1495.8154924,1690.7261885
1,0.299003800000037,unrelated,,Wissen,1,1,1506.15905,1711.9986412
1,0.456092300000137,unrelated,,Wissen,2,1,1516.6712443,1683.3507476
0,0.349592799999982,,no flicker,Erinnern,1,1,1526.5675341,1795.3026574
0,0.558574299999918,,no flicker,Erinnern,2,2,1536.3033492,1739.3582053
1,1.04213120000009,unrelated,,Vergessen,1,1,1545.8305861,1870.6141484
0,0.556643799999847,unrelated,,Wissen,2,2,1555.7432352,1847.8061864
1,0.279195299999856,,no flicker,Wissen,2,2,1566.3025627,1732.9511149
1,0.339262100000042,unrelated,,Erinnern,2,1,1576.3030802,1877.9588057
1,0.592105800000354,,,Wissen,2,2,1996.6622328,2556.1492538
1,0.548550700000305,unrelated,,Wissen,1,2,2008.1097438,2815.870056
1,0.380592299999989,unrelated,,Wissen,1,2,2018.2788592,2676.1020922
1,0.726264299999912,unrelated,,Wissen,2,2,2028.0788564,2535.1977381
1,0.334921199999826,unrelated,,Wissen,2,2,2037.6936762,2703.8285795
1,0.296159899999566,,no flicker,Wissen,1,2,2047.8384053,2747.1423296
1,1.27463009999974,,no flicker,Wissen,2,2,2058.0138489,2732.5496436
1,0.189554099999896,,no flicker,Wissen,1,1,2067.6059313,2809.5092739
1,1.04473459999963,,no flicker,Wissen,2,1,2077.1259772,2624.6930029
1,0.243534799999907,,no flicker,Wissen,1,1,2087.0468588,2591.2133669
1,2.33085080000001,,no flicker,Wissen,2,1,2096.7504246,2710.2046209
1,0.308818299999984,unrelated,,Wissen,2,1,2106.1746552,2542.3425418
