recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
0,1.1667352000004,,no flicker,,2,1,10131.4101121,10899.8705976
0,1.20020769999974,unrelated,,Erinnern,2,2,10142.5282571,10909.4757129
NaN,NaN,unrelated,,Vergessen,2,1,10153.2966795,10861.2390076
0,1.0304832999991,,no flicker,Erinnern,1,2,10164.2249515,11045.8552971
NaN,NaN,,no flicker,Vergessen,2,2,10175.3285615,10813.8939301
NaN,NaN,unrelated,,Vergessen,2,1,10185.9924205,10765.2597192
1,2.62597679999999,,flicker seen,Erinnern,2,2,10196.3769038,10823.6312482
0,1.5979051000013,,flicker seen,Erinnern,1,1,10207.8713769,10918.6874517
0,1.28016709999974,unrelated,,Vergessen,1,2,10218.8475645,11009.5507687
NaN,NaN,related,,Vergessen,1,2,10229.9361942,10991.727248
NaN,NaN,unrelated,,Vergessen,1,1,10241.5926841,10871.1836383
1,1.28875260000132,,no flicker,Erinnern,1,1,10251.5041625,10796.1760547
NaN,NaN,,,Vergessen,1,2,10261.5614333,10972.9192201
1,1.56796889999896,,,Vergessen,1,1,10272.8662289,11099.3985818
1,1.38619270000163,unrelated,,Erinnern,2,2,10284.3434626,11180.6791582
NaN,NaN,,no flicker,Vergessen,2,1,10294.7832714,10881.7585794
NaN,NaN,,flicker seen,Vergessen,2,1,10305.6236025,11018.2863292
1,2.28783719999956,,no flicker,,2,1,10315.8154126,10754.4803227
1,1.85666239999955,unrelated,,Erinnern,2,1,10326.3753013,11155.2463004
NaN,NaN,,no flicker,Vergessen,1,2,10336.2725113,10785.6391144
0,1.40088279999873,unrelated,,Erinnern,1,2,10346.9431441,10804.7509779
0,1.48355450000054,,,Vergessen,1,2,10357.6001413,11082.1909946
1,1.21728579999944,,no flicker,Erinnern,1,1,10368.9668343,11090.4791886
1,1.08728210000118,unrelated,,Erinnern,1,1,10378.4075713,10954.966432
0,1.94446319999952,,flicker seen,Vergessen,1,1,10388.5920075,11073.5112933
NaN,NaN,unrelated,,Vergessen,2,2,10398.0164086,11107.9824089
1,0.856955899998866,unrelated,,Wissen,2,2,10407.7435166,11117.0792022
1,1.06024849999994,,,Wissen,2,2,10419.6074004,11172.6143106
NaN,NaN,,flicker seen,Vergessen,2,2,10431.037753,10963.2948402
1,1.20736039999974,,no flicker,Erinnern,1,2,10440.9992971,10853.2631684
1,1.78297650000059,,flicker seen,Erinnern,2,1,10452.3432294,11028.3903848
1,2.57092809999995,unrelated,,Vergessen,1,1,10462.1029287,11143.8951575
0,2.46865219999927,,no flicker,Vergessen,1,1,10471.8801447,10945.4388344
NaN,NaN,unrelated,,Erinnern,2,2,10483.7038799,10927.3105404
1,1.20896309999989,,,Erinnern,2,2,10493.6799063,11001.0944432
0,2.2640836999999,,no flicker,Vergessen,2,1,10505.1433885,10936.5033444
0,1.88884249999865,unrelated,,Vergessen,1,2,10516.2799516,10981.9193197
NaN,NaN,,,Vergessen,1,1,10527.3432354,11064.2541416
1,1.38460049999958,,no flicker,Vergessen,1,1,10538.7897521,11037.4070834
0,1.30707689999872,,,Erinnern,1,1,10548.5352639,10775.9516341
1,2.02246060000107,unrelated,,Erinnern,1,2,10559.8427369,11134.6225629
0,1.14590729999873,unrelated,,Vergessen,2,1,10569.839288,11164.8871437
1,1.11205760000121,related,,Wissen,2,2,10579.7821185,11125.6477108
1,1.19337869999981,unrelated,,Wissen,1,2,10590.8076677,10891.1991918
NaN,NaN,unrelated,,Vergessen,2,1,10601.2073361,10744.0514274
NaN,NaN,,no flicker,Vergessen,2,2,10611.3352868,11054.358788
1,1.49558249999973,,no flicker,Wissen,2,1,10622.9429661,10834.1274839
0,2.242647699999,,flicker seen,Erinnern,1,2,10633.631476,10843.4555714
1,0.690984099999696,,flicker seen,Wissen,2,2,11197.3528079,12092.3492322
0,1.85467829999834,,no flicker,Vergessen,2,1,11207.8229951,12065.8458718
NaN,NaN,unrelated,,Vergessen,2,1,11219.0462299,11952.4302069
0,1.37700750000113,,no flicker,Erinnern,1,1,11228.9428372,12023.5742234
1,1.75690489999943,unrelated,,Vergessen,1,1,11240.0068447,11867.9496343
NaN,NaN,,flicker seen,Vergessen,1,1,11250.4233109,11918.5415966
1,1.13010890000078,unrelated,,Erinnern,2,1,11260.8549506,11851.1421746
NaN,NaN,,no flicker,Vergessen,2,2,11272.2295117,11806.5894489
1,1.29616410000017,unrelated,,Erinnern,1,2,11282.853942,12015.8207171
0,1.44157579999955,unrelated,,Vergessen,1,2,11293.1429103,11859.0614287
1,2.09590650000064,unrelated,,Vergessen,2,2,11302.7832014,11876.4294272
1,1.55053720000069,unrelated,,Erinnern,2,1,11313.0231429,11833.9102888
NaN,NaN,,flicker seen,Vergessen,2,2,11322.8630189,12136.3891351
1,0.801778600000034,,flicker seen,Wissen,1,2,11333.3430906,11961.7892777
NaN,NaN,,flicker seen,Vergessen,1,2,11343.9345116,11987.4314225
1,1.85573540000041,unrelated,,Erinnern,1,1,11353.9580922,12074.0846427
1,0.611342399999558,,,Wissen,1,2,11364.070942,12032.1337282
0,0.886420099999668,,,Wissen,1,1,11375.3881771,11816.9981695
0,1.71861809999973,unrelated,,Erinnern,2,1,11386.8498852,11893.3185076
NaN,NaN,unrelated,,Vergessen,2,2,11396.4869701,12039.757414
NaN,NaN,,no flicker,Vergessen,2,2,11406.2705181,11968.9490993
0,1.29860080000071,,no flicker,Vergessen,2,2,11417.3107493,12048.8939893
1,0.845439099999567,unrelated,,Wissen,2,1,11428.4145509,11910.3408591
0,1.75130929999978,,no flicker,Vergessen,2,2,11438.7899047,11885.1829232
1,0.967893400000321,,,Erinnern,2,1,11449.4383126,11944.8207753
1,0.890709799999968,unrelated,,Wissen,1,1,11460.8738398,12145.4222296
1,0.827392499999405,,flicker seen,Wissen,1,2,11470.8779188,11825.6302776
NaN,NaN,unrelated,,Vergessen,1,2,11480.365902,12119.7891499
0,1.33129030000055,unrelated,,Erinnern,1,2,11490.3660574,12056.8377377
1,1.43058389999896,,no flicker,Erinnern,1,1,11501.3908509,12171.09388
1,1.16408109999975,,no flicker,Vergessen,2,1,11511.8704255,12162.7651144
NaN,NaN,,no flicker,Vergessen,1,1,11522.6228527,11779.8379795
1,1.09497460000057,,no flicker,Wissen,2,1,11532.6137017,12128.7334486
1,1.21807339999941,,no flicker,Wissen,1,2,11543.0614227,11797.3734236
NaN,NaN,unrelated,,Vergessen,1,2,11553.0062087,11978.8854372
NaN,NaN,,,Vergessen,1,1,11563.069897,11996.7098784
1,1.25169370000003,unrelated,,Erinnern,2,2,11574.4495859,11789.1185268
0,2.69675850000021,,flicker seen,Erinnern,2,2,11584.6538781,12005.6770138
1,2.92977699999938,unrelated,,Erinnern,2,2,11594.8624398,12110.5494302
NaN,NaN,unrelated,,Vergessen,2,1,11604.4374974,12082.8692133
0,1.89672530000098,,flicker seen,Erinnern,2,2,11614.5903368,11842.0783635
NaN,NaN,unrelated,,Vergessen,1,1,11624.9579268,11769.7662444
0,1.38851940000131,unrelated,,Vergessen,1,1,11634.7425473,11927.5653797
NaN,NaN,unrelated,,Vergessen,2,1,11644.5418986,11901.8455054
0,2.89817169999878,,flicker seen,Erinnern,1,2,11654.0864402,12099.869986
0,1.93624540000019,unrelated,,Vergessen,1,1,11664.1739138,11760.8781452
1,2.72768290000022,,no flicker,Erinnern,1,2,11673.7105219,12152.886039
NaN,NaN,,no flicker,Vergessen,2,1,11683.5982583,11935.9653002
NaN,NaN,unrelated,,Vergessen,2,2,12398.0115685,13299.8518014
1,0.871513899999627,,no flicker,Erinnern,2,2,12409.7648128,13194.2040897
NaN,NaN,,no flicker,Vergessen,1,1,12420.8602393,13031.796574
NaN,NaN,unrelated,,Vergessen,1,2,12431.1096746,13361.7804328
1,0.8061689999995,,no flicker,Erinnern,2,2,12441.3726162,13063.1088518
1,0.758989400001155,,no flicker,Erinnern,1,1,12452.3569278,13112.6048278
0,1.89427290000094,unrelated,,Vergessen,1,1,12462.4692734,13095.1403374
1,0.479287499998463,unrelated,,Erinnern,2,2,12473.2855051,13319.1558538
1,0.906990700001188,unrelated,,Erinnern,2,1,12484.7332443,13277.1245668
0,1.01721700000053,unrelated,,Wissen,1,2,12494.2856625,13186.7169608
0,1.78542639999978,,,Vergessen,2,1,12503.9095915,12971.7268001
1,1.11080589999983,,no flicker,Erinnern,1,2,12515.2330853,13284.6043863
0,2.05430380000143,,flicker seen,Vergessen,1,2,12525.6371739,13070.5641102
NaN,NaN,,no flicker,Vergessen,2,1,12537.1493743,13170.8765481
1,0.900779999999941,,,Wissen,2,1,12547.5492873,13079.235258
1,0.802892699999575,unrelated,,Erinnern,1,1,12558.9807417,13016.2046449
NaN,NaN,,,Vergessen,1,2,12569.25352,13006.212341
NaN,NaN,,flicker seen,Vergessen,2,1,12580.6417753,13352.2603141
1,1.27095809999992,,flicker seen,Wissen,2,2,12591.2371752,13219.3402307
1,1.40057840000009,related,,Wissen,2,1,12602.940857,12980.5166482
0,1.53703800000039,,no flicker,Wissen,1,2,12614.2447821,13309.9966574
0,1.0128992000009,unrelated,,Erinnern,2,2,12624.4684251,13129.2195201
1,1.6259654000005,,,Erinnern,1,1,12634.4128875,13211.3723791
NaN,NaN,related,,Vergessen,1,2,12645.9031325,13342.8269935
NaN,NaN,unrelated,,Vergessen,2,1,12656.4369829,13267.4916681
1,0.988728000000265,,,Erinnern,1,1,12666.6130965,13235.4287768
1,1.01191499999914,,no flicker,Erinnern,2,1,12678.079005,13243.1878485
1,2.0684399999991,unrelated,,Vergessen,2,2,12689.6369856,12989.0514017
NaN,NaN,,no flicker,Vergessen,2,2,12699.5894547,13120.1483447
1,0.957675199999358,unrelated,,Erinnern,1,1,12709.0364181,12997.7568594
0,1.60586910000166,,,Vergessen,1,2,12720.1566541,13086.9967401
1,0.879234999998516,unrelated,,Erinnern,1,1,12731.4717279,13179.4056976
1,0.836170199998378,unrelated,,Wissen,1,1,12741.5333354,13334.7716742
1,1.43782890000148,,,Wissen,1,1,12751.8282724,13144.7008786
0,1.29712440000003,unrelated,,Wissen,1,2,12763.2251106,13103.5410006
NaN,NaN,unrelated,,Vergessen,2,2,12774.9003393,13201.796383
1,1.24654550000014,,flicker seen,Wissen,1,2,12784.9329343,13136.6041404
1,1.0360356000001,,no flicker,Erinnern,1,1,12795.3172108,13055.8764968
0,1.01020619999872,,no flicker,Wissen,1,2,12805.9724723,13260.0040259
NaN,NaN,unrelated,,Vergessen,2,1,12816.6198434,13250.987761
1,0.773572500000228,unrelated,,Erinnern,1,1,12826.0450411,13041.1008809
1,1.05263449999984,,no flicker,Vergessen,2,2,12835.8773182,13292.4677258
NaN,NaN,,no flicker,Vergessen,2,1,12847.2367948,13161.9403213
NaN,NaN,,flicker seen,Vergessen,2,2,12857.2204512,13152.5248329
1,0.865783699999156,unrelated,,Erinnern,1,2,12867.0602444,13227.8846898
1,1.11173000000053,unrelated,,Wissen,2,1,12877.076224,13048.292935
1,1.56231909999951,,no flicker,Erinnern,2,2,12887.532792,13326.1477778
1,0.867932000001019,unrelated,,Erinnern,2,1,12897.9567221,13024.252065
