recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,1.79368950000026,,no flicker,Wissen,2,1,5468.0188378,6203.6984961
NaN,NaN,unrelated,,Vergessen,2,2,5478.6353975,6213.3396192
NaN,NaN,unrelated,,Vergessen,2,1,5489.6204306,6166.2838001
0,1.65774360000069,,no flicker,Erinnern,1,2,5501.0281829,6350.0195563
NaN,NaN,,no flicker,Vergessen,2,2,5511.7249609,6119.7952824
NaN,NaN,unrelated,,Vergessen,2,1,5522.165297,6072.2851833
0,2.91775049999978,,no flicker,Vergessen,2,2,5532.3561443,6129.0118764
0,0.92765800000052,,no flicker,Erinnern,1,1,5542.5480682,6223.4601259
NaN,NaN,unrelated,,Vergessen,1,2,5553.3500942,6312.9797699
0,0.955131100000472,related,,Vergessen,1,2,5564.3008641,6294.0107957
0,2.1289268999999,unrelated,,Erinnern,1,1,5574.1079107,6176.7320856
1,1.17061000000012,,no flicker,Erinnern,1,1,5584.7729753,6102.7798805
0,1.6129019,,no flicker,Vergessen,1,2,5595.1079324,6275.8270417
NaN,NaN,unrelated,,Vergessen,1,1,5605.7241541,6404.3802003
0,1.66608369999994,,,Wissen,2,2,5616.4509812,6489.4354336
NaN,NaN,,no flicker,Vergessen,2,1,5627.8945169,6186.3704391
NaN,NaN,,no flicker,Erinnern,2,1,5639.0920381,6321.803496
NaN,NaN,,no flicker,Vergessen,2,1,5649.5083352,6061.8040192
NaN,NaN,unrelated,,,2,1,5659.7883245,6459.0679105
1,1.98362199999974,,no flicker,Wissen,1,2,5669.5808267,6093.035741
0,2.14364130000013,unrelated,,Erinnern,1,2,5679.9635243,6110.8445746
1,1.05813419999959,unrelated,,Erinnern,1,2,5690.459537,6387.8752541
1,1.1439578999998,,no flicker,Erinnern,1,1,5701.0674756,6395.5468215
1,0.693015700000615,unrelated,,Erinnern,1,1,5711.9235961,6258.4192082
NaN,NaN,,flicker seen,Vergessen,1,1,5721.7871703,6377.0232631
1,2.32656310000039,unrelated,,Erinnern,2,2,5731.6844055,6414.0353102
0,1.74470219999967,related,,Erinnern,2,2,5742.0446616,6422.5782605
NaN,NaN,unrelated,,Vergessen,2,2,5751.9959239,6479.6031944
NaN,NaN,,flicker seen,Vergessen,2,2,5762.3552698,6266.0998636
NaN,NaN,,no flicker,Vergessen,1,2,5772.1804181,6157.3953348
NaN,NaN,,no flicker,Vergessen,2,1,5782.5004671,6330.6435988
1,1.12698130000081,unrelated,,Wissen,1,1,5793.1317923,6449.9390984
1,1.68721189999997,,no flicker,Vergessen,1,1,5804.1077392,6250.2029852
NaN,NaN,,,Vergessen,2,2,5815.2357241,6230.9797969
NaN,NaN,,no flicker,Vergessen,2,2,5826.6629129,6303.1944996
NaN,NaN,,no flicker,Vergessen,2,1,5837.020254,6240.2354243
0,0.909391099999993,unrelated,,Erinnern,1,2,5848.8845391,6285.7235589
1,0.926954899999146,unrelated,,,1,1,5859.2603778,6367.4984707
NaN,NaN,,no flicker,Vergessen,1,1,5870.1246807,6340.2345467
1,1.48788030000014,,,Erinnern,1,1,5881.1554934,6083.5649629
NaN,NaN,unrelated,,Vergessen,1,2,5892.5710594,6440.2105429
0,1.16784449999977,unrelated,,Erinnern,2,1,5903.2684023,6470.1340014
0,0.525022499999977,related,,Erinnern,2,2,5912.923821,6432.5002859
1,1.57065440000042,unrelated,,Erinnern,1,2,5923.4924089,6195.7324087
NaN,NaN,unrelated,,Erinnern,2,1,5933.4427412,6051.7206196
NaN,NaN,,no flicker,Vergessen,2,2,5943.9876539,6358.7000758
