,65Hz_encoding,65Hz_retrieval,enc_onset,ret_onset,intercept,outlier
0,0.724585545318462,-1.0200805786116307,0.9871134872511337,-1.724810306973685,-1.9037843845502769,0.0
1,1.7547182984187841,-0.8843841205208314,0.600890345895246,-1.641176435266264,-1.9516166115929534,0.0
2,0.8513683060364209,0.31825340133116164,1.266265548622822,-2.308391241534621,-4.19069096773211,0.0
3,-0.3989786510423584,0.025476452177071562,3.05733515705635,-3.943830284829811,0.22143438157444653,0.0
4,1.4969764560929586,-0.35592000615944064,0.02368459847201068,-1.011231398441286,-2.422770134481635,0.0
5,-0.39220956842267807,0.9660733810464962,1.2178643565627612,-1.866835409300096,-2.5464341594541167,0.0
6,-1.1159389469200764,-2.5703822055365277,0.7651637326862459,-1.1569598868989281,0.5834424823020464,0.0
7,-1.7626916286110086,-0.587794560374893,1.7235092181956897,-2.0697672805137057,0.9796190247682894,0.0
8,0.587504195974526,1.4137601589288253,-0.1482886288480768,-0.32437567021287267,-2.112785533588061,0.0
9,0.48949475849629376,0.4622294004631903,0.41082541858275884,-1.7879306620408735,-3.675490154816909,0.0
10,-1.5180411611273386,0.0679964156025933,0.15874571103892723,-0.5578888003216056,0.3458624741235696,3.0
11,-1.3330590600096996,0.43936197847296954,2.141542666896485,-2.5668914109860013,-0.6549442919995682,0.0
12,2.065077928971187,-0.4836530957414302,1.748070664306924,-2.4150411039073614,-2.615539294562784,0.0
13,0.1034167277214725,1.419898979968829,0.2005045814494593,-1.0144631913149476,-2.9621521231044103,0.0
14,-0.8037999778826395,0.9199979199636122,-0.8833133819910752,0.33303014134552433,-1.585907448624793,0.0
15,0.8046371399658153,-0.8623035482753925,0.14438526204564103,-0.04144424409292215,0.3114151298609614,1.0
16,-0.7363245631911002,-0.9070601682282967,0.40550284485336124,-0.97117941474979,-0.3479376090957137,0.0
17,-0.4519622013610465,-0.047886051111130645,-0.05381715178301852,-0.8185374513035287,-1.394421762117447,0.0
18,1.2702878096273444,0.05828380947366276,0.21996171289636282,-1.049808061420838,-3.7002409169612687,0.0
19,-1.3000194975393418,-1.9856573481446629,2.0525403126939863,-2.7809492042578112,1.1329797795953207,0.0
20,-2.217953682972918,0.8905063975991978,2.642095082305831,-2.9633290208259973,-0.8493527395526953,0.0
21,-1.5482611155649633,-1.530647297556786,0.07661853083676473,-0.5896583930608292,-0.48901367997958106,0.0
22,-2.0555117803648013,-1.1242842124365189,-1.135275420884318,0.3384634421752189,0.6981342033710757,0.0
23,0.297185577234678,-0.12410103106624341,-1.035384793979717,0.24281846589805303,-1.3458273904095899,3.0
24,-0.0,0.0,0.0,-0.0,-0.0,2.0
25,0.08749888188718408,-0.586401853369818,0.1312569986256294,-0.6189092803899137,-0.472142143370218,0.0
26,-0.012491786553259896,0.6715485413373968,-0.9869038954897629,0.25137048526928174,-1.568901277402836,0.0
27,0.03683927195401167,0.427818429096504,-0.47217020734610704,-0.7282851126374976,-1.5522234699979,3.0
28,1.7209842202920442,-1.9522703255067309,1.5744601432620737,-2.2713366336519427,-0.34786888231846663,3.0
29,-0.23649164929220132,-0.052172705355553364,0.11194193422670155,-0.6594350253725012,-1.1099663784476603,3.0
30,0.16725927872269547,0.04890256758890893,1.7558790985833381,-2.3521035747220322,-2.091659637968008,0.0
31,-1.1334025024966887,1.2559628865331578,-0.6613702718132084,-0.021785959207080166,-0.9575948833238478,0.0
32,0.8457220687113011,-1.673942412803862,1.6983864851329844,-2.628922568793012,-1.1395061194123994,0.0
33,-1.0891420987339133,1.4018316495504668,1.9796062871356768,-3.205880626483989,-0.40715436351992945,0.0
34,0.4069850881015902,2.1050057745925104,1.055867665242627,-1.5972169774294454,-4.716568886402295,0.0
35,-0.8103276826940107,0.2664242301496772,-1.0332758182668778,0.7955869052612398,-1.260983884639319,0.0
