recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,1.09659979993012,unrelated,,Wissen,1,1,627820.0797531,628483.8739698
1,1.6490467999829,,no flicker,Erinnern,2,2,627830.6973678,628428.2331222
1,0.632655299967155,unrelated,,Wissen,1,2,627841.1299439,628564.6245147
1,1.04681740002707,related,,Wissen,2,1,627851.7542273,628468.9374467
0,2.68599979998544,unrelated,,Erinnern,2,2,627861.6019694,628444.4410539
0,1.06963109993376,,no flicker,Vergessen,1,1,627871.7939899,628571.8259117
0,1.86600469995756,,no flicker,Vergessen,2,2,627881.6170273,628537.4739628
1,0.712374299997464,,no flicker,Wissen,1,1,627891.4583746,628557.5138814
0,2.48994300002232,unrelated,,Vergessen,2,1,627901.2099874,628547.498428
1,1.2268409000244,unrelated,,Wissen,1,1,627911.3535201,628405.4332279
1,0.276619800017215,related,,Wissen,2,1,627921.1456755,628661.8744518
0,1.33446360006928,,no flicker,Erinnern,2,1,627931.2506444,628390.5214071
0,1.47217560000718,,no flicker,Erinnern,1,2,627940.5450142,628381.9861953
1,0.817246100050397,,no flicker,Vergessen,1,2,627950.4587612,628668.5694607
0,1.26815100002568,,no flicker,Vergessen,2,2,627960.2265915,628646.3051408
0,1.08707919996232,unrelated,,Erinnern,1,2,627970.0186763,628593.5602397
1,0.944479499943554,,no flicker,Wissen,1,1,627981.1618051,628601.5529976
1,1.46616040007211,unrelated,,Erinnern,1,2,627990.8659264,628690.7286928
1,0.618592699989676,unrelated,,Wissen,2,1,628000.2502229,628398.4571534
1,0.808708299999125,related,,Vergessen,2,2,628009.9455986,628683.4179375
0,0.994737199973315,,no flicker,Erinnern,2,1,628019.4097352,628373.2741376
1,0.990301500074565,,no flicker,Vergessen,2,2,628029.1864146,628507.6730746
1,0.689847699948587,,no flicker,Wissen,2,2,628038.5616883,628436.9464557
1,0.703233500011265,unrelated,,Wissen,2,1,628048.1138234,628723.5535225
1,0.822697299998254,related,,Wissen,1,1,628057.6171279,628366.0582644
0,1.58219659992028,,no flicker,Vergessen,1,2,628067.225897,628715.2739888
0,0.633816099958494,,no flicker,Vergessen,2,2,628076.7380305,628699.0004773
1,0.950207600020804,related,,Wissen,1,1,628086.2166728,628579.1682104
1,0.88646150007844,,no flicker,Wissen,1,2,628095.5540343,628357.8032291
1,0.97252579999622,unrelated,,Wissen,1,2,628105.1297664,628530.0090477
0,1.2487901999848,unrelated,,Wissen,2,1,628115.5137577,628654.2727597
0,0.817176599986851,,no flicker,Vergessen,1,1,628125.6095804,628623.8412508
0,1.07030140003189,,no flicker,Vergessen,2,2,628135.2184332,628675.8969762
0,2.9262687000446,,no flicker,Erinnern,1,1,628145.3214708,628491.2403844
1,0.638668900006451,related,,Wissen,2,2,628154.8343936,628708.0249653
1,0.546782299992628,,no flicker,Erinnern,1,2,628164.2258183,628639.2975157
0,0.93244930007495,,no flicker,Erinnern,2,1,628173.5133243,628500.3779156
1,1.62164469994605,unrelated,,Erinnern,1,2,628183.3856312,628453.4581009
0,1.05600639991462,unrelated,,Erinnern,2,2,628192.7622109,628413.1618572
1,1.05656239995733,unrelated,,Wissen,1,1,628202.5296947,628515.4421403
1,0.848050500033423,,flicker seen,Wissen,1,1,628212.481595,628522.8572745
1,0.843763799988665,,no flicker,Erinnern,1,2,628222.457447,628476.5935767
1,0.461117100086994,unrelated,,Wissen,2,2,628232.2975003,628586.8259263
0,1.15303049993236,,no flicker,Vergessen,2,1,628241.9847537,628616.2650061
1,0.792840200010687,related,,Wissen,1,1,628251.7061479,628609.0809486
1,0.757074199966155,unrelated,,Wissen,1,2,628261.161989,628420.9388057
1,1.99667849997059,,no flicker,Wissen,2,1,628270.6653222,628631.0251022
0,0.966843500034884,unrelated,,Erinnern,2,1,628280.1692518,628461.6173312
1,1.08130740001798,unrelated,,Erinnern,1,2,628789.6031783,629431.5845067
1,1.99425400001928,,no flicker,Wissen,2,2,628800.9366715,629460.2022825
0,0.391292699961923,unrelated,,Erinnern,2,1,628811.3858114,629610.6664626
0,1.10700150008779,unrelated,,Erinnern,2,1,628821.5538043,629318.968336
1,1.20696529990528,,no flicker,Vergessen,2,1,628831.6888164,629602.8960695
1,0.354210400022566,,no flicker,Wissen,2,2,628841.5527998,629575.1368411
1,0.348508700029925,,no flicker,Wissen,2,2,628852.0807061,629561.0482242
1,0.444912100094371,unrelated,,Wissen,2,1,628861.784848,629394.8320214
1,0.31218559993431,,no flicker,Wissen,1,1,628871.4809181,629531.3593141
1,0.296652300050482,unrelated,,Wissen,1,1,628881.0178392,629639.4810202
0,1.00744279997889,,no flicker,Wissen,1,2,628890.7131437,629567.7917275
0,0.283841699943878,unrelated,,Erinnern,2,2,628900.0648062,629589.6717721
1,1.03549420007039,,no flicker,Erinnern,1,1,628909.7286971,629387.0970544
1,0.85169619997032,,no flicker,Wissen,1,2,628919.0893617,629489.2485257
1,0.718445900012739,unrelated,,Vergessen,1,1,628928.3858438,629523.8640901
1,0.456601300043985,unrelated,,Wissen,1,2,628937.8497469,629496.5044401
0,1.39855599997099,unrelated,,Erinnern,2,1,628947.3131004,629401.68839
0,1.41661219997332,unrelated,,Vergessen,1,2,628957.0496124,629631.5455119
1,1.3764516999945,,no flicker,Erinnern,1,2,628966.561603,629646.0571989
1,0.922514000092633,unrelated,,Erinnern,1,1,628976.2003062,629356.2092302
1,0.994929900043644,,no flicker,Wissen,1,1,628985.7050048,629341.6000005
1,0.943368499982171,,no flicker,Erinnern,1,2,628995.2091796,629468.7691226
0,2.70187939994503,unrelated,,Erinnern,1,1,629004.8487891,629377.7048432
1,0.369612000067718,unrelated,,Wissen,1,1,629014.464859,629370.8243784
1,0.522544900071807,,no flicker,Erinnern,2,1,629025.0089555,629509.943977
0,0.900166799896397,,no flicker,Erinnern,1,2,629034.4485955,629582.015302
1,0.468141600023955,,no flicker,Wissen,2,2,629043.9869135,629312.1611404
0,1.01823769998737,unrelated,,Vergessen,2,1,629054.0010331,629617.2722581
1,0.880593499983661,unrelated,,Wissen,2,2,629064.3846406,629304.8582338
1,0.627347299945541,,no flicker,Wissen,2,1,629073.6893458,629516.8962117
1,0.306173000019044,,no flicker,Wissen,2,2,629083.6002313,629503.3604678
1,0.890201499918476,unrelated,,Wissen,2,2,629093.0556767,629424.3762174
1,0.22654830000829,unrelated,,Wissen,2,1,629102.7525712,629476.1124482
1,0.800613800063729,,no flicker,Wissen,1,2,629112.4884549,629326.4812728
1,0.831519200000912,unrelated,,Wissen,2,2,629121.8010463,629409.4563615
1,0.334956700098701,,no flicker,Wissen,2,2,629131.1048339,629482.5675103
1,0.947363299899735,,no flicker,Erinnern,2,2,629140.5135473,629546.560902
1,0.309896400081925,,no flicker,Wissen,2,2,629150.2002935,629453.4885032
1,0.34567089995835,unrelated,,Wissen,1,2,629159.3762455,629624.7130712
0,0.938758799922653,unrelated,,Vergessen,1,1,629168.7206161,629416.6807154
0,0.95149260002654,unrelated,,Vergessen,2,1,629178.0486687,629538.0239711
1,0.859478899976239,,no flicker,Wissen,1,1,629187.6334598,629439.1124311
1,0.754034399986267,,no flicker,Erinnern,1,1,629196.8963844,629363.5201181
1,0.259331800043583,related,,Wissen,1,2,629206.4085612,629596.3123476
1,0.691781800007448,,no flicker,Wissen,1,1,629215.761241,629446.4812903
0,0.521172199980356,,no flicker,Erinnern,2,1,629224.9444921,629554.1532546
1,0.538594500045292,unrelated,,Wissen,2,1,629234.4317811,629349.0173075
0,1.38570410001557,unrelated,,Erinnern,1,2,629244.2237436,629333.5760992
1,0.528414999949746,unrelated,,Erinnern,1,2,629740.6133443,630559.2234804
1,0.307053900090978,,no flicker,Wissen,1,2,629751.3288386,630297.4874183
1,1.0481895999983,,no flicker,Erinnern,2,2,629761.1911408,630283.4482507
1,0.407574500073679,unrelated,,Wissen,1,2,629770.5834082,630401.5598342
1,0.305147800012492,,no flicker,Wissen,1,1,629780.0643156,630346.5449462
1,1.05413619999308,,no flicker,Wissen,2,2,629789.4883953,630256.1994343
0,0.333729999954812,unrelated,,Erinnern,2,2,629798.8887115,630579.3601414
1,0.568539700005203,unrelated,,Erinnern,1,2,629808.3686015,630449.43235
1,0.480766499997117,unrelated,,Wissen,1,1,629817.8476233,630532.455389
1,0.189804000081494,unrelated,,Wissen,2,1,629827.2231973,630476.0482979
1,0.341552100027911,,no flicker,Wissen,1,1,629836.5911002,630386.3764549
1,0.304539300035685,unrelated,,Wissen,2,1,629845.8150952,630566.1591966
1,0.2461415999569,,no flicker,Wissen,2,1,629855.5440191,630489.1030178
1,0.35232740000356,,no flicker,Erinnern,2,2,629864.8004127,630353.111792
1,0.300339900073595,,no flicker,Wissen,1,1,629874.4004665,630290.8235195
1,0.285551799926907,unrelated,,Wissen,2,1,629883.5600698,630429.6723551
1,0.404992499970831,unrelated,,Wissen,1,2,629893.0396845,630504.02418
1,2.32268470001873,,no flicker,Erinnern,1,1,629902.5195675,630311.1675552
1,0.516514900024049,unrelated,,Wissen,1,1,629911.8552764,630332.8238965
0,0.267389300046489,,no flicker,Wissen,1,1,629921.5278463,630510.8308342
1,0.377838400076143,unrelated,,Wissen,1,2,629930.8963737,630304.4713748
1,0.51061130000744,unrelated,,Wissen,2,1,629940.4157764,630263.5205806
1,0.183426099945791,,no flicker,Wissen,1,2,629949.8567659,630469.535585
1,0.247428599977866,unrelated,,Wissen,1,1,629959.3362085,630456.4313566
1,0.559993500006385,unrelated,,Erinnern,2,2,629968.5689746,630379.3834174
1,0.302215800038539,,no flicker,Wissen,2,2,629978.1041379,630482.632167
1,0.207861499977298,,no flicker,Wissen,2,1,629987.775602,630277.0566614
0,1.74452720000409,,no flicker,Vergessen,2,1,629996.9926318,630415.0793479
0,0.27829779998865,,no flicker,Wissen,1,2,630006.2799692,630572.8304188
0,0.951541399932466,,no flicker,Erinnern,2,2,630015.5748812,630517.3911721
1,0.195131500018761,unrelated,,Wissen,2,1,630024.8407391,630372.9427327
1,0.388305900036357,unrelated,,Wissen,2,2,630034.6635373,630408.2722625
0,0.514845300000161,unrelated,,Wissen,2,2,630044.0795482,630545.9191074
1,0.298664000001736,unrelated,,Wissen,1,2,630054.0562728,630436.3514579
0,1.6949354999233,,no flicker,Vergessen,1,1,630063.8549597,630495.6475184
1,0.319222000078298,unrelated,,Wissen,2,2,630073.87956,630326.1842652
1,0.285499099991284,unrelated,,Wissen,1,2,630083.9451135,630423.1114804
1,0.234480799990706,,no flicker,Wissen,2,1,630093.3356341,630442.8564171
1,0.232696800027043,,no flicker,Wissen,2,1,630102.800302,630539.3683811
0,0.493808800005354,unrelated,,Erinnern,2,1,630112.0079918,630339.7437961
1,0.266449699993245,unrelated,,Wissen,2,2,630121.3925707,630270.4644929
1,0.302566099911928,,no flicker,Wissen,2,2,630130.9515632,630366.3842804
1,0.380360199953429,,no flicker,Wissen,1,2,630140.4793499,630359.6561775
1,1.84811460005585,unrelated,,Wissen,1,1,630149.8002494,630393.0069008
1,0.242728400044143,,no flicker,Wissen,1,1,630158.927715,630552.7914464
1,0.826291300007142,,no flicker,Wissen,1,2,630168.3202652,630525.2463522
0,0.402179300086573,unrelated,,Erinnern,1,1,630177.8476567,630462.9193677
1,0.21606490004342,,no flicker,Wissen,2,1,630187.3198451,630319.6882827
