recalled,rt,semantics,flicker,confidence,enc_freq,ret_freq,enc_onset,ret_onset
NaN,NaN,,no flicker,Vergessen,2,1,3733.5230974,4543.0102004
NaN,NaN,unrelated,,Erinnern,1,1,3744.02851,4341.2519922
0,1.61330790000011,unrelated,,,2,1,3755.7562435,4481.2586636
NaN,NaN,,no flicker,Wissen,1,2,3766.029116,4640.1710707
NaN,NaN,,no flicker,Erinnern,1,1,3776.2452914,4283.8761705
0,0.746865799999796,unrelated,,Wissen,1,2,3786.244525,4526.4102246
NaN,NaN,,flicker seen,Wissen,2,1,3796.1570853,4498.5879468
NaN,NaN,,no flicker,Wissen,1,1,3805.8525818,4649.4835369
NaN,NaN,unrelated,,Wissen,2,1,3816.1079513,4613.2276917
NaN,NaN,unrelated,,Erinnern,1,2,3826.0287833,4272.8145961
NaN,NaN,unrelated,,Erinnern,2,2,3835.9564294,4631.2676077
NaN,NaN,unrelated,,Wissen,1,1,3845.7411813,4622.2509682
NaN,NaN,,flicker seen,Wissen,1,2,3855.6447759,4453.9872906
NaN,NaN,unrelated,,Erinnern,2,2,3865.3963102,4435.4190137
NaN,NaN,,flicker seen,Erinnern,2,2,3875.3158798,4425.9153111
NaN,NaN,,no flicker,Erinnern,2,2,3884.853044,4303.6443265
NaN,NaN,,no flicker,Wissen,1,2,3894.2443908,4681.235432
NaN,NaN,unrelated,,Erinnern,1,1,3904.0372386,4388.3547647
NaN,NaN,unrelated,,Erinnern,1,1,3913.9649648,4322.8354931
NaN,NaN,,flicker seen,Wissen,2,2,3924.7398817,4690.419541
NaN,NaN,,no flicker,Erinnern,2,1,3934.3966515,4444.699581
NaN,NaN,,flicker seen,Vergessen,1,1,3944.3237669,4416.1391851
NaN,NaN,unrelated,,Wissen,1,2,3954.2282041,4571.755565
0,0.280319800000143,unrelated,,Wissen,2,1,3964.5325134,4491.4480945
NaN,NaN,unrelated,,Erinnern,2,1,3974.2278771,4406.9555507
NaN,NaN,unrelated,,Vergessen,1,2,3984.7567672,4658.8107576
NaN,NaN,,no flicker,Erinnern,1,2,3995.563688,4397.6838095
NaN,NaN,,no flicker,Wissen,1,1,4005.5724526,4604.1149102
NaN,NaN,,no flicker,Erinnern,2,1,4015.9723601,4332.1958687
NaN,NaN,,no flicker,Vergessen,2,2,4025.7412251,4312.7479647
NaN,NaN,unrelated,,Vergessen,2,2,4035.4765759,4717.3710016
NaN,NaN,related,,Wissen,2,2,4045.7409191,4552.2517768
NaN,NaN,unrelated,,Erinnern,2,1,4056.9408104,4293.8273107
NaN,NaN,,flicker seen,Vergessen,2,1,4066.795598,4369.4519999
NaN,NaN,unrelated,,Vergessen,1,1,4076.4204483,4561.7071135
NaN,NaN,,flicker seen,Erinnern,1,2,4086.364028,4360.0591696
NaN,NaN,,flicker seen,Wissen,1,1,4096.0997363,4508.0108975
NaN,NaN,unrelated,,Wissen,2,2,4105.723577,4463.0035814
NaN,NaN,unrelated,,Erinnern,1,2,4116.0997735,4378.883985
NaN,NaN,,no flicker,Erinnern,2,2,4125.7156148,4582.2598001
NaN,NaN,related,,Vergessen,1,2,4135.3639989,4593.6835841
NaN,NaN,,no flicker,Erinnern,2,2,4146.0126964,4350.3311596
NaN,NaN,unrelated,,Wissen,2,1,4155.8352844,4533.8429845
NaN,NaN,,flicker seen,Erinnern,1,1,4165.5873341,4670.1556596
NaN,NaN,,no flicker,Vergessen,2,2,4175.3485372,4708.4597012
NaN,NaN,related,,Erinnern,2,1,4184.9473655,4699.5075846
NaN,NaN,,flicker seen,Wissen,1,2,4194.6113527,4472.227489
NaN,NaN,unrelated,,Wissen,1,1,4204.1643164,4517.099298
0,0.369329000000107,,flicker seen,Erinnern,1,2,4734.7635167,5531.5217788
NaN,NaN,unrelated,,Vergessen,1,1,4744.4277094,5562.4490031
0,0.634186400000544,,no flicker,Erinnern,1,1,4754.275528,5428.3063852
0,1.41640259999986,,no flicker,Erinnern,2,1,4763.7231481,5496.8747539
0,0.727329999999711,,no flicker,Vergessen,2,2,4773.1705527,5634.8825021
0,0.18776920000073,unrelated,,Vergessen,1,2,4782.9635915,5490.258711
0,0.337032499999623,,flicker seen,Erinnern,1,2,4792.699636,5591.1376056
0,0.707912599999872,unrelated,,Erinnern,2,2,4802.1226524,5627.570115
NaN,NaN,unrelated,,Wissen,2,2,4811.7953298,5335.5549538
0,0.504024200000458,,no flicker,Erinnern,2,2,4821.4271283,5598.6409437
NaN,NaN,unrelated,,Erinnern,2,1,4830.9305523,5344.425905
0,0.660223099999712,unrelated,,Erinnern,1,1,4841.082638,5504.5544237
NaN,NaN,related,,Wissen,2,1,4850.6265625,5317.5066303
1,0.331827899999553,unrelated,,Vergessen,1,2,4860.5708783,5462.9850136
0,0.618599999999788,,no flicker,Vergessen,2,1,4871.1943875,5449.3141914
0,0.444000499999675,,flicker seen,Vergessen,1,1,4880.6824884,5571.3864121
NaN,NaN,unrelated,,Vergessen,1,1,4890.2911253,5372.0176671
1,0.399662600000738,,flicker seen,Erinnern,1,2,4899.9465741,5483.4738419
1,0.37269600000036,,flicker seen,Wissen,2,1,4909.8989259,5476.8667151
1,0.576351400000021,unrelated,,Vergessen,1,1,4919.5946049,5612.3933732
1,0.384886199999528,,flicker seen,Erinnern,2,2,4930.1065801,5421.4580712
