screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,438762.5987759
1,1,3,438767.5003203
1,1,2,438771.5416875
0,0,4,438775.3822232
0,0,4,438779.1666926
1,1,3,438782.8621097
1,1,2,438786.6367665
1,0,1,438790.5897431
1,1,3,438794.4528212
1,1,2,438798.3968421
1,0,1,438802.3244196
1,0,1,438806.0684435
1,1,2,438809.8039333
0,0,4,438813.3245403
1,1,3,438817.0122926
0,0,4,438820.6927523
1,0,1,438824.4678765
0,0,4,438828.1566305
1,0,1,438832.1798052
1,1,3,438836.2363605
1,1,3,438839.9087008
1,1,2,438843.517316
1,1,2,438847.2445256
0,0,4,438851.1558501
1,0,1,438854.9095958
0,0,4,438858.7492377
1,1,2,438862.5643597
1,0,1,438866.3731746
0,0,4,438870.2205643
1,1,2,438874.0444975
1,1,3,438877.7891422
1,1,3,438881.5002045
1,1,2,438885.1722181
0,0,4,438888.8772814
1,1,2,438892.6363269
1,1,3,438896.4434825
1,0,1,438900.2356283
0,0,4,438903.8037079
1,0,1,438907.5803574
1,1,3,438911.5317291
0,0,4,438922.3311772
1,1,2,438926.1646746
0,0,4,438930.0768624
1,0,1,438933.9475413
1,1,3,438937.7641556
1,0,1,438941.6695851
1,1,3,438945.3405569
1,1,2,438949.1484569
0,0,4,438952.7239917
1,1,3,438956.5246438
1,0,1,438960.5240267
1,0,1,438964.1654999
0,0,4,438968.0370942
1,1,3,438971.7652671
1,1,2,438975.7161092
1,1,2,438979.3571482
1,1,2,438983.0610176
1,0,1,438986.6922868
0,0,4,438990.5482691
1,1,3,438994.3714367
0,0,4,438998.1483078
1,1,3,439001.6208526
1,0,1,439005.2050254
1,1,2,439008.96405
1,1,3,439013.8121008
1,1,3,439017.4844711
0,0,4,439021.1322532
1,0,1,439024.877093
1,1,2,439028.7730035
0,0,4,439032.8285851
1,1,2,439036.5809853
1,0,1,439040.3395269
1,0,1,439044.0357059
1,1,3,439047.8286532
1,1,3,439051.6521776
1,1,2,439055.4848799
1,1,2,439059.1322093
0,0,4,439062.8601167
0,0,4,439066.5721751
1,0,1,439070.1327911
1,1,2,439080.6601921
1,0,1,439084.4524294
1,1,3,439088.1793222
1,1,2,439091.9245388
1,1,3,439095.5240848
1,0,1,439099.3400335
0,0,4,439103.2128779
0,0,4,439106.9084017
0,0,4,439111.0678018
1,1,2,439114.85263
0,0,4,439118.428692
1,0,1,439122.1164626
1,0,1,439125.9794921
1,1,3,439129.5961959
1,1,2,439133.2121093
1,1,3,439136.6512236
0,0,4,439140.3809824
1,0,1,439144.7321036
1,1,3,439148.6528827
1,1,3,439152.2120789
1,0,1,439155.8769099
1,1,2,439159.7645279
0,0,4,439163.2921576
1,1,2,439167.0530919
1,0,1,439171.0690512
1,1,3,439174.7980664
1,0,1,439178.5480674
0,0,4,439182.2769805
0,0,4,439186.4607362
1,1,2,439190.180458
1,1,3,439193.8682049
1,1,2,439197.5719629
1,0,1,439201.6284023
1,1,2,439205.5314308
1,1,3,439209.2278769
0,0,4,439212.828241
1,0,1,439216.5728841
1,1,2,439220.3152276
0,0,4,439224.0846002
1,1,3,439227.8602372
