screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,448981.3796662
1,1,3,448986.1800886
1,1,2,448990.916644
0,0,4,448994.924129
0,0,4,448998.8959923
1,1,3,449002.6937311
1,1,2,449006.6690732
1,0,1,449010.6436943
1,1,3,449014.6440912
1,1,2,449018.532116
1,0,1,449022.4688709
1,0,1,449026.1718945
1,1,2,449030.0850302
0,0,4,449033.6271601
1,1,3,449037.2682184
0,0,4,449041.3485907
1,0,1,449045.4202538
0,0,4,449049.2600416
1,0,1,449052.9473788
1,1,3,449056.459841
1,1,3,449060.1406615
1,1,2,449063.9158271
1,1,2,449067.5311392
0,0,4,449071.2520235
1,0,1,449075.8759064
0,0,4,449079.756736
1,1,2,449083.4207012
1,0,1,449087.37154
0,0,4,449091.4834976
1,1,2,449095.3801296
1,1,3,449099.0919101
1,1,3,449102.6838769
1,1,2,449106.2051835
0,0,4,449109.7078041
1,1,2,449113.5558256
1,1,3,449117.0917167
1,0,1,449120.7078545
0,0,4,449124.3799551
1,0,1,449128.067972
1,1,3,449131.5485093
0,0,4,449142.4551892
1,1,2,449146.3407772
0,0,4,449150.0917085
1,0,1,449153.8927694
1,1,3,449157.4205781
1,0,1,449161.2286003
1,1,3,449165.4917766
1,1,2,449169.4118465
0,0,4,449173.2201059
1,1,3,449176.7961136
1,0,1,449181.1803713
1,0,1,449184.6367206
0,0,4,449188.4041025
1,1,3,449191.9152646
1,1,2,449195.420533
1,1,2,449199.4438426
1,1,2,449203.1797143
1,0,1,449206.7476945
0,0,4,449212.0990726
1,1,3,449215.8766122
0,0,4,449219.7078137
1,0,3,449223.2109415
1,0,1,449226.867913
1,1,2,449230.5484967
1,1,3,449234.1077403
1,1,3,449237.772684
0,0,4,449241.3647032
1,0,1,449245.0038845
1,1,2,449248.4993672
0,0,4,449251.9165441
1,1,2,449255.4197334
1,0,1,449259.2029668
1,0,1,449262.8595237
1,1,3,449266.4763311
1,1,3,449270.0678752
1,1,2,449273.6282722
1,1,2,449277.2916309
0,0,4,449280.7716194
0,0,4,449284.6118198
1,0,1,449288.2200877
1,1,2,449298.1906567
1,0,1,449301.7880489
1,1,3,449305.4038864
1,1,2,449309.0759124
1,1,3,449312.9633943
1,0,1,449316.6596442
0,0,4,449320.212359
0,0,4,449324.0123514
0,0,4,449328.0755711
1,0,2,449332.2201918
0,0,4,449335.9960182
1,0,1,449339.7958978
1,0,1,449343.5148322
1,1,3,449347.3880535
1,1,2,449351.1391134
1,1,3,449354.9003608
0,0,4,449358.4432982
1,0,1,449362.0365816
1,1,3,449365.7002479
1,1,3,449369.1237056
1,0,1,449372.6528716
1,1,2,449376.66845
0,0,4,449380.1726385
1,0,2,449383.8436019
1,0,1,449387.3239292
1,1,3,449391.1717814
1,0,1,449394.7468926
0,0,4,449399.1957531
0,0,4,449403.4514515
1,1,2,449406.9084554
1,1,3,449410.5715467
1,1,2,449414.3240604
1,0,1,449417.7635216
1,1,2,449421.2676786
1,1,3,449424.7716067
0,0,4,449428.4765841
1,0,1,449432.0199611
1,1,2,449435.628293
0,0,4,449439.1884431
1,1,3,449442.8283804
