screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,NaN,1,608642.0777352
1,1,3,608647.8224816
1,1,2,608651.6347734
0,0,4,608655.2660765
0,0,4,608658.8198002
1,1,3,608662.3389164
1,1,2,608665.8025094
1,0,1,608669.2821643
1,1,3,608672.833834
1,1,2,608676.4420382
1,0,1,608679.9628878
1,0,1,608683.5072738
1,1,2,608687.1470578
0,0,4,608690.6429947
1,1,3,608694.3547042
0,0,4,608697.7547713
1,0,1,608701.290539
0,0,4,608704.7312262
1,0,1,608708.0333174
1,1,3,608711.4588647
1,1,3,608714.9302549
1,1,2,608718.2014879
1,1,2,608721.6983742
0,0,4,608725.12227
1,0,1,608728.5857327
0,0,4,608732.010317
1,1,2,608735.3790364
1,0,1,608738.7632447
0,0,4,608742.2751214
1,1,2,608745.5621326
1,1,3,608748.9463695
1,1,3,608752.3385923
1,1,2,608755.7294419
0,0,4,608759.1618063
1,1,2,608762.5387779
1,1,3,608765.9541049
1,0,1,608769.378185
0,0,4,608772.7626937
1,0,1,608776.3701494
1,1,3,608779.6661109
0,0,4,608790.6855855
1,1,2,608794.4664099
0,0,4,608797.9223304
1,0,1,608801.2985971
1,1,3,608804.6901339
1,0,1,608808.0980541
1,1,3,608811.4193473
1,1,2,608814.730546
0,0,4,608817.9861012
1,1,3,608821.2504938
1,0,1,608824.6985075
1,0,1,608828.3147046
0,0,4,608831.8342615
1,1,3,608835.2826135
1,1,2,608838.6581011
1,1,2,608842.0902251
1,1,2,608845.4592424
1,0,1,608848.7946219
0,0,4,608852.1625587
1,1,3,608855.5059884
0,0,4,608858.8745286
1,1,3,608862.2907556
1,0,1,608865.7465029
1,1,2,608869.0639802
1,1,3,608872.5462354
1,1,3,608875.8923771
0,0,4,608879.1785563
1,0,1,608882.6984896
1,1,2,608886.2425702
0,0,4,608889.4903053
1,1,2,608892.8985743
1,0,1,608896.2582063
1,0,1,608899.714706
1,1,3,608903.2676851
1,1,3,608906.826502
1,1,2,608910.110375
1,1,2,608913.5550296
0,0,4,608917.0824433
0,0,4,608920.3947144
1,0,1,608923.5653993
1,1,2,608933.4730924
1,0,1,608937.153436
1,1,3,608940.6015072
1,1,2,608944.1620483
1,1,3,608947.674587
1,0,1,608951.1945083
0,0,4,608954.6904487
0,0,4,608958.1473695
0,0,4,608961.753575
1,1,2,608965.298677
0,0,4,608968.7455802
1,0,1,608972.2824821
1,0,1,608975.9147548
1,1,3,608979.5704692
1,1,2,608983.3548504
1,1,3,608986.7863631
0,0,4,608990.2587031
1,0,1,608994.1626352
1,1,3,608997.6592065
1,1,3,609001.3379125
1,0,1,609004.786286
1,1,2,609008.3778922
0,0,4,609011.7379234
1,1,2,609015.5061358
1,0,1,609018.8829976
1,1,3,609023.1383246
1,0,1,609026.6033461
0,0,4,609030.0511225
0,0,4,609033.7463034
1,1,2,609037.1470197
1,1,3,609040.6896572
1,1,2,609044.0424164
1,0,1,609047.268634
1,1,2,609050.5457475
1,1,3,609053.8503757
0,0,4,609057.193733
1,0,1,609060.6662339
1,1,2,609064.0828633
0,0,4,609067.6025562
1,1,3,609071.1397
