recalled,rt,semantics,confidence,enc_freq,ret_freq,enc_onset,ret_onset
NaN,NaN,unrelated,Vergessen,4,2,604527.0839006,605645.0182507
1,2.42717789998278,unrelated,Wissen,3,3,604539.1715022,605792.234406
NaN,NaN,unrelated,Vergessen,2,2,604550.4952609,605616.2088691
1,0.958210800075904,unrelated,Erinnern,1,3,604561.7289753,605825.765653
NaN,NaN,unrelated,Vergessen,4,4,604572.6064925,605497.5414264
1,2.36990419996437,unrelated,Wissen,4,1,604582.8659867,605568.2513496
1,0.638090299908072,unrelated,Wissen,2,3,604593.9293715,605861.6458261
1,1.14332940010354,unrelated,Erinnern,3,3,604604.0425449,605402.8682533
1,1.43595620000269,unrelated,Erinnern,3,1,604614.9134587,605460.3948598
1,2.23035239998717,unrelated,Erinnern,3,4,604626.5401371,605383.295576
0,1.65122999995947,unrelated,Wissen,2,2,604637.4357462,605336.0168043
0,0.841057699988596,related,Vergessen,3,1,604648.0181713,605560.5498312
NaN,NaN,unrelated,Vergessen,1,4,604658.3201448,605392.7281126
NaN,NaN,unrelated,Vergessen,1,4,604668.4087312,605411.1476262
NaN,NaN,unrelated,Vergessen,4,4,604678.4887548,605363.9224053
1,0.820401799981482,unrelated,Erinnern,2,1,604689.5911963,605733.2228451
0,0.513697399990633,unrelated,Vergessen,3,2,604700.0693131,605690.3268915
1,0.787881599972025,unrelated,Erinnern,3,1,604711.5219164,605507.5117244
0,2.1633386000758,unrelated,Wissen,4,2,604721.5536533,605833.2012211
NaN,NaN,unrelated,Vergessen,2,2,604732.6563841,605534.5315786
NaN,NaN,unrelated,Vergessen,3,2,604742.5143291,605626.2576338
NaN,NaN,related,Vergessen,1,3,604752.6935535,605578.3287541
1,2.25674420001451,unrelated,Erinnern,2,4,604764.0785808,605345.5228359
0,2.83489300007932,unrelated,Vergessen,4,3,604774.5839801,605431.3038354
0,0.6451509000035,unrelated,Wissen,1,1,604784.6562951,605588.5978146
1,2.05544769996777,unrelated,Wissen,3,3,604794.8603387,605842.7836896
1,0.754698199918494,unrelated,Erinnern,4,1,604806.4888614,605777.0734568
1,0.758839500020258,related,Erinnern,3,3,604816.6199984,605769.5821786
0,2.67524849995971,unrelated,Vergessen,3,1,604828.9011588,605514.8366384
NaN,NaN,related,Vergessen,2,1,604839.2257854,605597.7034039
NaN,NaN,related,Vergessen,4,3,604851.1231408,605450.5292601
NaN,NaN,unrelated,Vergessen,2,3,604860.7016571,605421.6128084
NaN,NaN,unrelated,Vergessen,3,4,604870.5802478,605487.7204761
0,2.21250870008953,unrelated,Vergessen,3,2,604881.7782588,605697.5128135
1,1.50242779997643,unrelated,Erinnern,2,3,604892.6107566,605355.1738375
0,2.30702069995459,unrelated,Vergessen,1,3,604903.6695552,605672.2835048
0,2.47461280005518,unrelated,Wissen,2,1,604914.1258756,605741.6423054
NaN,NaN,related,Vergessen,1,2,604924.3104765,605606.9709222
0,2.48858240002301,related,Vergessen,2,4,604935.980748,605723.4581115
NaN,NaN,unrelated,Vergessen,1,3,604945.7723689,605714.134748
NaN,NaN,unrelated,Vergessen,1,1,604956.1418644,605303.1506605
1,1.34633510001004,unrelated,Erinnern,4,4,604967.5790422,605682.4834891
NaN,NaN,unrelated,Vergessen,3,2,604977.2798309,605325.0494358
NaN,NaN,,Vergessen,3,4,604987.3047156,605524.7054468
1,1.04533550003543,related,Erinnern,4,1,604999.1634721,605544.2448891
0,2.4572403000202,unrelated,Vergessen,4,1,605008.6015445,605314.140053
1,0.958862600033171,unrelated,Erinnern,4,4,605018.482853,605752.3854984
0,1.97921979997773,,Vergessen,1,2,605028.2232446,605760.1772891
NaN,NaN,unrelated,Vergessen,1,4,605039.9722979,605852.7363814
0,1.57896040007472,unrelated,Vergessen,1,4,605049.7987414,605552.2130574
0,0.65233980002813,unrelated,Erinnern,1,2,605059.9309071,605664.8788798
0,0.433751699980348,unrelated,Vergessen,1,1,605069.4277344,605818.8654604
NaN,NaN,unrelated,Vergessen,2,3,605079.2916788,605635.292425
1,1.24384060001466,unrelated,Erinnern,2,2,605089.7068768,605374.648678
NaN,NaN,unrelated,Erinnern,4,3,605101.5744864,605294.1930581
0,1.53279700002167,unrelated,Vergessen,4,3,605111.0729622,605802.5360878
1,2.07863090001047,related,Erinnern,2,4,605121.2268624,605468.8669643
0,1.10946760000661,unrelated,Vergessen,4,2,605130.8686932,605810.4835144
0,1.50278300000355,unrelated,Vergessen,2,1,605140.9790054,605441.4052276
NaN,NaN,unrelated,Vergessen,3,4,605151.7755632,605654.113135
1,2.24099860002752,unrelated,Erinnern,4,2,605163.2506349,605283.7594877
1,1.12079820001964,unrelated,Erinnern,1,1,605173.6328892,605706.0304038
NaN,NaN,related,Vergessen,1,2,605183.3429935,605477.8941779
1,0.577649699989706,unrelated,Erinnern,2,4,605192.8730713,605784.2758071
0,2.29577409999911,related,Vergessen,2,4,605917.6270833,607199.1845103
1,1.61056289996486,unrelated,Vergessen,1,4,605929.4019829,606862.6970887
1,1.53291670000181,related,Erinnern,3,1,605939.5335668,606754.4338379
0,2.69738150003832,related,Wissen,4,1,605949.3306534,606942.0723055
1,1.88243260001764,unrelated,Vergessen,1,4,605959.4681968,606922.6891839
1,2.72856610000599,unrelated,Vergessen,3,1,605969.4232182,607125.9034866
1,0.510314899962395,unrelated,Erinnern,3,3,605979.3332311,606952.2204866
1,1.60688860004302,unrelated,Erinnern,2,3,605988.9367952,607076.6489168
0,1.92776860005688,unrelated,Vergessen,2,1,605999.653123,606966.0190238
1,2.45692589995451,unrelated,,3,4,606009.7827805,606665.7235688
0,0.993233900051564,unrelated,Erinnern,3,1,606019.724154,607085.1753885
1,1.50913459993899,unrelated,Vergessen,4,2,606029.753506,607004.5627014
0,2.82400440005586,unrelated,Vergessen,4,2,606040.0488782,606880.663767
1,0.687600300065242,unrelated,Erinnern,4,1,606050.4006035,607092.7417158
0,1.35279389994685,unrelated,Vergessen,1,2,606059.8966755,606837.3220298
1,1.92905249993782,unrelated,Wissen,3,4,606070.0508924,606743.9991056
1,0.463651600060984,unrelated,Wissen,1,3,606080.3540162,606845.0956375
