screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,6233.3815496
1,1,3,6239.1432833
1,1,2,6242.8394966
0,0,4,6246.4414653
0,0,4,6250.0347124
1,1,3,6253.6579536
1,1,2,6257.2723063
1,0,1,6260.8325029
1,1,3,6264.6634692
1,1,2,6268.3923913
1,0,1,6272.1437994
1,0,1,6275.7127917
1,1,2,6279.415733
0,0,4,6283.2788691
1,1,3,6287.4561293
0,0,4,6291.3834101
1,0,1,6295.6081636
0,0,4,6299.1194486
1,0,1,6302.6075485
1,1,3,6306.0880025
1,1,3,6309.9125965
1,1,2,6313.6158231
1,1,2,6317.3117142
0,0,4,6320.87139
1,0,1,6324.5204668
0,0,4,6328.1671941
1,1,2,6331.7432741
1,0,1,6335.4714927
0,0,4,6339.9274799
1,1,2,6343.5594573
1,1,3,6347.240092
1,1,3,6350.7763125
1,1,2,6354.2714843
0,0,4,6357.8394266
1,1,2,6361.3758558
1,1,3,6364.902704
1,0,1,6368.7753301
0,0,4,6372.223608
1,0,1,6375.7837215
1,1,3,6379.2634603
0,0,4,6389.518864
1,1,2,6394.1428489
0,0,4,6397.8085793
1,0,1,6401.9682046
1,1,3,6405.544303
1,0,1,6409.255667
1,1,3,6412.910782
1,1,2,6416.81627
0,0,4,6420.3763674
1,1,3,6424.015423
1,0,1,6427.6236935
1,0,1,6431.1516424
0,0,4,6434.7356241
1,1,3,6438.29502
1,1,2,6442.007881
1,1,2,6445.6228492
1,1,2,6449.0000887
1,0,1,6452.5524107
0,0,4,6456.2385218
1,1,3,6459.8306552
0,0,4,6463.9113056
1,1,3,6468.5216182
1,0,1,6472.0948058
1,1,2,6475.5824871
1,1,3,6478.9348824
1,1,3,6482.7988356
0,0,4,6486.4000976
1,0,1,6490.8786163
1,1,2,6494.8152071
0,0,4,6498.4313225
1,1,2,6503.0150595
1,0,1,6506.6070113
1,0,1,6510.6950846
1,1,3,6514.3105575
1,1,3,6518.2470442
1,1,2,6521.8873836
1,1,2,6525.5119546
0,0,4,6529.1753325
0,0,4,6532.7442094
1,0,1,6536.9999194
1,1,2,6548.3569596
1,0,1,6552.3105574
1,1,3,6555.8385308
1,1,2,6559.3912365
1,1,3,6562.99232
1,0,1,6566.5752079
0,0,4,6570.1680988
0,0,4,6573.4305056
0,0,4,6576.9998271
1,1,2,6580.568016
0,0,4,6584.0638888
1,0,1,6587.6245596
1,0,1,6591.3112044
1,1,3,6594.87992
1,1,2,6598.4629896
1,1,3,6601.9360737
0,0,4,6605.4156544
1,0,1,6609.687712
1,1,3,6613.2308786
1,1,3,6616.66236
1,0,1,6620.1510958
1,1,2,6623.7591561
0,0,4,6627.2224079
1,1,2,6631.1758447
1,0,1,6634.6634978
1,1,3,6639.2154044
1,0,1,6643.5430718
0,0,4,6647.014523
0,0,4,6650.503127
1,1,2,6653.8391016
1,1,3,6657.41498
1,1,2,6661.0304791
1,0,1,6664.8797527
1,1,2,6668.4232935
1,1,3,6671.7679879
0,0,4,6675.1670281
1,0,1,6678.7104399
1,1,2,6682.2954252
0,0,4,6685.839268
1,1,3,6689.5599759
