screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,871951.976298
1,1,3,871956.3181999
1,0,2,871959.7085623
0,0,4,871963.2697544
0,0,4,871966.8963177
1,1,3,871970.462116
1,0,2,871973.76483
1,0,1,871977.2855687
1,1,3,871980.8375023
1,0,2,871984.4288082
1,0,1,871987.9730862
1,0,1,871991.3896555
1,1,2,871994.9248619
0,0,4,871998.6052236
1,1,3,872002.0682735
0,0,4,872005.5103171
1,0,1,872009.0454596
0,0,4,872012.5421148
1,0,1,872015.9737072
1,1,3,872019.4627785
1,1,3,872022.9256028
1,1,2,872026.4303123
1,1,2,872029.9090812
0,0,4,872033.4209747
1,0,1,872036.6776613
0,0,4,872039.944099
1,1,2,872043.5411088
1,0,1,872046.8936228
0,0,4,872050.4051784
1,1,2,872053.8858944
1,1,3,872057.2104988
1,1,3,872060.5730114
1,1,2,872063.7426498
0,0,4,872066.9101608
1,1,2,872070.2932637
1,1,3,872073.511521
1,0,1,872076.853404
0,0,4,872080.0110371
1,0,1,872083.6607373
1,1,3,872087.0523884
0,0,4,872097.3762418
1,1,2,872100.6579806
0,0,4,872104.1968339
1,0,1,872107.8771189
1,1,3,872111.2044583
1,0,1,872114.5579759
1,1,3,872117.8930487
1,1,2,872121.1579
0,0,4,872124.3809071
1,1,3,872127.6204875
1,0,1,872130.8763422
1,0,1,872134.26132
0,0,4,872137.7894444
1,1,3,872141.3421844
1,1,2,872144.6854532
1,1,2,872148.0291962
1,1,2,872151.5167981
1,0,1,872155.0202928
0,0,4,872158.9252742
1,1,3,872162.2613391
0,0,4,872165.6684523
1,1,3,872169.1169029
1,0,1,872172.5250353
1,1,2,872176.1010952
1,1,3,872179.6607729
1,1,3,872183.0626981
0,0,4,872186.3892605
1,0,1,872189.9657765
1,1,2,872193.4853416
0,0,4,872197.2053258
1,1,2,872200.7569555
1,0,1,872203.9948379
1,0,1,872207.3402123
1,1,3,872210.8292777
1,1,3,872214.1275289
1,1,2,872217.6061191
1,1,2,872220.8422293
0,0,4,872224.0961096
0,0,4,872227.5494121
1,0,1,872230.9261674
1,1,2,872241.4644616
1,0,1,872244.7583261
1,1,3,872248.2770873
1,1,2,872251.6443874
1,1,3,872254.9493673
1,0,1,872258.4129173
0,0,4,872261.6648107
0,0,4,872265.0685463
0,0,4,872268.668502
1,1,2,872272.7659983
0,0,4,872276.2705602
1,0,1,872279.8454107
1,0,1,872283.3741847
1,1,3,872286.893355
1,1,2,872290.37398
1,1,3,872293.941672
0,0,4,872297.1718319
1,0,1,872300.6156716
1,1,3,872304.0608452
1,1,3,872307.2277278
1,0,1,872310.4295189
1,1,2,872314.7181116
0,0,4,872318.013377
1,1,2,872321.3426831
1,0,1,872324.5108635
1,1,3,872327.7943339
1,0,1,872331.6854304
0,0,4,872335.1416251
0,0,4,872338.6699342
1,1,2,872341.8855806
1,1,3,872345.2454685
1,1,2,872348.5272333
1,0,1,872351.6889803
1,1,2,872354.8485698
1,1,3,872358.0354217
0,0,4,872361.1900188
1,0,1,872364.74134
1,1,2,872368.0647874
0,0,4,872371.6770744
1,1,3,872374.9503266
