screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,4362.2665499
1,1,3,4368.0488426
1,0,2,4371.712487
0,0,4,4375.3360937
0,0,4,4378.898155
1,1,3,4382.18663
1,0,2,4385.4557553
1,0,1,4388.9363892
1,1,3,4392.2532892
1,0,2,4395.9036978
1,0,1,4399.4638598
1,0,1,4402.8550586
1,0,2,4406.4075316
0,0,4,4411.0715382
1,1,3,4414.6634572
0,0,4,4418.1602258
1,0,1,4421.8312209
0,0,4,4425.5279463
1,0,1,4429.2235375
1,1,3,4432.8478807
1,1,3,4436.6317088
1,0,2,4440.4715243
1,0,2,4444.1829739
0,0,4,4447.9269006
1,0,1,4452.1678843
0,0,4,4455.8638914
1,0,2,4459.6962856
1,0,1,4463.4639214
0,0,4,4467.1518215
1,1,2,4471.0797278
1,1,3,4474.8153255
1,1,3,4478.551748
1,0,2,4482.1193799
0,0,4,4485.62326
1,0,2,4489.2794037
1,1,3,4493.2793418
1,0,1,4497.0468459
0,0,4,4500.575928
1,0,1,4504.2550391
1,1,3,4507.7829066
0,0,4,4517.7869947
1,0,2,4522.0391714
0,0,4,4525.7435038
1,0,1,4529.4483661
1,1,3,4533.2799712
1,0,1,4537.0073647
1,1,3,4540.6485028
1,0,2,4544.3590532
0,0,4,4547.9673416
1,1,3,4551.6314685
1,0,1,4555.263699
1,0,1,4558.8074357
0,0,4,4562.4946931
1,1,3,4566.0960393
1,0,2,4570.2562593
1,0,2,4574.4866101
1,0,2,4578.4074603
1,0,1,4581.9599242
0,0,4,4585.6800385
1,1,3,4589.3916356
0,0,4,4593.2866428
1,1,3,4596.7758741
1,0,1,4600.3356179
1,0,2,4604.431541
1,1,3,4608.2562913
1,1,3,4612.0794195
0,0,4,4615.8311771
1,0,1,4619.5114915
1,0,2,4623.1518397
0,0,4,4626.6948934
1,0,2,4630.4232976
1,0,1,4633.9920459
1,0,1,4637.7262669
1,1,3,4642.7920399
1,1,3,4646.9750796
1,0,2,4650.6228717
1,0,2,4654.2712849
0,0,4,4658.0237447
0,0,4,4661.8706051
1,0,1,4665.5678182
1,0,2,4675.880847
1,0,1,4679.9510749
1,1,3,4684.4075342
1,0,2,4688.4391064
1,1,3,4692.3519435
1,0,1,4696.1841084
0,0,4,4700.6876785
0,0,4,4704.8790665
0,0,4,4709.2080574
1,0,2,4712.9680943
0,0,4,4716.8322375
1,0,1,4721.959871
1,0,1,4725.7517229
1,1,3,4729.3114999
1,0,2,4733.4318227
1,1,3,4736.9600318
0,0,4,4740.6310378
1,0,1,4744.1998113
1,1,3,4747.886853
1,1,3,4751.5038528
1,0,1,4755.6964333
1,0,2,4759.9037407
0,0,4,4763.759015
1,0,2,4767.8568529
1,0,1,4771.5588472
1,1,3,4775.2312656
1,0,1,4779.0790159
0,0,4,4782.5841097
0,0,4,4786.1756137
1,0,2,4789.8390514
1,1,3,4793.4867161
1,0,2,4797.2795779
1,0,1,4800.7112615
1,0,2,4804.3433277
1,1,3,4808.2317679
0,0,4,4811.7439006
1,0,1,4815.3597642
1,0,2,4819.1828951
0,0,4,4822.9515519
1,1,3,4827.3992732
