screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,5907.8943347
1,1,3,5912.3563606
1,1,2,5916.2930909
0,0,4,5919.9329781
0,0,4,5923.487057
1,1,3,5927.0458191
1,1,2,5930.5013298
1,0,1,5934.4857608
1,1,3,5938.0216789
1,1,2,5941.6371153
1,0,1,5945.1638681
1,0,1,5948.582082
1,1,2,5951.8751306
0,0,4,5955.3966296
1,1,3,5958.9965312
0,0,4,5962.4933271
1,0,1,5966.2366487
0,0,4,5971.0922337
1,0,1,5974.6205918
1,1,3,5978.0365353
1,1,3,5981.5318405
1,1,2,5985.0207794
1,1,2,5988.7488276
0,0,4,5992.2287526
1,0,1,5995.8613953
0,0,4,5999.3897646
1,1,2,6003.0371358
1,0,1,6006.6287482
0,0,4,6010.220901
1,1,2,6013.6611938
1,1,3,6017.2690528
1,1,3,6020.7008632
1,1,2,6024.0777664
0,0,4,6027.452769
1,1,2,6030.8759746
1,1,3,6034.3333693
1,0,1,6038.5885014
0,0,4,6042.0210533
1,0,1,6045.6039437
1,1,3,6048.9800767
0,0,4,6058.9841525
1,1,2,6062.7248481
0,0,4,6066.5255463
1,0,1,6069.8749118
1,1,3,6073.381581
1,0,1,6077.1499662
1,1,3,6080.5984692
1,1,2,6084.0937471
0,0,4,6087.5411865
1,1,3,6091.0298382
1,0,1,6094.5018693
1,0,1,6097.9095231
0,0,4,6101.2421041
1,1,3,6104.5897048
1,1,2,6108.1012053
1,1,2,6112.0856248
1,1,2,6115.4689996
1,0,1,6118.8839941
0,0,4,6122.4607879
1,1,3,6126.0135231
0,0,4,6129.6688923
1,1,3,6133.6689226
1,0,1,6137.1090596
1,1,2,6140.4534352
1,1,3,6144.8218459
1,1,3,6148.4053728
0,0,4,6152.0446395
1,0,1,6155.5641885
1,1,2,6159.0773911
0,0,4,6162.4453659
1,1,2,6166.2459801
1,0,1,6169.765086
1,0,1,6173.3342763
1,1,3,6176.8458995
1,1,3,6181.0766475
1,1,2,6184.5727951
1,1,2,6188.0607766
0,0,4,6191.4373789
0,0,4,6194.7492551
1,0,1,6198.220641
1,1,2,6207.6194907
1,0,1,6211.18825
1,1,3,6214.6693741
1,1,2,6218.2055362
1,1,3,6221.812983
1,0,1,6225.1012999
0,0,4,6228.5656725
0,0,4,6232.0688039
0,0,4,6235.6281124
1,1,2,6239.1569878
0,0,4,6242.6692807
1,0,1,6246.1098441
1,0,1,6249.5820777
1,1,3,6253.0058796
1,1,2,6256.5985381
1,1,3,6260.0857782
0,0,4,6263.8934676
1,1,1,6267.3963025
1,1,3,6270.733705
1,1,3,6274.6451576
1,0,1,6278.0214053
1,1,2,6281.3414365
0,0,4,6285.2461567
1,1,2,6288.9088847
1,0,1,6292.2378778
1,1,3,6295.8857852
1,0,1,6299.333775
0,0,4,6302.9331154
0,0,4,6306.4455917
1,1,2,6309.9096639
1,1,3,6313.5732327
1,1,2,6316.877542
1,0,1,6320.4296695
1,1,2,6323.5887289
1,1,3,6327.0050497
0,0,4,6330.2859401
1,0,1,6333.6290691
1,1,2,6337.2863347
0,0,4,6340.7813215
1,1,3,6344.4065789
