screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,1,1,27123.6347771
1,1,3,27128.3036052
1,1,2,27132.3194545
0,0,4,27136.0070817
0,0,4,27139.6646925
1,1,3,27143.32789
1,1,2,27146.8162914
1,0,1,27150.3112917
1,1,3,27153.9348204
1,1,2,27157.5829314
1,0,1,27161.2473924
1,0,1,27164.8311772
1,1,2,27168.727091
0,0,4,27172.2572054
1,1,3,27175.7345434
0,0,4,27179.3578413
1,0,1,27183.0794786
0,0,4,27186.6462852
1,0,1,27190.1341586
1,1,3,27194.2621089
1,1,3,27198.1905167
1,1,2,27201.7104686
1,1,2,27205.2870052
0,0,4,27208.8949837
1,0,1,27212.398491
0,0,4,27215.9510532
1,1,2,27219.5582371
1,0,1,27223.1505034
0,0,4,27226.742518
1,1,2,27230.2220639
1,1,3,27233.7431716
1,1,3,27237.0872299
1,1,2,27240.4948377
0,0,4,27243.9186872
1,1,2,27247.3500738
1,1,3,27250.8227782
1,0,1,27254.3031164
0,0,4,27257.7508028
1,0,1,27261.2552109
1,1,3,27264.663369
0,0,4,27274.8587364
1,1,2,27278.8952302
0,0,4,27282.6380184
1,0,1,27286.3028926
1,1,3,27289.9428186
1,0,1,27293.6872455
1,1,3,27296.942049
1,1,2,27300.5583474
0,0,4,27304.1423251
1,1,3,27307.79805
1,0,1,27311.4703118
1,0,1,27314.9423474
0,0,4,27318.6951174
1,1,3,27322.1581523
1,1,2,27325.710412
1,1,2,27329.3014359
1,1,2,27332.7990721
1,0,1,27336.3422928
0,0,4,27339.9503311
1,1,3,27344.2303523
0,0,4,27348.2226039
1,1,3,27351.7111934
1,0,1,27355.1268934
1,1,2,27359.4542313
1,1,3,27363.0390923
1,1,3,27366.5742165
0,0,4,27370.1030515
1,0,1,27373.9816932
1,1,2,27377.5342893
0,0,4,27381.2464934
1,1,2,27384.7501275
1,0,1,27388.1905959
1,0,1,27391.8373225
1,1,3,27395.2870226
1,1,3,27398.8141819
1,1,2,27402.2711953
1,1,2,27405.7110159
0,0,4,27409.4943176
0,0,4,27412.9662385
1,0,1,27416.3831845
1,1,2,27425.9069905
1,0,1,27429.6295438
1,1,3,27433.1107869
1,1,2,27436.7674639
1,1,3,27440.3582484
1,0,1,27443.8139451
0,0,4,27447.3421842
0,0,4,27450.8141469
0,0,4,27454.7422024
1,1,2,27458.3182627
0,0,4,27461.7907606
1,0,1,27465.3263692
1,0,1,27468.9908476
1,1,3,27472.7429012
1,1,2,27476.2700046
1,1,3,27479.7181559
0,0,4,27483.190738
1,0,1,27486.7579939
1,1,3,27490.2471
1,1,3,27493.7504795
1,0,1,27497.1579771
1,0,2,27500.717732
0,1,4,27504.3823659
1,1,2,27508.0075341
1,0,1,27511.4133601
1,1,3,27514.8949731
1,0,1,27518.4071114
0,0,4,27522.1341566
0,0,4,27525.6054469
1,1,2,27529.0702035
1,1,3,27532.5503764
1,1,2,27536.0224562
1,0,1,27539.469812
1,1,2,27542.9344271
1,1,3,27546.5662593
0,0,4,27549.9982177
1,0,1,27553.4866148
1,1,2,27557.1182779
0,0,4,27560.6301574
1,1,3,27564.134362
