screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,NaN,1,1215336.673998
1,0,3,1215342.4444521
1,1,2,1215347.7909539
0,0,4,1215352.4140961
0,0,4,1215356.3119592
1,1,3,1215360.0313483
1,1,2,1215363.7203675
1,0,1,1215367.8876343
1,1,3,1215371.5277383
1,1,2,1215375.2463436
1,0,1,1215378.8627752
1,0,1,1215382.3178629
1,1,2,1215386.054205
0,0,4,1215389.7270851
1,1,3,1215393.231455
0,0,4,1215396.8548626
1,0,1,1215400.5259956
0,0,4,1215404.0538058
1,0,1,1215407.6553568
1,1,3,1215411.239334
1,1,3,1215414.8056227
1,1,2,1215418.5109719
1,1,2,1215422.1655798
0,0,4,1215425.8546129
1,0,1,1215429.3747552
0,0,4,1215433.0469985
1,1,2,1215436.6694996
1,0,1,1215440.7022617
0,0,4,1215444.3338391
1,1,2,1215447.886417
1,1,3,1215451.6545868
1,1,3,1215455.2543391
1,1,2,1215458.8534078
0,0,4,1215462.509777
1,1,2,1215465.9184271
1,1,3,1215469.5492853
1,0,1,1215473.2541865
0,0,4,1215476.709451
1,0,1,1215480.4143927
1,1,3,1215483.9592588
0,0,4,1215493.7971809
1,1,2,1215497.5019473
0,0,4,1215501.3183236
1,0,1,1215504.9816643
1,1,3,1215508.5979368
1,0,1,1215512.4948019
1,1,3,1215516.1271996
1,1,2,1215519.8533952
0,0,4,1215523.5903565
1,1,3,1215527.1990174
1,0,1,1215530.9491877
1,0,1,1215534.4611479
0,0,4,1215538.1979667
1,1,3,1215541.7668935
1,1,2,1215545.5018743
1,1,2,1215549.1652898
1,1,2,1215552.7350605
1,0,1,1215556.3028726
0,0,4,1215559.8388286
1,1,3,1215563.5182658
0,0,4,1215567.3028176
1,1,3,1215570.8626876
1,0,1,1215574.4618538
1,1,2,1215578.070615
1,1,3,1215581.8941947
1,1,3,1215585.5891217
0,0,4,1215589.310885
1,0,1,1215593.0060203
1,1,2,1215596.5731128
0,0,4,1215600.1258764
1,1,2,1215603.7259382
1,0,1,1215607.7018649
1,0,1,1215611.3820695
1,1,3,1215615.062292
1,1,3,1215618.7100558
1,1,2,1215622.3101861
1,1,2,1215625.8298326
0,0,4,1215629.4058121
0,0,4,1215632.9817465
1,0,1,1215636.454693
1,1,2,1215646.1537685
1,0,1,1215649.8617074
1,1,3,1215653.4057511
1,1,2,1215657.1180138
1,1,3,1215660.7096248
1,0,1,1215664.2774748
0,0,4,1215667.8534715
0,0,4,1215671.3649106
0,0,4,1215674.9741405
1,1,2,1215678.6303831
0,0,4,1215682.3104593
1,0,1,1215685.9256925
1,0,1,1215689.5497791
1,1,3,1215693.1180224
1,1,2,1215696.7263164
1,1,3,1215700.2135642
0,0,4,1215703.8218013
1,0,1,1215707.349886
1,1,3,1215710.8538543
1,1,3,1215714.3177494
1,0,1,1215717.8455459
1,1,2,1215721.4617135
0,0,4,1215725.2864845
1,1,2,1215728.8937412
1,0,1,1215732.5570708
1,1,3,1215736.1246564
1,0,1,1215739.7570354
0,0,4,1215743.1967248
0,0,4,1215746.7408221
1,1,2,1215750.1976584
1,1,3,1215753.8454112
1,1,2,1215757.5246435
1,0,1,1215760.9646771
1,1,2,1215764.460742
1,1,3,1215767.9408612
0,0,4,1215771.3816802
1,0,1,1215775.0929799
1,1,2,1215778.7008382
0,0,4,1215782.2293693
1,1,3,1215785.7732635
