screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,632020.6295334
1,1,3,632025.1673329
1,1,2,632029.0162373
0,0,4,632032.7119705
0,0,4,632036.3377622
1,1,3,632040.0393723
1,0,2,632044.0304421
1,0,1,632047.8703007
1,1,3,632051.774401
1,1,2,632055.7747636
1,0,1,632059.4230726
1,0,1,632063.278991
1,1,2,632067.1267824
0,0,4,632070.8870432
1,1,3,632074.542516
0,0,4,632077.8949293
1,0,1,632081.4464934
0,0,4,632084.9745345
1,0,1,632088.7915657
1,1,3,632092.6794537
1,1,3,632096.2623663
1,1,2,632100.0320481
1,1,2,632104.3499249
0,0,4,632107.9587951
1,0,1,632111.5427816
0,0,4,632115.1114777
1,1,2,632119.3032741
1,0,1,632123.0781289
0,0,4,632127.2871586
1,1,2,632131.6627463
1,1,3,632135.3275326
1,1,3,632138.6228002
1,1,2,632141.887598
0,0,4,632145.4219595
1,1,2,632149.1751237
1,1,3,632152.7027897
1,0,1,632156.109895
0,0,4,632159.3751048
1,0,1,632162.7666662
1,1,3,632166.4380576
0,0,4,632177.1948883
1,1,2,632181.2780799
0,0,4,632185.0949229
1,0,1,632188.534672
1,1,3,632191.9107673
1,0,1,632195.686622
1,1,3,632199.2873328
1,1,2,632202.9664871
0,0,4,632206.43059
1,1,3,632211.0708093
1,0,1,632215.2312466
1,0,1,632218.7590437
0,0,4,632222.43871
1,1,3,632226.0309557
1,1,2,632229.6395743
1,1,2,632233.1678357
1,1,2,632236.6475392
1,0,1,632240.2320008
0,0,4,632244.3278296
1,1,3,632247.8787972
0,0,4,632251.5987197
1,1,3,632255.1987609
1,0,1,632258.7906732
1,1,2,632263.1834288
1,1,3,632266.9185954
1,1,3,632270.3021132
0,0,4,632273.7268043
1,0,1,632277.4467947
1,1,2,632282.1099535
0,0,4,632285.6781384
1,1,2,632289.230754
1,0,1,632292.95172
1,0,1,632296.5596779
1,1,3,632300.3028804
1,1,3,632304.1345039
1,1,2,632308.287286
1,1,2,632311.6873809
0,0,4,632316.2950326
0,0,4,632320.2386499
1,0,1,632323.7190865
1,1,2,632335.6841327
1,0,1,632340.4237373
1,1,3,632344.6873168
1,1,2,632349.270305
1,1,3,632355.2321841
1,0,1,632359.1040159
0,0,4,632362.8380277
0,0,4,632366.9593118
0,0,4,632371.2382621
1,1,2,632375.1993167
0,0,4,632379.0156134
1,0,1,632382.8145252
1,0,1,632387.9516664
1,1,3,632392.2300883
1,1,2,632396.3264002
1,1,3,632400.0943802
0,0,4,632404.7024981
1,0,1,632408.3918337
1,1,3,632412.3669169
1,1,3,632416.3430435
1,0,1,632420.2703543
1,1,2,632425.479697
0,0,4,632428.9357458
1,1,2,632433.8792857
1,0,1,632437.6781672
1,1,3,632441.6554957
1,0,1,632445.2541839
0,0,4,632450.2229071
0,0,4,632453.9355895
1,1,2,632457.8465068
1,1,3,632462.5267131
1,1,2,632466.8873524
1,0,1,632471.5421307
1,1,2,632475.2872508
1,1,3,632478.9028589
0,0,4,632483.1273559
1,0,1,632486.7359093
1,1,2,632490.9832797
0,0,4,632494.6862128
1,1,3,632498.3828372
