screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,5485.0573011
1,1,3,5489.805775
1,1,2,5493.3655576
0,0,4,5496.9901729
0,0,4,5500.7256103
1,1,3,5504.6139274
1,1,2,5508.0867568
1,0,1,5511.6206313
1,1,3,5514.9320011
1,1,2,5518.3422127
1,0,1,5522.0044464
1,0,1,5525.5249297
1,1,2,5529.1163891
0,0,4,5532.7395225
1,1,3,5536.2204517
0,0,4,5539.6774139
1,0,1,5543.3253532
0,0,4,5546.828762
1,0,1,5550.5009226
1,1,3,5554.0133115
1,1,3,5557.5956114
1,1,2,5561.1498501
1,0,2,5564.7250146
0,0,4,5568.5718388
1,0,1,5573.3160376
0,0,4,5576.8282537
1,1,2,5580.4041205
1,0,1,5584.0280937
0,0,4,5587.6209943
1,1,2,5591.1002181
1,1,3,5594.7394505
1,1,3,5598.1955362
1,1,2,5601.7086708
0,0,4,5605.1405122
1,1,2,5609.7646492
1,1,3,5613.2685488
1,0,1,5616.8033866
0,0,4,5620.2042394
1,0,1,5623.7730694
1,1,3,5627.1806234
0,0,4,5637.5034246
1,1,2,5641.0280422
0,0,4,5644.6520951
1,0,1,5648.3317642
1,1,3,5651.9325404
1,0,1,5655.7085914
1,1,3,5659.3166607
1,1,2,5662.6360684
0,0,4,5666.1000835
1,1,3,5669.6441164
1,0,1,5673.1960097
1,0,1,5676.6679979
0,0,4,5680.2520293
1,1,3,5683.4762742
1,1,2,5687.0362752
1,1,2,5690.3971024
1,1,2,5693.8762125
1,0,1,5697.4601151
0,0,4,5701.2116642
1,1,3,5704.9082653
0,0,4,5708.5321505
1,1,3,5711.9804275
1,0,1,5715.4920408
1,1,2,5719.0680407
1,1,3,5722.5881162
1,1,3,5726.04399
0,0,4,5729.548376
1,0,1,5733.1400701
1,1,2,5736.4370123
0,0,4,5739.9791257
1,1,2,5743.5078734
1,0,1,5747.1636999
1,0,1,5750.7397041
1,1,3,5754.2838287
1,1,3,5758.2288056
1,1,2,5761.8531255
1,1,2,5765.0998565
0,0,4,5768.6530789
0,0,4,5772.1882309
1,0,1,5775.6199586
1,1,2,5785.3556943
1,0,1,5789.0758715
1,1,3,5792.8197942
1,1,2,5796.411923
1,1,3,5800.7084279
1,0,1,5804.1874387
0,0,4,5807.7236811
0,0,4,5811.1790295
0,0,4,5814.4927122
1,1,2,5818.0352476
0,0,4,5821.5954375
1,0,1,5825.4199236
1,0,1,5829.075698
1,1,3,5832.6276324
1,1,2,5836.2916978
1,1,3,5839.7158204
0,0,4,5843.3898224
1,0,1,5846.8608191
1,1,3,5850.4281761
1,1,3,5853.8763345
1,0,1,5857.3150053
1,1,2,5861.9391382
0,0,4,5866.4926602
1,1,2,5870.1242116
1,0,1,5874.0443295
1,1,3,5877.564217
1,0,1,5881.3957026
0,0,4,5885.0916159
0,0,4,5888.699348
1,1,2,5892.1721252
1,1,3,5895.8197017
1,1,2,5899.1799681
1,0,1,5902.6447814
1,1,2,5906.0354946
1,1,3,5909.4685573
0,0,4,5912.939093
1,0,1,5916.4606984
1,1,2,5920.2436807
0,0,4,5923.8358958
1,1,3,5927.3318091
