,65Hz_encoding,65Hz_retrieval,43Hz_encoding,43Hz_retrieval,33Hz_encoding,33Hz_retrieval,enc_onset,ret_onset,intercept,outlier
26,-0.24984245472435088,-0.5044355119439298,0.9677738952576873,-0.43552690213289386,0.008198638347327685,-0.3891333362287407,-0.43660268589324114,-0.9512082860911496,-3.017997625310393,0.0
27,-1.3434981448818129,-0.9106841080257311,-0.9167895093153374,-1.0180401499198966,-0.14474468273024088,-1.1544380083500287,2.346865688060791,-3.9799858709237563,0.284339559869869,0.0
28,-1.435212450941156,-1.1916256953643907,-1.0121929021762537,-0.6074489347927569,0.351942501248043,0.5893061496250607,1.243933817814574,-2.780691270905834,0.7573248855159601,0.0
29,0.8528991332633978,0.40431337181603577,-0.766506065867923,0.2628967142529401,-0.47333367605326204,0.06598330945566444,0.9014931373891845,-2.2294395178450017,-0.9568283540355504,0.0
30,0.0070071858214020444,1.151879873315463,0.43358471796765746,-0.3336037704039624,1.165073666638478,0.9774573891621148,0.6360098039875738,-0.7702599256311412,-2.350424298318589,0.0
31,-2.405515590469958,0.20268291465057092,-0.277230049487889,-0.12852637522070187,-1.2243652048528966,0.8710493586224336,2.0135812452085116,-3.3028783464451474,-0.33204405522577674,3.0
32,1.7853092169609275,-1.1129763079704498,0.3062539841439079,-0.21576921287311523,1.0297099571059898,-0.7566891456084309,0.17917062358064278,-1.2611170192638328,-2.095072334368649,0.0
33,-0.027189214233072953,-0.45494122068016785,0.1164315349383873,-0.28528409445221153,0.419566887782133,0.27236963195477704,3.2240787093948247,-4.204985556329393,-1.067806054513748,3.0
34,0.05401438820945524,0.9002788954054086,0.5316125905033363,-0.0876337558431171,0.5748173109671936,0.004037568717876902,2.571885218963775,-3.9386753670831522,-3.0868034565235507,0.0
35,-0.05372310081709068,-0.4843024277786831,1.1712359195897186,0.4304297256777742,0.7838594529807794,0.2646121287338077,2.5287796320812896,-2.8953709617764627,-1.7200083266855186,0.0
36,1.2928180501194577,0.2515105885698662,0.4180600312257602,-0.28323249666804085,0.2965666044747488,-0.9211147809697735,0.5367665523704191,-1.1766575496094667,-1.982721788319499,0.0
37,-1.162642996948379,1.5446165549789144,0.07883475237220589,-0.1040006914415076,-0.4209584940248251,1.292037654233421,-0.5306605813211607,-0.031045568372945278,0.1478675594950632,0.0
38,0.2251317553414128,-0.8909275050172886,-0.38237411777240615,-0.9824006947266476,0.3049349457124422,1.5339285587650595,1.2136463870903933,-1.3922585630908912,-0.3809006489341153,3.0
39,-1.4218292665759011,0.887373578177215,-1.6367037989680893,0.12914186323657242,-2.0305159633878502,0.16978639067736367,0.39347361345324733,-1.4034333557764787,-0.21635836858009064,0.0
40,-1.0047248047230517,-1.0735130221713602,-0.24773331059402975,-0.829361829223954,-1.7192411653404573,-0.66397825825946,2.344188109391545,-3.3404664108501505,-0.4280199138110252,3.0
41,-1.9159257779575989,1.858329596451279,-2.180163269219146,2.512063339030098,-1.692047919444812,0.5004960424157852,1.299082320847795,-2.4111013391200293,-2.1640825972497852,4
42,0.607468637791287,0.3268658096637845,-0.8622558177704325,1.426266961837481,-2.251937772990866,1.0535787657932152,1.4047510855010672,-2.0295629712387653,-2.2661794804674344,0.0
43,-1.069831627027645,0.3951551340547867,0.01835083755571796,-1.478940951147708,-0.9009371836269007,0.2264747393474434,3.0559595745557964,-3.826962346556502,-1.128350751901065,0.0
