screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,23603.008309
1,1,3,23607.6189691
1,1,2,23611.7798406
0,0,4,23615.3877011
0,0,4,23619.0377223
1,1,3,23622.6198776
1,1,2,23626.2280036
1,0,1,23629.7953966
1,1,3,23636.058758
1,1,2,23639.8904758
1,0,1,23643.4578909
1,0,1,23647.1142976
1,1,2,23650.69802
0,0,4,23654.3299968
1,1,3,23657.9221043
0,0,4,23661.361702
1,0,1,23664.9697417
0,0,4,23668.473806
1,0,1,23673.6346451
1,1,3,23677.4022562
1,1,3,23681.2423112
1,1,2,23684.8260679
1,1,2,23688.3860788
0,0,4,23691.9388749
1,0,1,23695.5384189
0,0,4,23699.1459378
1,1,2,23702.7706848
1,0,1,23706.5850568
0,0,4,23710.4098746
1,1,2,23713.8584078
1,1,3,23717.5377352
1,1,3,23720.9299736
1,1,2,23724.4089492
0,0,4,23728.0182489
1,1,2,23731.505737
1,1,3,23735.1292362
1,0,1,23738.9385148
0,0,4,23742.6983076
1,0,1,23746.2756922
1,1,3,23749.7383237
0,0,4,23761.5311024
1,1,2,23765.3306811
0,0,4,23768.9538672
1,0,1,23772.8105176
1,1,3,23776.4270525
1,0,1,23780.0175455
1,1,3,23783.7695367
1,1,2,23787.4577174
0,0,4,23791.0008051
1,1,3,23794.6251692
1,0,1,23798.322589
1,0,1,23802.3779478
0,0,4,23806.8259774
1,1,3,23810.2985655
1,1,2,23813.8498083
1,1,2,23817.6576193
1,1,2,23821.2107543
1,0,1,23824.506713
0,0,4,23828.2122006
1,1,3,23831.8654787
0,0,4,23836.0419169
1,1,3,23839.6815988
1,0,1,23843.4255089
1,1,2,23847.0985566
1,1,3,23850.7147689
1,1,3,23854.1695998
0,0,4,23857.898211
1,0,1,23861.7296793
1,1,2,23865.3696099
0,0,4,23869.5133787
1,1,2,23873.6975829
1,0,1,23878.0655326
1,0,1,23881.8336567
1,1,3,23885.6412451
1,1,3,23889.2816579
1,1,2,23892.890045
1,1,2,23896.4490192
0,0,4,23900.0739308
0,0,4,23904.0255259
1,0,1,23907.4577308
1,1,2,23917.2000423
1,0,1,23920.7696906
1,1,3,23924.3214426
1,1,2,23928.1939913
1,1,3,23932.017253
1,0,1,23935.6813261
0,0,4,23939.5532034
0,0,4,23943.1215155
0,0,4,23947.0018933
1,1,2,23950.6745543
0,0,4,23954.3697385
1,0,1,23958.49692
1,0,1,23962.1133902
1,1,3,23965.9533259
1,1,2,23969.889626
1,1,3,23973.6487738
0,0,4,23977.1855473
1,0,1,23981.0247543
1,1,3,23984.824744
1,1,3,23988.5053802
1,0,1,23992.0334031
1,1,2,23995.6737453
0,0,4,23999.2567564
1,1,2,24002.9222019
1,0,1,24006.3532485
1,1,3,24009.9939395
1,0,1,24013.6169909
0,0,4,24017.202008
0,0,4,24020.8026185
1,1,2,24024.2890561
1,1,3,24027.8095613
1,1,2,24031.3777101
1,0,1,24035.0332094
1,1,2,24038.4660659
1,1,3,24042.0736317
0,0,4,24045.6097216
1,0,1,24049.1376989
1,1,2,24052.7779772
0,0,4,24056.3776962
1,1,3,24060.0168412
