screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,703805.9409994
1,1,3,703812.0904539
1,1,2,703815.7708071
0,0,4,703819.5461982
0,0,4,703823.3471492
1,1,3,703827.1465956
1,1,2,703831.0532091
1,0,1,703834.954473
1,1,3,703838.7616714
1,1,2,703842.4817746
1,0,1,703846.2424198
1,0,1,703849.7291306
1,1,2,703853.4171546
0,0,4,703857.0333101
1,1,3,703860.6092067
0,0,4,703864.2660762
1,0,1,703867.9062247
0,0,4,703871.465465
1,0,1,703874.8097949
1,1,3,703878.3212766
1,1,3,703881.9294306
1,1,2,703885.8255201
1,1,2,703889.1606299
0,0,4,703892.6415788
1,0,1,703895.9373631
0,0,4,703899.5055861
1,1,2,703902.8981296
1,0,1,703906.3456807
0,0,4,703909.6970817
1,1,2,703913.2250647
1,1,3,703916.6090077
1,1,3,703920.0339881
1,1,2,703923.5220983
0,0,4,703926.8180949
1,1,2,703930.344931
1,1,3,703933.7765258
1,0,1,703937.2977255
0,0,4,703940.5862305
1,0,1,703943.9214034
1,1,3,703948.0814244
0,0,4,703958.5927351
1,1,2,703962.1935441
0,0,4,703965.8248445
1,0,1,703969.4249941
1,1,3,703972.9287031
1,0,1,703976.6256833
1,1,3,703979.9529095
1,1,2,703983.8989538
0,0,4,703987.2571445
1,1,3,703990.5364493
1,0,1,703994.0969987
1,0,1,703997.5764678
0,0,4,704001.2491482
1,1,3,704004.6494282
1,1,2,704008.5451402
1,1,2,704012.2163763
1,1,2,704015.8163315
1,0,1,704019.4418642
0,0,4,704023.0739396
1,1,3,704026.7283839
0,0,4,704030.2809173
1,1,3,704033.7849772
1,0,1,704037.1217492
1,1,2,704040.6733463
1,1,3,704044.0810601
1,1,3,704047.4817419
0,0,4,704051.0487124
1,0,1,704054.4493731
1,1,2,704058.6976702
0,0,4,704062.1451425
1,1,2,704065.6651071
1,0,1,704069.9283117
1,0,1,704073.5853883
1,1,3,704077.1454277
1,1,3,704080.7367953
1,1,2,704084.2966838
1,1,2,704087.8808646
0,0,4,704091.2971461
0,0,4,704094.96107
1,0,1,704098.4899707
1,1,2,704109.0346414
1,0,1,704112.6018299
1,1,3,704116.2177148
1,1,2,704119.6960768
1,1,3,704123.2889026
1,0,1,704126.7211209
0,0,4,704130.0899441
0,0,4,704133.4804501
0,0,4,704137.064899
1,1,2,704140.6251953
0,0,4,704144.4085772
1,0,1,704147.8568038
1,0,1,704151.5041307
1,1,3,704155.0328766
1,1,2,704158.9924727
1,1,3,704162.5203926
0,0,4,704166.1280741
1,0,1,704169.9049707
1,1,3,704173.6255026
1,1,3,704177.3607008
1,0,1,704180.880877
1,1,2,704184.4569686
0,0,4,704187.8488415
1,1,2,704191.3281337
1,0,1,704194.6975802
1,1,3,704198.0093605
1,0,1,704201.3839124
0,0,4,704204.7604914
0,0,4,704208.2957983
1,1,2,704211.4784836
1,1,3,704214.8244928
1,1,2,704218.2014428
1,0,1,704221.3640183
1,1,2,704224.6084465
1,1,3,704227.904834
0,0,4,704231.2077756
1,0,1,704234.8004101
1,1,2,704238.3927068
0,0,4,704241.8896262
1,1,3,704245.2476424
