recalled,rt,semantics,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,1.05598480004119,unrelated,Vergessen,4,2,434689.239669,435831.469936
1,2.50529340002686,unrelated,Erinnern,3,3,434701.6042522,435973.5733775
0,1.30743499996606,related,Wissen,2,2,434713.0842455,435805.828728
1,0.657479899993632,unrelated,Wissen,1,3,434723.2763323,436008.85173
0,1.20103220001329,unrelated,Erinnern,4,4,434734.334483,435689.6385094
1,1.79036599997198,related,Wissen,4,1,434745.5737411,435761.5420128
1,1.79747579997638,unrelated,Wissen,2,3,434755.9527621,436042.154767
0,0.986766099988017,unrelated,Wissen,3,3,434767.1585042,435599.3629021
1,1.60553850000724,unrelated,Wissen,3,1,434777.794387,435653.3659363
1,0.957336699997541,related,Wissen,3,4,434788.6994522,435581.4349702
0,1.85608870000578,unrelated,Vergessen,2,2,434798.8613545,435536.9063331
1,0.685341799980961,related,Vergessen,3,1,434810.0891579,435752.9918237
0,2.08150289999321,unrelated,Vergessen,1,4,434820.5569991,435589.6686871
1,2.34229400003096,unrelated,Vergessen,1,4,434832.7378594,435608.4205103
1,1.75071849999949,unrelated,Erinnern,4,4,434842.9032527,435563.9497007
1,1.10443419998046,unrelated,Erinnern,2,1,434854.5096608,435915.1225955
0,1.3798488000175,unrelated,Vergessen,3,2,434866.0555029,435874.3779168
1,2.86153739999281,unrelated,Vergessen,3,1,434877.7339668,435698.7223795
1,1.58512569998857,related,Erinnern,4,2,434888.7653138,436017.1029697
0,0.769248299999163,unrelated,Vergessen,2,2,434899.1003103,435726.3124553
0,0.844243300030939,unrelated,Vergessen,3,2,434910.2561963,435814.2283431
1,1.15494850004325,related,Vergessen,1,3,434921.2304016,435770.9443358
1,1.4384295999771,related,Vergessen,2,4,434931.1137269,435546.6488683
1,0.860369800007902,unrelated,Erinnern,4,3,434942.4567596,435627.92628
1,1.21935540001141,unrelated,Wissen,1,1,434952.9810514,435779.1138041
0,0.66886410000734,related,Wissen,3,3,434964.4153855,436026.0657003
0,0.676938700024039,unrelated,Wissen,4,1,434974.5288067,435956.6956054
1,0.844019199954346,unrelated,Erinnern,3,3,434984.2940017,435948.9102895
1,1.25686830002815,unrelated,Wissen,3,1,434994.7825336,435709.3181618
1,1.24908039998263,unrelated,Vergessen,2,1,435005.7181304,435788.5000286
0,1.54257210000651,related,Vergessen,4,3,435017.250749,435644.6299681
1,1.6544930000091,,Wissen,2,3,435029.4959093,435618.3770373
1,0.676595700031612,unrelated,Wissen,3,4,435041.3698393,435681.9813335
1,0.519921400002204,unrelated,Wissen,3,2,435052.4668755,435882.9922695
1,1.20209489995614,,Erinnern,2,3,435063.3328021,435555.4484984
1,1.40922630002024,unrelated,Wissen,1,3,435075.075206,435858.5888834
0,1.22207530000014,unrelated,Vergessen,2,1,435087.2149105,435923.2585633
1,0.841765100019984,unrelated,Erinnern,1,2,435098.9068238,435798.0460818
1,0.813938100007363,,Erinnern,2,4,435111.1460207,435907.3259279
0,1.88105100003304,unrelated,Vergessen,1,3,435122.9974551,435897.9339329
1,2.27065089996904,unrelated,Wissen,1,1,435133.0066135,435505.5580576
1,0.759853700001258,unrelated,Erinnern,4,4,435143.0363081,435866.7782757
NaN,NaN,related,Vergessen,3,2,435154.0414811,435526.562242
1,0.902259099995717,related,Wissen,3,4,435164.0034641,435718.0954489
0,1.72392739995848,unrelated,Vergessen,4,1,435174.0103249,435734.9719019
1,1.60361270001158,unrelated,Wissen,4,1,435184.5543157,435515.5418522
1,1.84266369999386,unrelated,Wissen,4,4,435195.7146053,435931.2763263
0,1.12476540001808,unrelated,Wissen,1,2,435206.5227162,435940.3774367
1,0.952857299998868,unrelated,Wissen,1,4,435218.3542251,436034.3044728
1,1.39900890004355,unrelated,Erinnern,1,4,435229.2130716,435743.9220382
1,1.18316610000329,related,Wissen,1,2,435240.494934,435849.5191997
0,1.43610529997386,related,Vergessen,1,1,435251.8169506,436000.6911369
0,1.8767296000151,unrelated,Vergessen,2,3,435263.2574135,435822.4117971
1,1.12508009996964,unrelated,Erinnern,2,2,435272.9063617,435573.0379841
1,2.05229229998076,unrelated,Vergessen,4,3,435282.4840682,435494.6731853
1,0.560362499963958,unrelated,Wissen,4,3,435292.9070456,435984.5927364
1,1.25570510001853,unrelated,Vergessen,2,4,435303.1216681,435662.7323347
1,0.964055500051472,unrelated,Wissen,4,2,435314.1658811,435992.0535112
1,1.31269029999385,unrelated,Wissen,2,1,435325.1708324,435636.2130668
0,1.91337080002995,unrelated,Vergessen,3,4,435336.4462988,435839.4793478
1,2.15275680000195,unrelated,Erinnern,4,2,435346.9494987,435484.7029125
1,0.647315300011542,unrelated,Erinnern,1,1,435358.2105503,435890.3150417
0,2.56711549998727,related,Vergessen,1,2,435368.322551,435671.761132
1,0.911854199948721,unrelated,Erinnern,2,4,435377.9285716,435965.3637104
1,0.629666899971198,unrelated,Wissen,2,4,436060.8588462,437327.0795335
1,2.42599020001944,unrelated,Vergessen,1,4,436073.0892566,437008.6751199
1,0.64845769997919,related,Wissen,3,1,436084.4417117,436905.7044764
0,2.56413989997236,unrelated,Wissen,4,1,436094.9925308,437081.1082899
0,1.32409269997152,unrelated,Vergessen,1,4,436105.7983316,437064.8862755
1,0.578002000052948,unrelated,Wissen,3,1,436116.7476534,437257.8518489
1,0.663504900003318,unrelated,Wissen,3,3,436127.3394863,437090.5969913
1,0.685307999956422,unrelated,Erinnern,2,3,436138.1386245,437207.7577042
1,0.726084499969147,unrelated,Wissen,2,1,436149.5333274,437105.7540188
1,0.984758100006729,unrelated,Wissen,3,4,436160.0138809,436825.5094115
0,1.78607520001242,unrelated,Wissen,3,1,436171.224929,437215.5269874
1,2.00746689998778,unrelated,Vergessen,4,2,436181.8787708,437137.9303762
1,0.568518400017638,related,Wissen,4,2,436192.7363422,437026.2291164
1,1.54373039997881,unrelated,Erinnern,4,1,436203.6753068,437226.3217268
1,0.633434300019871,related,Erinnern,1,2,436213.882017,436984.6950629
1,0.765711500018369,unrelated,Erinnern,3,4,436224.6333045,436897.6465794
1,0.603494399983902,unrelated,Erinnern,1,3,436234.9756584,436992.3542475
0,2.25439100002404,unrelated,Vergessen,2,4,436245.2719979,437309.915234
1,0.55893699999433,unrelated,Erinnern,4,2,436256.0205172,436881.981658
1,0.503584899997804,related,Erinnern,2,3,436266.8349645,437234.7843774
1,1.85991110000759,unrelated,,4,4,436277.7258368,437265.8765114
1,0.740306899999268,unrelated,Erinnern,2,3,436287.9238251,437283.8426924
1,0.585916000010911,unrelated,Erinnern,1,2,436299.0498546,437319.45067
0,0.566195800027344,unrelated,Vergessen,2,2,436310.0887982,437192.3509367
