screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,423607.9654117
1,1,3,423612.2445506
1,1,2,423615.853683
0,0,4,423619.4058594
0,0,4,423622.9364461
1,1,3,423626.4709729
1,1,2,423629.9259722
1,0,1,423633.4371576
1,1,3,423637.1577159
1,1,2,423640.7256376
1,0,1,423644.2527632
1,0,1,423647.7340678
1,1,2,423651.3016175
0,0,4,423654.7738747
1,1,3,423658.2048071
0,0,4,423661.5718891
1,0,1,423664.9495137
0,0,4,423668.196975
1,0,1,423671.6127123
1,1,3,423675.0046287
1,1,3,423678.4531072
1,1,2,423681.9255725
1,1,2,423685.4211175
0,0,4,423688.7167601
1,0,1,423692.1573298
0,0,4,423695.589479
1,1,2,423699.2199594
1,0,1,423702.7803766
0,0,4,423706.260688
1,1,2,423709.7015373
1,1,3,423713.1415462
1,1,3,423716.5407821
1,1,2,423719.8526153
0,0,4,423723.0253689
1,1,2,423726.4038914
1,1,3,423729.6601539
1,0,1,423732.9338113
0,0,4,423736.5247281
1,0,1,423740.045401
1,1,3,423743.397698
0,0,4,423753.9715681
1,1,2,423757.6681446
0,0,4,423761.2045608
1,0,1,423764.7974278
1,1,3,423768.3413906
1,0,1,423771.9326545
1,1,3,423775.2614181
1,1,2,423778.8696231
0,0,4,423782.3173176
1,1,3,423785.764441
1,0,1,423789.1164691
1,0,1,423792.4362521
0,0,4,423795.861309
1,1,3,423799.0451057
1,1,2,423802.5648379
1,1,2,423806.061014
1,1,2,423809.3895462
1,0,1,423812.6758389
0,0,4,423816.1968715
1,1,3,423819.7654465
0,0,4,423823.3168766
1,1,3,423826.6047691
1,0,1,423830.0368881
1,1,2,423833.5887113
1,1,3,423837.0369375
1,1,3,423840.4529824
0,0,4,423843.9238879
1,0,1,423847.26855
1,1,2,423850.6285511
0,0,4,423854.0683733
1,1,2,423857.5732496
1,0,1,423861.1333008
1,0,1,423864.4781764
1,1,3,423867.9725228
1,1,3,423871.7330888
1,1,2,423875.2853395
1,1,2,423878.7083819
0,0,4,423881.9622228
0,0,4,423885.2248481
1,0,1,423888.6847034
1,1,2,423898.4996248
1,0,1,423902.0037948
1,1,3,423905.6525943
1,1,2,423909.2126256
1,1,3,423912.6854593
1,0,1,423916.0763917
0,0,4,423919.5484674
0,0,4,423922.7797449
0,0,4,423926.3648301
1,1,2,423929.8526596
0,0,4,423933.28432
1,0,1,423936.8772373
1,0,1,423940.4284317
1,1,3,423943.9245723
1,1,2,423947.396132
1,1,3,423950.795984
0,0,4,423954.4198315
1,0,1,423957.9894577
1,1,3,423961.4361894
1,1,3,423964.8361024
1,0,1,423968.2766473
1,1,2,423971.8360468
0,0,4,423975.2047938
1,1,2,423978.7329865
1,0,1,423982.1089302
1,1,3,423985.5644506
1,0,1,423988.9973671
0,0,4,423992.4120983
0,0,4,423995.9636218
1,1,2,423999.3480751
1,1,3,424002.8841443
1,1,2,424006.3414442
1,0,1,424009.6997742
1,1,2,424013.0607511
1,1,3,424016.3093402
0,0,4,424019.6373438
1,0,1,424023.1173007
1,1,2,424026.781552
0,0,4,424030.2207748
1,1,3,424033.7007544
