recalled,rt,semantics,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,1.33341199997813,,Vergessen,4,2,627153.7602744,628344.1794435
0,2.23255580000114,unrelated,Wissen,3,3,627166.0524152,628508.8524617
NaN,NaN,related,Wissen,2,2,627177.3786491,628314.0721107
NaN,NaN,unrelated,Vergessen,1,3,627186.9332981,628549.5031597
NaN,NaN,related,,4,4,627197.2209632,628175.6786921
0,1.81739010009915,related,Wissen,4,1,627207.0712759,628261.9164962
1,1.04144860000815,unrelated,Erinnern,2,3,627217.5066987,628590.9723564
1,1.77010670001619,,Vergessen,3,3,627227.6613057,628067.6418971
NaN,NaN,unrelated,Vergessen,3,1,627239.4549509,628132.0965963
NaN,NaN,unrelated,Vergessen,3,4,627249.2213201,628045.6835443
NaN,NaN,unrelated,Erinnern,2,2,627259.8049407,627991.5839436
NaN,NaN,related,Wissen,3,1,627270.4021203,628250.5039022
NaN,NaN,related,,1,4,627281.4967695,628056.178884
0,1.66431620006915,unrelated,Wissen,1,4,627290.9678801,628078.411628
1,2.56789249996655,unrelated,Erinnern,4,4,627301.022703,628023.9163215
1,1.42317540000658,related,Wissen,2,1,627310.6180554,628441.1726862
NaN,NaN,unrelated,Vergessen,3,2,627322.2550176,628390.0815436
NaN,NaN,related,Erinnern,3,1,627331.8038495,628186.9835338
1,1.02845919993706,related,Wissen,4,2,627342.0598261,628560.116494
NaN,NaN,unrelated,Vergessen,2,2,627353.4409375,628217.0357025
1,1.24491949996445,related,Wissen,3,2,627363.6806028,628324.6175504
1,2.94814680004492,,Vergessen,1,3,627375.3309588,628271.1233495
NaN,NaN,related,,2,4,627387.2524148,628002.7388305
NaN,NaN,unrelated,Vergessen,4,3,627397.5841363,628100.0143781
NaN,NaN,related,Vergessen,1,1,627408.7784687,628281.9898357
NaN,NaN,related,,3,3,627418.5290358,628569.1108522
NaN,NaN,related,,4,1,627429.8162459,628488.398952
0,1.43771039997227,unrelated,Vergessen,3,3,627441.4507364,628480.0488584
NaN,NaN,related,Vergessen,3,1,627451.6343841,628197.6786502
NaN,NaN,related,Vergessen,2,1,627462.3685214,628292.9574147
NaN,NaN,unrelated,Vergessen,4,3,627474.2090746,628121.7187425
NaN,NaN,unrelated,Vergessen,2,3,627484.5593004,628088.5612089
NaN,NaN,unrelated,Vergessen,3,4,627496.3903235,628164.9957029
1,1.4662524999585,related,Wissen,3,2,627506.5287414,628400.7337019
NaN,NaN,related,Wissen,2,3,627516.4651994,628014.1791473
NaN,NaN,related,Erinnern,1,3,627527.3119815,628372.7974913
1,1.1430383999832,related,Wissen,2,1,627537.5973447,628449.6007815
1,1.47598850005306,unrelated,Wissen,1,2,627548.4672316,628304.2167193
NaN,NaN,unrelated,,2,4,627559.8372355,628429.824634
0,2.18470159999561,related,Vergessen,1,3,627571.7285223,628419.6319317
NaN,NaN,unrelated,Wissen,1,1,627583.1411963,627958.5616377
1,1.26624509994872,unrelated,Wissen,4,4,627593.3313945,628381.763108
NaN,NaN,related,,3,2,627604.4384986,627980.2341763
0,1.25975269998889,related,Wissen,3,4,627616.1383392,628207.1834052
NaN,NaN,related,,4,1,627627.3028097,628227.6329526
NaN,NaN,unrelated,,4,1,627637.76944,627968.7844683
NaN,NaN,unrelated,Vergessen,4,4,627647.9764228,628457.7236773
NaN,NaN,unrelated,Vergessen,1,2,627658.0757288,628468.888084
1,1.73762310005259,,Erinnern,1,4,627668.1454277,628580.452311
NaN,NaN,related,Vergessen,1,4,627680.0541815,628239.0746924
1,1.42024330003187,,Wissen,1,2,627690.1213139,628363.6513891
NaN,NaN,unrelated,Vergessen,1,1,627701.9256279,628538.7218682
NaN,NaN,related,Vergessen,2,3,627712.1619395,628332.9802646
NaN,NaN,unrelated,Vergessen,2,2,627722.4808473,628034.4486096
NaN,NaN,related,,4,3,627732.5328859,627947.2034103
1,1.54644469998311,unrelated,Wissen,4,3,627743.0657437,628519.5823043
1,2.53700939996634,unrelated,Vergessen,2,4,627754.1411408,628142.4273538
0,1.00047959992662,unrelated,,4,2,627764.4890894,628528.8952304
NaN,NaN,unrelated,Erinnern,2,1,627776.3733882,628110.4142943
NaN,NaN,unrelated,Vergessen,3,4,627786.5628414,628352.9451281
NaN,NaN,unrelated,,4,2,627797.0569715,627935.72769
1,1.75067659991328,related,Wissen,1,1,627807.0955357,628410.4098099
NaN,NaN,related,Vergessen,1,2,627817.939233,628154.3574201
1,1.51411009998992,unrelated,Vergessen,2,4,627827.9457162,628499.7425382
1,1.06529089994729,related,Erinnern,2,4,628852.8999363,630231.3263643
0,1.29579850006849,unrelated,Vergessen,1,4,628871.8533641,629878.3111718
1,2.24316850001924,related,Vergessen,3,1,628882.477291,629750.0617659
NaN,NaN,related,Vergessen,4,1,628894.7246631,629960.0687974
NaN,NaN,unrelated,Vergessen,1,4,628904.4396832,629941.5766861
NaN,NaN,related,Vergessen,3,1,628914.4798664,630163.8868315
1,1.22965230001137,unrelated,,3,3,628925.6492147,629970.258082
0,1.78890180005692,related,Erinnern,2,3,628935.6524703,630107.3028112
1,0.773427799926139,unrelated,Wissen,2,1,628945.5729086,629988.8626495
1,1.66762180009391,related,Erinnern,3,4,628957.0046694,629648.888668
NaN,NaN,unrelated,Vergessen,3,1,628967.9019845,630117.2342695
NaN,NaN,related,Vergessen,4,2,628978.0525719,630023.0504571
1,2.39489429991227,related,Wissen,4,2,628988.506365,629895.2285015
NaN,NaN,related,Vergessen,4,1,628998.7046763,630127.7923766
1,1.8569399000844,related,Wissen,1,2,629009.1603872,629848.4121065
NaN,NaN,unrelated,Vergessen,3,4,629019.7626713,629739.6003678
NaN,NaN,related,Vergessen,1,3,629029.5990132,629858.6908061
0,1.49326310004108,related,Erinnern,2,4,629040.075736,630214.1848155
1,1.26698099996429,related,Erinnern,4,2,629050.0760056,629720.4016608
NaN,NaN,related,Vergessen,2,3,629060.0421895,630137.1911292
NaN,NaN,unrelated,Vergessen,4,4,629071.3430235,630173.7664964
1,0.36689900001511,related,Erinnern,2,3,629081.6765724,630190.829218
0,1.7447119000135,unrelated,Erinnern,1,2,629092.0884167,630222.5628201
NaN,NaN,related,Vergessen,2,2,629101.7683407,630090.3824567
1,1.34472110006027,unrelated,Erinnern,3,1,629111.333435,630081.5584836
1,0.496175799984485,related,,2,2,629122.4257904,629932.238219
0,2.52183460001834,unrelated,Vergessen,4,3,629132.4988517,629780.5768217
1,0.815846399986185,,Wissen,1,3,629143.5435336,629886.9432011
NaN,NaN,unrelated,Vergessen,2,1,629155.4094805,629667.8476056
0,1.30492319993209,related,Wissen,2,4,629166.5777908,629770.9179682
1,2.9436718999641,related,Erinnern,4,4,629176.4459471,629921.185894
1,1.05086920002941,related,Erinnern,1,1,629186.9914952,630043.969266
1,0.780158800072968,related,Erinnern,4,4,629196.8082213,629980.2544011
0,0.332209900021553,unrelated,Erinnern,3,2,629206.5264431,630182.9876204
NaN,NaN,,Wissen,2,2,629218.6481336,629838.0226665
0,1.19942679989617,related,Wissen,2,1,629230.4466239,629799.8425084
NaN,NaN,related,Vergessen,1,2,629240.0851802,629810.2961115
0,0.648804500000551,unrelated,Erinnern,1,1,629249.8544293,630205.0473222
1,1.99853730003815,,Erinnern,3,3,629260.31272,630062.5764064
1,1.64140149997547,unrelated,Erinnern,1,3,629272.1285087,629658.8147021
1,0.485990600078367,,Erinnern,2,2,629282.0193538,630198.0910978
NaN,NaN,unrelated,,4,2,629293.8511279,630032.6385193
1,1.22303390002344,,Erinnern,1,1,629303.6001291,629951.41557
