0,
1,
2,
3,
4,1.0
5,1.0
6,0.752
7,1.0
8,1.0
9,1.0
10,0.48
11,1.0
12,0.498
13,1.0
14,1.0
15,0.77
16,1.0
17,1.0
18,1.0
19,0.28200000000000003
20,1.0
21,0.0
22,1.0
23,0.726
24,1.0
25,1.0
26,1.0
27,1.0
28,0.474
29,1.0
30,1.0
31,1.0
32,1.0
33,1.0
34,
35,
36,
37,
38,
39,
40,0.768
41,0.754
42,1.0
43,1.0
