screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,531105.4484658
1,1,3,531110.3193045
1,1,2,531114.1202283
0,0,4,531117.8142052
0,0,4,531121.5447304
1,1,3,531125.1285219
1,1,2,531128.7508606
1,0,1,531132.4386869
1,1,3,531136.2310513
1,1,2,531139.9758891
1,0,1,531143.6858377
1,0,1,531147.15057
1,1,2,531151.1585836
0,0,4,531154.6384568
1,1,3,531158.3191156
0,0,4,531162.01541
1,0,1,531165.5673081
0,0,4,531169.3668885
1,0,1,531173.1826016
1,1,3,531176.767272
1,1,3,531180.5754715
1,1,2,531184.2147012
1,1,2,531188.190261
0,0,4,531191.9106687
1,0,1,531195.4545641
0,0,4,531198.9816536
1,1,2,531202.5975995
1,0,1,531206.2383629
0,0,4,531209.8146885
1,1,2,531213.3430154
1,1,3,531216.9672888
1,1,3,531220.4062563
1,1,2,531223.8705799
0,0,4,531227.3823991
1,1,2,531230.9581812
1,1,3,531234.5108215
1,0,1,531237.983089
0,0,4,531241.6463949
1,0,1,531245.5419649
1,1,3,531249.2952509
0,0,4,531261.5547582
1,1,2,531265.134434
0,0,4,531268.7264973
1,0,1,531272.4454949
1,1,3,531276.0789708
1,0,1,531279.8700442
1,1,3,531283.895091
1,1,2,531287.6220348
0,0,4,531291.1582627
1,1,3,531294.8629447
1,0,1,531298.6299721
1,0,1,531302.3342709
0,0,4,531306.0062858
1,1,3,531309.6066965
1,1,2,531313.4542089
1,1,2,531317.071089
1,1,2,531320.5901732
1,0,1,531324.1181692
0,0,4,531327.6301065
1,1,3,531331.2460237
0,0,4,531335.3263433
1,1,3,531339.1253164
1,0,1,531343.4307179
1,1,2,531347.4623562
1,1,3,531351.862289
1,1,3,531355.4141265
0,0,4,531358.9812193
1,0,1,531362.5733871
1,1,2,531366.1659011
0,0,4,531369.5340492
1,1,2,531373.1577453
1,0,1,531376.7434117
1,0,1,531380.3745076
1,1,3,531384.0217345
1,1,3,531387.9098204
1,1,2,531391.5259654
1,1,2,531395.1107974
0,0,4,531398.7100021
0,0,4,531402.5820588
1,0,1,531405.9424448
1,1,2,531416.4962598
1,0,1,531420.1572645
1,1,3,531423.7259073
1,1,2,531427.3334136
1,1,3,531430.9016954
1,0,1,531434.4771083
0,0,4,531438.1260933
0,0,4,531441.7978097
0,0,4,531445.4380289
1,1,2,531448.9417077
0,0,4,531452.6370502
1,0,1,531456.5255645
1,0,1,531460.1731989
1,1,3,531463.8865176
1,1,2,531467.565661
1,1,3,531471.0224956
0,0,4,531475.494645
1,0,1,531479.2064489
1,1,3,531482.733163
1,1,3,531486.1986287
1,0,1,531489.7185091
1,1,2,531493.3809524
0,0,4,531496.9259772
1,1,2,531500.6544875
1,0,1,531504.1259125
1,1,3,531507.6945607
1,0,1,531511.2860605
0,0,4,531514.8466588
0,0,4,531518.5895862
1,1,2,531522.7660426
1,1,3,531526.3336792
1,1,2,531529.9106158
1,0,1,531533.3901051
1,1,2,531536.8542141
1,1,3,531540.4783985
0,0,4,531544.1507046
1,0,1,531547.7253631
1,1,2,531551.4222232
0,0,4,531555.0048184
1,1,3,531558.5421559
