recalled,rt,semantics,confidence,enc_freq,ret_freq,enc_onset,ret_onset
1,0.764663500001916,unrelated,Erinnern,4,2,23510.1596941,24528.2743935
1,0.382926000002044,unrelated,Erinnern,3,3,23521.7483841,24654.7498555
1,1.91124200000195,unrelated,Vergessen,2,2,23532.0885167,24504.8249927
1,0.403240400002687,unrelated,Wissen,1,3,23543.0694814,24682.3432464
1,1.55402709999908,unrelated,Erinnern,4,4,23554.808206,24402.9173639
1,0.953252600000269,unrelated,Erinnern,4,1,23565.0466227,24465.0597614
1,0.263386400001764,unrelated,Erinnern,2,3,23575.6204087,24710.5137237
0,1.30784140000105,unrelated,,3,3,23586.0992772,24320.8284183
1,0.560567900000024,unrelated,Erinnern,3,1,23596.3660479,24370.1181438
0,2.51443090000248,related,Vergessen,3,4,23606.395159,24301.2441309
0,0.887354200000118,unrelated,Erinnern,2,2,23616.4160898,24260.7442425
1,0.794161499998154,related,Erinnern,3,1,23626.501928,24457.6215779
1,2.28261279999788,unrelated,Wissen,1,4,23637.4111447,24311.365095
0,1.11629019999964,unrelated,Erinnern,1,4,23647.5587063,24331.0548635
1,0.716727999999421,unrelated,Vergessen,4,4,23658.0274159,24283.8053271
1,0.611564099999669,unrelated,Erinnern,2,1,23667.9016798,24605.2682167
0,1.86900620000233,unrelated,Wissen,3,2,23678.052694,24566.6833507
1,0.564903999998933,unrelated,Erinnern,3,1,23687.9730143,24411.3945901
1,0.303116299997782,related,Erinnern,4,2,23698.1704665,24689.4921089
1,0.395925300003,unrelated,Wissen,2,2,23708.2025388,24433.4732132
0,0.672176500000205,unrelated,Erinnern,3,2,23718.3935098,24513.63685
0,1.13593649999893,unrelated,Vergessen,1,3,23728.5846001,24472.5407501
1,0.817997400001332,unrelated,Erinnern,2,4,23738.8527765,24268.4106123
1,1.42249359999914,unrelated,Erinnern,4,3,23748.4683571,24346.2222847
0,1.02378950000275,unrelated,Wissen,1,1,23758.3517738,24481.9218835
1,0.345212700001866,unrelated,Erinnern,3,3,23768.0981041,24696.4483776
1,0.31831450000027,unrelated,Erinnern,4,1,23777.807493,24640.9835203
1,0.292073199998413,unrelated,Erinnern,3,3,23787.7618381,24633.9901659
1,0.959424599997874,unrelated,Erinnern,3,1,23797.7485719,24418.7306515
1,0.545797499999026,unrelated,Erinnern,2,1,23807.732325,24490.3650976
1,0.591228400000546,unrelated,Erinnern,4,3,23817.6223056,24362.7043914
1,0.658166199998959,unrelated,Erinnern,2,3,23827.8441579,24338.9224739
0,1.74301030000061,unrelated,Vergessen,3,4,23837.7779949,24391.9071337
1,0.481097399999271,unrelated,Erinnern,3,2,23848.2427372,24576.071517
1,1.28349370000069,unrelated,Erinnern,2,3,23858.6805926,24275.9672611
1,0.605280099996889,unrelated,Erinnern,1,3,23868.392657,24550.7999762
1,0.292223100001138,unrelated,Erinnern,2,1,23878.7249735,24612.4875165
1,0.740394699998433,unrelated,Erinnern,1,2,23888.5759078,24497.5749729
1,0.419946000001801,related,Erinnern,2,4,23898.3651171,24598.1505304
1,1.17547539999941,unrelated,Erinnern,1,3,23908.0570228,24590.3587237
NaN,NaN,unrelated,Wissen,1,1,23917.9458008,24235.2015288
1,2.22571880000032,unrelated,Erinnern,4,4,23928.5787392,24557.9175742
0,0.852120300001843,related,Vergessen,3,2,23939.3841517,24252.1174596
1,0.518623700001626,unrelated,Erinnern,3,4,23949.2676582,24426.3705727
1,0.618542399999569,unrelated,Erinnern,4,1,23959.1368811,24441.4362775
1,0.594027099999948,unrelated,Erinnern,4,1,23968.9840074,24244.4025317
1,0.617174800001521,unrelated,Erinnern,4,4,23978.5899326,24619.7064217
1,0.32507710000209,unrelated,Erinnern,1,2,23988.1748744,24627.0472931
1,0.263754200001131,related,Erinnern,1,4,23997.9325798,24703.3884515
NaN,NaN,unrelated,Erinnern,1,4,24007.5860058,24448.6769958
1,0.690261899999314,unrelated,Erinnern,1,2,24017.8262283,24543.4691284
1,0.459182799997507,related,Erinnern,1,1,24027.737006,24675.3552503
1,0.489166600000317,unrelated,Erinnern,2,3,24037.4073388,24520.9617317
