screenActuallyFlickers,ppThinksItFlickers,flicker_condition,enc_onset
1,0,1,4102.3714451
1,1,3,4106.4021412
1,1,2,4110.1147639
0,0,4,4113.8427963
0,0,4,4117.653735
1,1,3,4121.3401636
1,1,2,4124.9465701
1,0,1,4128.5465321
1,1,3,4132.2103083
1,1,2,4136.0018872
1,0,1,4139.6262931
1,0,1,4143.1228566
1,1,2,4146.7539907
0,0,4,4150.5060198
1,1,3,4154.0486254
0,0,4,4157.633587
1,0,1,4161.3941266
0,0,4,4164.9534107
1,0,1,4168.5702649
1,1,3,4172.0658026
1,1,3,4175.6573164
1,1,2,4179.2815213
1,1,2,4182.858105
0,0,4,4186.3065514
1,0,1,4189.8507987
0,0,4,4193.4019816
1,1,2,4196.9456067
1,0,1,4200.785478
0,0,4,4204.4651136
1,1,2,4208.0812003
1,1,3,4211.7612917
1,1,3,4215.2252777
1,1,2,4218.7289495
0,0,4,4222.2333658
1,1,2,4225.7213374
1,1,3,4229.345296
1,0,1,4232.8889789
0,0,4,4236.3684788
1,0,1,4239.9540704
1,1,3,4243.4177577
0,0,4,4253.3030291
1,1,2,4256.9612065
0,0,4,4260.5461366
1,0,1,4264.1771627
1,1,3,4267.7206845
1,0,1,4271.4100538
1,1,3,4274.9213538
1,1,2,4278.4580202
0,0,4,4281.9219574
1,1,3,4285.433441
1,0,1,4289.1045336
1,0,1,4292.5135615
0,0,4,4296.1383195
1,1,3,4299.5855216
1,1,2,4303.1543151
1,1,2,4306.6018224
1,1,2,4310.0264434
1,0,1,4313.5214051
0,0,4,4317.1780725
1,1,3,4321.0814246
0,0,4,4324.7705779
1,1,3,4328.009691
1,0,1,4331.5458969
1,1,2,4335.1312992
1,1,3,4338.6821985
1,1,3,4342.2821592
0,0,4,4345.761207
1,0,1,4349.4172913
1,1,2,4352.9298698
0,0,4,4356.3694312
1,1,2,4359.8818283
1,0,1,4363.3775884
1,0,1,4366.8016557
1,1,3,4371.0893877
1,1,3,4374.6572691
1,1,2,4378.1211783
1,1,2,4381.5296357
0,0,4,4384.8981034
0,0,4,4388.3061112
1,0,1,4391.7290684
1,1,2,4401.3538299
1,0,1,4404.8737848
1,1,3,4408.361621
1,1,2,4411.9364103
1,1,3,4415.5300429
1,0,1,4419.0175912
0,0,4,4422.3388089
0,0,4,4425.8260603
0,0,4,4429.4421529
1,1,2,4432.9941173
0,0,4,4436.5057762
1,0,1,4440.0410643
1,0,1,4443.6811892
1,1,3,4447.2341057
1,1,2,4450.785909
1,1,3,4454.2333936
0,0,4,4457.8021089
1,0,1,4461.4410846
1,1,3,4465.0655071
1,1,3,4468.5780352
1,0,1,4472.1300565
1,1,2,4475.752892
0,0,4,4479.1852014
1,1,2,4482.8332054
1,0,1,4486.3449337
1,1,3,4489.9135739
1,0,1,4493.5289832
0,0,4,4497.0019793
0,0,4,4500.5781196
1,1,2,4504.0658576
1,1,3,4507.5761108
1,1,2,4511.1289836
1,0,1,4514.5133381
1,1,2,4517.9210434
1,1,3,4521.4172338
0,0,4,4524.8736462
1,0,1,4528.3779399
1,1,2,4531.9460767
0,0,4,4535.4654631
1,1,3,4539.0246238
