task,correct,enc_freq,enc_onset
DM,0,3,8774.52965336508
WM,1,2,8783.97576626508
WM,1,2,8793.31418464287
WM,1,4,8802.30641798254
DM,1,1,8811.22183741271
DM,0,3,8819.55257344287
WM,1,4,8827.89100037304
WM,1,1,8836.27559847779
WM,1,4,8844.48327226033
WM,1,1,8853.0293904905
DM,1,4,8861.63705520796
WM,1,4,8869.95242358254
WM,1,4,8878.12931515558
WM,1,2,8886.37547478254
WM,1,3,8894.4831212905
DM,0,4,8902.70616178254
DM,1,1,8910.91385226508
WM,1,2,8919.22150382542
DM,0,3,8927.74455924287
DM,1,1,8937.26761266033
WM,1,2,8945.79835968254
WM,1,2,8954.16755936033
WM,1,2,8962.52907207779
WM,1,2,8970.61365567304
WM,1,4,8978.92903499525
WM,1,2,8987.28284784287
DM,1,2,8995.66743202542
DM,1,4,9003.81356402542
WM,1,1,9012.00582558254
WM,1,4,9020.16739686508
DM,0,4,9028.40580554762
DM,0,2,9036.54424317779
WM,1,3,9044.67499144287
DM,0,3,9053.02879942542
WM,1,4,9061.25184807304
WM,1,3,9069.38260666033
WM,1,1,9077.53642364287
WM,1,2,9085.65179277779
WM,1,1,9093.93638097779
DM,0,3,9102.06712164287
WM,1,3,9110.42093904288
WM,1,4,9118.64398917304
WM,1,4,9126.75936386508
WM,1,3,9134.91317584287
WM,1,2,9143.15931459525
WM,1,4,9151.38235248254
DM,0,4,9159.68233272542
WM,1,3,9167.95923697779
WM,1,1,9176.09766837779
DM,0,2,9184.28995809525
DM,0,2,9192.65906298254
DM,0,2,9201.02836957779
DM,0,1,9209.35142003017
WM,1,4,9217.41293164287
WM,1,3,9225.55907651271
WM,1,4,9233.82827667779
DM,1,3,9242.05131547304
WM,1,3,9250.22822636508
DM,0,1,9258.38974813017
DM,1,4,9266.78972154762
WM,1,2,9275.01277334287
WM,1,3,9283.15890664762
DM,0,1,9291.35120196508
WM,1,1,9299.87422722542
WM,1,3,9881.18790664287
WM,1,3,9890.41866824762
WM,1,3,9898.70323026033
DM,0,4,9906.89551467304
DM,0,1,9915.0108691905
WM,1,4,9923.07239466033
DM,0,3,9931.26468436033
WM,1,1,9939.38003194287
DM,0,3,9947.41078404288
WM,1,2,9955.39537016033
WM,1,1,9963.45689403017
WM,1,1,9971.57226214762
WM,1,4,9979.73375734287
DM,1,2,9988.37220496033
WM,1,3,9996.44910407779
WM,1,2,10004.6106183254
WM,1,3,10012.6413595778
WM,1,4,10020.725945708
WM,1,2,10028.7874661778
WM,1,1,10036.9489745603
WM,1,3,10045.2028088302
WM,1,2,10053.5258542127
WM,1,3,10061.587367508
WM,1,2,10069.7027305429
WM,1,2,10077.7641627825
DM,0,1,10085.9565350603
WM,1,3,10094.0488108302
WM,1,2,10102.1334006254
WM,1,1,10110.1487625953
WM,1,4,10118.3410636302
DM,0,2,10126.4333241429
WM,1,1,10134.4640698429
WM,1,1,10142.6409790778
WM,1,1,10150.7255787651
DM,0,4,10158.8640311476
WM,1,2,10166.9024442651
WM,1,3,10174.9485778603
WM,1,3,10183.0562431429
DM,0,1,10191.3023704476
WM,1,2,10199.3638770254
WM,1,4,10207.3792562476
WM,1,3,10215.4561401429
DM,0,1,10223.3945768905
DM,1,2,10231.4253359953
WM,1,1,10239.494527073
WM,1,1,10247.779128308
WM,1,2,10255.9560332952
DM,1,2,10264.1021634953
DM,0,3,10272.1636758825
WM,1,4,10280.1944207603
DM,0,3,10288.3713192476
WM,1,4,10296.4789732825
DM,0,1,10304.5481814254
DM,0,2,10312.5635496127
WM,1,2,10320.6404617651
WM,1,3,10328.7558163302
DM,0,2,10336.8634934825
WM,1,2,10344.9788427651
WM,1,1,10353.1557346603
WM,1,1,10361.1710998952
WM,1,4,10369.2864398825
WM,1,2,10377.3941334953
WM,1,4,10385.3402618778
WM,1,2,10393.4248708476
DM,0,3,10931.2309628603
WM,1,4,10939.7770910952
DM,0,1,10948.1770644429
WM,1,4,10956.3231971254
WM,1,1,10964.4998190825
WM,1,4,10972.5923672825
WM,1,4,10980.7538092825
DM,1,4,10989.0229289825
WM,1,4,10997.2151507825
WM,1,1,11005.1845320825
DM,0,4,11013.5538098825
WM,1,1,11021.8614152825
DM,0,1,11030.1306782825
WM,1,4,11038.1306017825
WM,1,2,11046.2921619825
WM,1,2,11054.5612847825
