task,correct,enc_freq,enc_onset
WM,1,3,11062.7381864825
DM,0,2,11070.7997841651
WM,1,2,11078.9766789825
DM,1,2,11086.9920342778
WM,1,1,11095.4227807603
DM,1,4,11103.5689033603
WM,1,4,11111.6304268603
DM,0,4,11119.7919414429
DM,0,3,11127.8457594429
DM,0,2,11135.8918974953
WM,1,3,11143.9226520778
WM,1,3,11151.8918367254
WM,1,1,11159.9841370302
WM,1,1,11168.1302520254
WM,1,1,11176.3071621778
DM,0,2,11184.3840632778
DM,1,1,11192.607101908
DM,0,2,11200.8147689429
WM,1,3,11208.9301459778
DM,1,3,11216.8839715476
WM,1,4,11225.0916344778
WM,1,4,11233.2146656825
WM,1,3,11241.2069557254
WM,1,3,11249.0992494603
DM,0,3,11257.2376913778
DM,0,3,11265.2145999476
WM,1,1,11273.1837905254
DM,0,1,11281.2991593651
WM,1,4,11289.3760544825
WM,1,1,11297.4913776825
WM,1,3,11305.6990891778
WM,1,1,11313.7913648905
WM,1,3,11321.8605483825
WM,1,1,11329.8451695254
WM,1,2,11337.8451702651
WM,1,1,11346.0374323476
DM,0,1,11354.2758615302
DM,0,4,11362.4527620953
WM,1,2,11370.591189808
WM,1,2,11378.8142444905
WM,1,3,11386.9757726127
DM,0,4,11395.1065278476
DM,0,4,11403.1218838651
WM,1,3,11411.1833910127
DM,0,4,11419.5679760778
WM,1,3,11427.6371885302
WM,1,1,11435.6525759825
DM,1,3,11443.7140561254
