task,correct,enc_freq,enc_onset
WM,1,4,265134.906999589
WM,1,4,265143.960957269
WM,1,4,265152.745562078
WM,1,2,265161.322458456
DM,1,1,265171.176282078
DM,1,4,265181.576238891
WM,1,4,265190.791601402
DM,1,3,265199.499270434
WM,1,4,265209.068474691
WM,1,1,265219.230006212
,NaN,3,265229.037662889
WM,0,4,265239.329936267
WM,1,3,265249.245311489
WM,1,4,265257.852947523
WM,1,3,265266.875999869
DM,1,2,265275.914468767
DM,1,1,265284.414420202
DM,1,2,265293.852856067
WM,1,3,265303.245121647
WM,1,2,265312.875678489
DM,1,4,265322.414215989
WM,1,1,265331.529607389
WM,1,2,265341.275784547
WM,1,3,265350.137312601
DM,1,2,265359.275751889
WM,1,3,265368.344942302
DM,1,3,265378.360307091
DM,1,3,265387.675662547
WM,1,4,265396.744866912
WM,1,4,265406.829447702
WM,1,3,265416.360208356
DM,1,3,265425.529399658
DM,1,1,265435.452448202
WM,0,2,265444.683199612
WM,1,3,265455.321623023
WM,1,3,265464.652366445
WM,1,3,265473.16003378
WM,1,2,265481.898469812
WM,1,2,265490.82922008
WM,1,4,265499.452297689
WM,1,4,265508.813799167
DM,1,2,265517.752213502
WM,1,4,265527.082967212
WM,1,3,265536.236807578
DM,1,1,265545.482914402
DM,1,4,265554.521353745
WM,1,1,265563.998266467
WM,1,3,265572.759751901
WM,1,1,265583.098183612
WM,0,1,265591.928937191
DM,1,3,265602.536600889
WM,1,2,265611.690417867
WM,1,3,265620.059629923
WM,1,3,265629.051918067
DM,1,4,265637.88264328
WM,1,3,265646.921097456
WM,1,1,265656.759532478
DM,1,3,265665.482575556
WM,1,2,265674.474857412
DM,0,2,265683.467138891
WM,1,3,265692.328662889
DM,1,3,265701.320936623
DM,1,1,265710.136294491
WM,1,2,265718.874722091
,NaN,2,266398.903591578
WM,1,1,266409.303546834
WM,1,3,266418.265053489
WM,1,1,266427.895801291
DM,1,2,266436.765007112
,NaN,4,266446.103448067
DM,1,3,266456.48033508
WM,1,3,266465.134158612
WM,1,3,266474.17259648
WM,1,2,266482.857183791
WM,1,2,266491.434081001
DM,1,1,266500.172527234
WM,1,3,266509.341735291
,NaN,4,266518.764782391
WM,1,4,266529.133990823
WM,1,2,266538.203194212
DM,1,4,266546.972392491
WM,1,2,266556.903125589
DM,1,3,266565.464649691
WM,1,2,266574.395389589
DM,1,3,266584.041524867
WM,1,4,266592.695344023
WM,1,1,266601.964570367
WM,1,1,266610.364526591
WM,1,2,266618.987577712
WM,1,2,266627.287548791
DM,1,2,266635.77214608
WM,1,1,266644.633668267
WM,1,1,266653.356713802
WM,1,2,266661.848993356
WM,1,4,266670.310496158
DM,1,1,266678.664322912
WM,1,4,266689.30276358
WM,1,4,266697.802746245
WM,1,4,266706.20271648
DM,1,4,266714.571916712
DM,1,3,266723.110365489
WM,1,2,266731.671887489
WM,1,2,266740.294930989
WM,1,2,266748.733363867
WM,1,1,266757.094871002
DM,1,1,266765.433321667
DM,1,1,266773.964083189
DM,1,2,266782.733275267
DM,1,2,266791.494785402
DM,1,4,266800.694749902
DM,1,2,266809.271660923
WM,1,1,266817.817783123
DM,1,2,266826.525446669
WM,1,3,266835.256192812
DM,1,2,266844.617700789
DM,1,4,266853.256152056
WM,1,3,266861.979202823
DM,1,4,266871.656117978
WM,1,3,266880.902240678
DM,1,2,266889.640664545
DM,1,3,266898.025251656
WM,1,2,266906.679072845
WM,1,1,266915.671346258
WM,1,1,266925.094405569
WM,1,2,266933.625161767
DM,1,1,266941.802044291
WM,1,4,266950.394330212
DM,1,4,266958.925071769
WM,1,1,267624.230902267
WM,1,1,267632.969333023
WM,1,3,267642.807764702
WM,1,1,267651.500049502
WM,1,1,267660.376950502
WM,1,1,267668.999995102
WM,1,1,267678.630736034
WM,1,1,267687.846102691
DM,1,3,267696.492238678
WM,1,3,267705.515268789
WM,1,1,267714.076800056
WM,1,4,267722.599856356
WM,1,2,267731.030588945
WM,1,1,267739.869027112
WM,1,3,267748.361311423
DM,1,1,267756.984360802
WM,1,3,267765.815099347
DM,1,3,267774.038180069
DM,1,2,267782.953529323
DM,1,4,267791.884272012
WM,1,2,267800.99962038
DM,1,1,267810.245756123
WM,1,2,267818.968799912
WM,1,1,267827.638020823
WM,1,2,267836.037993791
WM,1,1,267844.614877358
WM,1,1,267853.145640667
WM,1,3,267861.799454091
WM,1,1,267870.168667045
DM,1,2,267878.668637302
WM,1,4,267887.514758801
WM,1,2,267895.976275412
WM,1,4,267905.068572567
DM,1,1,267913.883921969
WM,1,4,267922.506972191
DM,1,4,267930.953107369
DM,1,3,267939.853086289
DM,1,4,267948.629983191
WM,1,2,267957.899181934
WM,1,1,267966.522215089
WM,1,4,267975.083755323
WM,1,4,267983.768338189
DM,1,1,267992.091392023
WM,1,3,268000.952901101
WM,1,1,268009.399050489
WM,1,2,268017.799021234
WM,1,4,268026.329749558
WM,1,2,268034.791251189
WM,1,4,268043.322021878
DM,1,1,268052.168153491
WM,1,4,268060.998889245
WM,1,1,268069.368102512
WM,1,2,268077.706539245
DM,1,1,268086.044962389
WM,1,3,268094.875722767
WM,1,4,268104.19877938
DM,1,4,268112.667983902
WM,1,3,268121.160259391
DM,1,2,268129.591036178
WM,1,3,268138.344822358
DM,1,3,268146.74480598
DM,1,4,268155.66015968
DM,1,4,268164.521666169
WM,1,4,268173.452439356
