task,correct,enc_freq,enc_onset
,NaN,2,16097.0948227805
WM,1,1,16107.4947796219
WM,1,4,16116.7562842242
WM,1,3,16125.7177977047
DM,0,2,16135.0331539242
,NaN,1,16144.1869684047
WM,1,3,16154.5792595633
,NaN,1,16164.0561574828
WM,1,1,16174.3791922633
WM,1,2,16184.3945478633
WM,1,3,16193.8637641633
WM,1,1,16203.4483376242
WM,1,1,16213.5791076633
WM,1,4,16223.1252158242
WM,1,4,16232.6482658828
WM,1,4,16241.3328489437
WM,1,2,16250.5481997047
WM,1,3,16259.3712533437
WM,1,3,16268.6327755219
WM,1,3,16277.4481339242
WM,1,3,16286.3096424828
WM,1,1,16294.8096066805
WM,1,2,16303.6249622265
DM,1,1,16312.0864945414
WM,1,1,16321.9249292437
WM,1,1,16331.1941177805
WM,1,2,16339.6094926633
WM,1,2,16348.5479243047
DM,0,4,16358.2171219656
,NaN,4,16367.7863226461
DM,1,3,16378.0939909437
WM,1,1,16386.9708740265
DM,1,3,16396.4247051437
WM,1,2,16405.9246817633
DM,1,4,16414.3785046047
WM,1,1,16423.7323229828
DM,1,3,16433.4476815437
WM,1,1,16442.2784201414
DM,1,4,16451.5630060633
WM,1,4,16461.2245239414
WM,1,2,16470.0860243047
DM,1,1,16478.8398566437
WM,1,4,16488.2167495023
DM,1,2,16497.0628825609
WM,1,2,16506.5705415242
WM,1,3,16516.6628147242
DM,1,2,16526.0858749633
WM,1,4,16535.6550649461
DM,1,4,16544.6627447828
DM,1,3,16553.7165585851
WM,1,4,16563.4934516805
WM,1,1,16572.0088036242
DM,1,2,16580.8549400023
DM,1,1,16589.4779984828
DM,1,4,16598.6625837437
WM,1,2,16607.4779436633
WM,1,2,16616.6163833609
DM,1,3,16625.5240355656
WM,1,2,16634.5547830437
DM,1,3,16643.9239826047
WM,1,4,16652.9162740633
DM,1,1,16661.9777774633
DM,1,3,16670.6162205242
WM,1,2,16679.3007763805
WM,1,2,17347.5911789437
WM,1,3,17356.8526937414
WM,1,3,17365.4757361242
WM,1,3,17374.0680135437
WM,1,3,17382.7603113023
WM,1,4,17391.2064381414
WM,1,4,17399.8756271242
DM,1,3,17409.3371484242
WM,1,3,17418.7602038023
WM,1,3,17427.8140076242
WM,1,1,17437.5909129633
DM,1,4,17446.5216486242
WM,1,3,17455.8139362437
WM,1,4,17465.7677491437
WM,1,3,17475.1599751805
DM,1,4,17484.1369350437
DM,1,2,17494.0061319633
WM,1,4,17503.2368665242
DM,1,2,17511.8983857656
WM,1,3,17521.1445165828
WM,1,2,17530.7137343828
DM,1,1,17539.4598461437
WM,1,2,17548.6598130242
DM,1,3,17557.4982530047
DM,1,3,17566.8213146414
WM,1,1,17575.6674315633
DM,1,3,17585.7366380828
DM,1,4,17595.3673742437
DM,1,2,17605.4596521219
WM,1,2,17614.6134756242
WM,1,3,17625.1134360461
WM,1,1,17633.8980349805
DM,1,3,17642.8056840265
WM,1,1,17651.5595189047
WM,1,3,17660.8517895656
WM,1,3,17669.7825507609
DM,1,1,17679.4594400851
WM,1,1,17689.3363202461
DM,1,4,17697.9132264437
WM,1,3,17707.0747343242
WM,1,2,17715.9285682805
WM,1,1,17725.2515831805
WM,1,2,17734.5208188023
DM,1,1,17743.5592562023
WM,1,3,17752.6823050437
WM,1,4,17761.1591984656
WM,1,4,17770.1668576047
WM,1,1,17779.0437612461
DM,1,1,17788.0360466023
WM,1,2,17797.6052475242
WM,1,3,17806.7129194633
WM,1,1,17815.5436672023
DM,1,4,17824.5359410633
DM,1,2,17833.9743813828
DM,1,2,17843.0281912828
WM,1,4,17852.6281707437
DM,1,2,17862.5666053023
WM,1,4,17871.5742668805
WM,1,2,17881.0126959633
WM,1,4,17890.0203519461
WM,1,1,17899.5741832437
WM,1,1,17909.2049215219
WM,1,1,17918.2587380047
WM,1,1,17926.7125631805
WM,1,2,18537.3492624023
WM,1,4,18546.3107587656
DM,1,1,18555.5415135437
WM,1,2,18564.1953321414
DM,1,4,18572.6799188633
WM,1,3,18582.0414223242
WM,1,1,18591.1413917805
WM,1,1,18600.0413828633
WM,1,2,18608.4874971656
DM,1,3,18618.3721046805
DM,1,1,18627.1105297828
DM,1,2,18635.9412833609
WM,1,4,18645.5720226609
WM,1,3,18655.0642976242
WM,1,4,18664.3104336414
DM,1,1,18672.7565514242
WM,1,3,18682.4411405805
WM,1,4,18692.1026538828
DM,1,2,18701.5410825047
,NaN,1,18711.1256659242
WM,1,4,18721.3948752437
DM,1,2,18730.8025369633
DM,1,4,18740.0871006805
DM,1,4,18749.5409475242
WM,1,4,18758.7716917633
WM,1,3,18768.0024413242
DM,1,1,18776.3562579828
WM,1,2,18785.5869988437
WM,1,1,18794.4100337805
DM,1,4,18803.4100213828
DM,1,1,18812.6638345633
DM,1,3,18821.4099677047
WM,1,4,18830.6483980047
WM,1,3,18839.9099201609
WM,1,2,18848.8868105242
WM,1,1,18858.1329414219
DM,1,3,18866.6636758437
DM,1,2,18875.7636594219
WM,1,4,18884.5790171219
DM,1,1,18894.8020655023
WM,1,1,18904.2481866242
WM,1,2,18913.1097020437
WM,1,1,18922.3558287023
WM,1,4,18931.1711775242
WM,1,2,18939.7480768851
DM,1,2,18948.4249720242
WM,1,2,18957.6711022633
WM,1,4,18966.5326142437
WM,1,4,18974.9941292437
WM,1,4,18984.0864269219
WM,1,3,18992.9325460828
WM,1,2,19002.2325111656
DM,1,4,19012.9478745414
DM,1,1,19021.7016887242
DM,1,3,19030.4247417656
WM,1,2,19038.7708622047
WM,1,4,19047.3785359656
DM,1,4,19056.6477437633
DM,1,2,19065.2861770633
WM,1,2,19074.5938425414
WM,1,3,19083.4784430023
WM,1,1,19092.9168729805
WM,1,3,19101.3476212805
WM,1,3,19111.0475943219
