task,correct,enc_freq,enc_onset
WM,1,1,4235.38919107758
WM,1,1,4245.31991559825
DM,0,1,4254.1045032655
DM,0,3,4263.5890990655
DM,1,1,4272.11984179825
WM,1,2,4282.51981132067
DM,1,1,4292.26592197758
DM,1,2,4301.89666899825
WM,1,1,4311.97357301033
WM,1,2,4321.735070231
DM,1,1,4331.52735984308
DM,1,2,4341.76578745517
WM,1,1,4352.15036804308
WM,1,3,4361.35034271033
WM,1,4,4372.05802857758
DM,1,4,4381.49644022067
WM,1,1,4391.18872135517
WM,1,2,4400.95021882067
WM,1,3,4410.40404864308
WM,1,4,4419.71939770858
WM,1,4,4428.77323575517
DM,0,2,4437.89626504308
WM,1,4,4447.01165785517
DM,1,2,4456.87313671033
WM,1,2,4466.50388297583
WM,1,3,4475.85003497758
DM,1,1,4484.68074387583
DM,1,4,4493.64226408792
WM,1,1,4502.80377792067
WM,1,1,4511.62681997758
DM,1,3,4520.35756912067
WM,1,2,4529.31907355342
WM,1,3,4537.81904892067
DM,1,3,4547.08056574308
WM,1,2,4556.04207537583
WM,1,4,4565.71898263275
WM,1,3,4574.74202117583
WM,1,3,4582.91887687758
WM,1,1,4592.4035086655
WM,1,2,4600.99580835517
DM,1,3,4609.92652380858
WM,1,3,4619.70342978792
WM,1,3,4629.24185519825
DM,1,1,4637.76492034308
WM,1,4,4647.15718987583
WM,1,2,4655.52639267583
WM,1,3,4664.93405837583
WM,1,3,4673.57249408617
DM,1,1,4682.96477047583
DM,1,1,4692.04167685517
WM,1,3,4701.04933760858
DM,1,2,4710.63392149825
WM,1,3,4719.97235852067
,NaN,1,4728.64926342067
WM,1,3,4738.96462473275
DM,1,2,4747.79535332067
WM,1,4,4756.90302748792
WM,0,4,4765.33376923275
WM,1,3,4773.418346631
DM,1,2,4781.84910351033
DM,1,4,4792.21832518792
WM,1,1,4801.28751783275
WM,1,1,4810.45671594308
DM,1,1,4819.41822789825
WM,1,3,5467.92400288792
DM,1,4,5477.74704867583
WM,1,4,5486.88548782067
WM,1,3,5495.20850037758
WM,1,2,5504.45466208792
WM,1,1,5513.19309887583
WM,1,4,5521.77000217758
WM,1,2,5530.27767543275
WM,1,1,5538.60069627758
WM,1,4,5547.04684559825
WM,1,4,5555.84681265342
WM,1,2,5564.08525989825
WM,1,2,5573.00060909825
WM,1,4,5581.53904247583
WM,1,2,5590.23133179825
DM,1,3,5598.79283847583
WM,1,4,5607.81590681033
WM,1,1,5616.64663250858
WM,1,1,5626.08504557758
WM,1,3,5634.6312029655
WM,1,1,5643.09270739825
DM,1,2,5651.68499639825
WM,1,3,5661.46189264308
WM,1,4,5670.50032287583
DM,1,3,5679.1079933655
WM,1,4,5688.13103724308
WM,1,1,5697.36947029825
WM,1,4,5706.06945832067
WM,1,2,5715.30018872067
WM,1,4,5724.261705631
WM,1,2,5732.7616827655
WM,1,4,5741.56164809825
DM,1,2,5750.29239578792
WM,1,1,5759.46159178617
WM,1,1,5768.10003992067
WM,1,4,5776.7077133655
DM,1,1,5784.98460587583
WM,1,1,5793.63831837758
WM,1,3,5802.515308831
WM,1,1,5811.25375347583
DM,1,4,5820.8537265655
DM,1,3,5829.89216741033
WM,1,2,5838.930586331
DM,1,2,5847.44595037583
WM,1,4,5856.18439682067
DM,1,4,5864.88436232067
DM,1,2,5873.38432858617
WM,1,4,5881.90739158792
WM,1,3,5890.64583331033
WM,1,1,5898.99965704308
DM,1,1,5907.79962587583
WM,1,2,5916.34575729825
WM,1,3,5924.61496708792
DM,1,1,5933.01494321033
DM,1,3,5941.71490859825
DM,1,2,5951.62257382067
WM,1,2,5960.13791487758
WM,1,4,5968.72251907583
WM,1,3,5976.98402547758
WM,1,3,5985.29939699825
WM,1,2,5994.30705780858
DM,1,4,6003.12241944308
WM,1,1,6011.76855189825
WM,1,1,6020.11468048792
DM,1,4,6596.80528497583
DM,1,3,6605.62064862067
WM,1,2,6614.77446823275
WM,1,2,6622.96675082067
WM,1,2,6632.06671752067
WM,1,2,6640.56670277758
DM,1,3,6649.23589312067
WM,1,3,6657.94356302067
WM,1,4,6666.43584190858
DM,1,3,6674.58197427583
DM,1,2,6683.6819530655
DM,1,1,6692.67424777758
WM,1,2,6701.33577118792
WM,1,4,6709.68187607583
DM,1,2,6718.25877262067
WM,1,3,6726.80491615517
DM,1,3,6735.36641089825
WM,1,1,6743.94332155517
DM,1,4,6752.90482579825
DM,1,2,6761.54325147583
DM,1,1,6770.21247957758
WM,1,2,6779.04321805517
DM,1,1,6787.39703437583
DM,1,3,6796.62777992067
WM,1,2,6805.42775312067
DM,1,4,6813.98926173275
WM,1,4,6822.74308734308
DM,1,1,6831.61997217583
WM,1,2,6842.18148438792
DM,1,4,6850.59683847583
WM,1,3,6859.4122061655
WM,1,2,6868.50448512067
WM,1,1,6877.54291592067
WM,1,3,6885.89674155342
WM,1,3,6894.91979467583
WM,1,1,6903.38129707583
WM,1,2,6911.68896392067
DM,1,4,6920.51972557758
WM,1,1,6929.54275300858
WM,1,2,6938.91965904308
WM,1,1,6948.035017231
WM,1,2,6956.75808295517
WM,1,2,6965.12727202067
DM,1,4,6973.28879287583
DM,1,4,6981.78106727583
DM,1,4,6990.38873327583
WM,1,3,6998.86564097583
WM,1,4,7007.1886912655
DM,1,3,7015.70404992067
WM,1,1,7024.32709979825
WM,1,3,7032.59631053275
WM,1,4,7041.30398002067
WM,1,1,7050.59626577583
WM,1,4,7059.81160650858
WM,1,3,7068.11928693275
DM,1,3,7076.41926042067
WM,1,3,7085.09614582067
WM,1,4,7093.70381841033
WM,1,1,7101.92687114308
DM,1,4,7111.01145868792
DM,1,3,7119.26527937583
DM,1,2,7128.00372194308
WM,1,4,7136.81908254308
WM,1,4,7145.4421310655
