task,correct,enc_freq,enc_onset
WM,1,4,4079.61825068742
DM,0,3,4088.86437697425
WM,1,1,4098.62587607425
DM,1,4,4107.44124028682
WM,1,4,4117.2642791994
DM,0,3,4126.25648408743
WM,1,1,4135.17192368682
WM,1,3,4144.73342941197
WM,1,1,4153.6795513994
DM,1,1,4163.04106462455
WM,1,4,4171.6948753994
WM,1,2,4181.4102391497
WM,1,1,4190.35635151197
WM,1,2,4199.36400768683
WM,1,1,4208.22552168682
WM,1,1,4217.23317483652
DM,1,1,4226.01777168682
WM,1,2,4234.80235548683
WM,1,3,4243.23309553653
WM,1,2,4251.42538498682
DM,1,4,4259.77921137485
WM,1,1,4268.3330107994
WM,1,2,4277.32529868682
DM,1,3,4285.60217852395
DM,1,3,4294.43292488682
WM,1,2,4303.57135888682
WM,1,3,4312.1790209994
DM,1,3,4320.7328482994
WM,1,1,4329.6635858994
DM,1,1,4338.1635603994
WM,1,4,4346.90970402455
DM,1,2,4355.44042078682
WM,1,4,4364.04809147425
WM,1,1,4372.62498063652
WM,1,4,4381.24802788682
DM,1,4,4389.80953918682
DM,1,3,4398.27105271198
WM,1,1,4406.74027767485
WM,1,3,4415.77868456168
DM,1,3,4424.46322368742
WM,1,2,4433.1401689994
WM,1,1,4441.61706508682
WM,1,1,4450.50934291198
WM,1,3,4458.8939311994
WM,1,2,4467.7785160994
WM,1,1,4476.17848611197
DM,1,4,4484.6092265994
WM,1,1,4493.6784298994
WM,1,4,4501.8091683994
WM,1,1,4510.1475997994
DM,1,4,4518.6091132994
WM,1,2,4527.34744498743
WM,1,3,4535.50138186168
DM,1,4,4543.82439308743
WM,1,1,4552.63979421197
WM,1,3,4561.0243572994
WM,1,1,4569.5012775994
WM,1,3,4578.16277228682
DM,1,2,4586.77043178682
DM,1,4,4595.52424148682
DM,1,4,4604.49344558682
WM,1,2,4613.15495382455
WM,1,2,4621.80876827425
WM,1,1,4630.1625933994
WM,1,4,5189.09142848743
DM,1,2,5198.23764998683
DM,1,1,5207.1991590994
WM,1,3,5216.09912136168
WM,1,1,5225.93755821197
DM,1,2,5234.70675423713
DM,1,3,5243.62980528683
WM,1,3,5252.16054867425
WM,1,3,5260.87590468682
WM,1,3,5269.26049387425
WM,1,3,5277.36046437425
WM,1,2,5285.82196586168
DM,1,2,5294.30656448682
WM,1,3,5302.84499671197
DM,1,2,5311.3141961491
DM,1,1,5319.92188611198
WM,1,4,5329.53721331197
DM,1,4,5337.7756440994
WM,1,4,5346.7986990994
WM,1,4,5355.06789631197
WM,1,2,5364.08326267485
WM,1,4,5372.75246258682
DM,1,1,5381.36012692455
DM,0,1,5390.08317031197
WM,1,3,5398.09853882455
WM,1,3,5406.79850511197
DM,1,4,5415.16769437425
DM,1,2,5423.96766408682
WM,1,1,5433.06764498682
WM,1,2,5441.2983977994
DM,1,2,5449.71373226168
WM,1,4,5458.3983255994
WM,1,4,5466.84446251197
WM,1,2,5475.39057511197
WM,1,2,5483.6828532491
WM,1,4,5491.90590147425
WM,1,3,5499.99818741197
