task,correct,enc_freq,enc_onset
DM,0,2,10789.8352401792
DM,1,2,10799.3736574338
,NaN,1,10808.9120900338
WM,1,3,10819.3351436546
WM,1,4,10828.6658774338
WM,1,4,10837.3581627507
DM,1,3,10846.8427585377
WM,1,4,10855.1503651792
WM,1,3,10864.6503882338
WM,1,4,10872.8272974961
WM,1,1,10881.1118939961
DM,0,4,10889.4503264546
WM,1,4,10897.8195183299
WM,1,1,10906.0118145792
,NaN,4,10914.1039567792
WM,1,4,10924.3733077546
WM,1,2,10932.7655019792
DM,1,4,10941.2577895792
WM,1,2,10949.3731393792
WM,1,1,10957.2269225792
WM,1,4,10965.7193003792
DM,0,1,10973.9346222792
DM,1,3,10982.0730605792
WM,0,2,10991.9499340792
DM,0,2,11000.1037004792
,NaN,3,11008.2345467792
DM,1,1,11018.4884149585
WM,1,3,11027.3037751546
WM,1,4,11035.8806611299
DM,0,3,11044.2960305338
WM,1,1,11052.6036910923
DM,0,4,11060.749816713
WM,1,3,11071.5344086338
WM,1,4,11081.703603913
WM,1,3,11090.972818413
DM,0,4,11099.6266270299
DM,1,2,11107.8496948546
WM,1,1,11117.8035153961
WM,1,3,11126.4111703338
DM,1,3,11134.8726884546
WM,1,1,11144.9418775715
,NaN,1,11153.9649391169
WM,1,3,11164.3110670338
WM,1,4,11173.3571947338
WM,1,2,11181.9956235715
DM,1,1,11190.5108966792
WM,0,2,11199.2417347546
WM,1,2,11209.4801643169
WM,1,2,11217.9339747922
WM,1,4,11226.6647387169
DM,0,3,11234.910860713
DM,1,3,11243.6415966754
WM,1,1,11253.0338851922
WM,1,3,11261.4338547507
WM,1,3,11269.7261493585
WM,1,1,11278.279967913
DM,1,2,11287.5184148585
WM,1,4,11295.6260674546
DM,1,3,11304.633725113
DM,1,2,11313.2567843715
WM,1,3,11322.6490623961
WM,1,2,11331.0644252338
WM,1,2,11339.725929313
DM,1,1,11348.3182411585
DM,1,3,11884.893578013
DM,1,4,11893.7396997792
DM,1,1,11902.6319891923
WM,1,3,11910.7781280377
WM,1,2,11919.5627154922
,NaN,4,11929.9780899585
WM,1,2,11940.3780436338
WM,1,4,11948.6164730507
WM,1,2,11958.0933799754
WM,1,3,11966.2010397715
DM,0,2,11974.4394767377
DM,0,2,11982.477917113
WM,1,1,11991.1317477169
DM,1,4,12000.0624804922
WM,0,3,12009.8701483546
DM,1,2,12018.716269313
DM,1,4,12027.9931581923
DM,1,1,12038.7623637546
WM,1,3,12048.6469665792
DM,0,3,12056.9853939338
WM,1,1,12065.0315102792
WM,1,4,12072.8930315338
WM,1,1,12081.0853247922
DM,1,2,12089.5468347377
WM,1,2,12097.5160416377
