task,correct,enc_freq,enc_onset
WM,1,4,674.741402966937
WM,1,2,683.795255566937
WM,1,4,692.595178566938
DM,0,4,701.325970466938
WM,1,1,710.656661666938
WM,1,2,719.349060766938
DM,1,1,727.948961566938
WM,1,2,736.73363576775
DM,1,3,745.341155666938
WM,1,2,754.271936566937
WM,1,1,763.794928666937
WM,1,2,772.6258151355
WM,1,2,781.171941336312
WM,1,3,790.479618600813
WM,1,1,798.718051036313
WM,1,3,808.033416768563
DM,0,1,816.333384702437
WM,1,2,824.864134069375
WM,1,1,833.617952066938
WM,1,3,842.371771202437
DM,1,4,851.310217902437
WM,1,4,860.302497602437
WM,1,3,868.64092020325
WM,1,3,877.0562938355
WM,1,3,885.9178037355
WM,1,3,894.240876233875
WM,1,1,903.025405666938
WM,1,4,911.502196566938
WM,1,1,919.517676166938
DM,1,4,927.825327066938
WM,1,2,936.317625266938
WM,1,1,944.540726368563
DM,0,2,953.363767066937
WM,1,3,961.709886966938
WM,1,2,970.717485266938
DM,0,2,979.009860100812
DM,0,2,987.202132802437
DM,0,4,995.825185102437
WM,1,1,1004.1944223355
DM,0,3,1013.4405280355
WM,1,1,1021.6943498355
WM,1,4,1031.23278970081
WM,1,2,1039.36352786775
WM,1,2,1047.64812156938
WM,1,1,1055.97117900244
WM,1,1,1064.54807826856
DM,1,1,1074.31727336856
WM,1,3,1082.97878433631
WM,1,1,1091.30953460325
WM,1,4,1100.38642486694
DM,0,3,1109.40949280081
WM,1,1,1117.77870190081
WM,1,3,1125.94021130244
WM,1,3,1134.40172493469
WM,1,1,1144.71707226937
WM,1,3,1153.02473776937
WM,1,4,1161.30933453631
WM,1,1,1170.09392747019
WM,1,2,1178.70159466694
DM,0,2,1186.97850416775
WM,1,4,1195.29387686938
DM,0,1,1203.85537323388
DM,0,3,1212.77072186937
DM,1,1,1222.78608540244
DM,1,4,1784.73835280162
DM,0,1,1793.3613968355
WM,1,4,1801.79215960162
WM,1,3,1809.96892196694
DM,0,4,1818.04586716694
WM,1,2,1826.35359706694
WM,1,4,1834.96119086694
WM,1,2,1843.18427886694
WM,1,3,1851.45356136775
DM,0,4,1859.56884836694
DM,0,3,1867.79195360325
WM,1,1,1876.11492196694
WM,1,4,1884.56114580244
WM,1,2,1892.56111340325
DM,0,4,1901.12264700244
WM,1,3,1909.42263693469
DM,1,4,1918.20721770081
DM,0,3,1926.49951760244
DM,0,3,1937.27638743469
WM,1,3,1945.58405410244
WM,1,1,1954.39940570244
DM,1,2,1962.93015240081
WM,1,2,1971.06860216775
DM,1,2,1979.95318480081
WM,1,1,1989.55316590162
DM,1,3,1997.8223676355
DM,0,1,2006.38388823388
WM,1,4,2014.83000566775
WM,1,1,2023.09152250162
WM,1,3,2031.37611363469
WM,1,1,2040.11454086694
WM,1,1,2048.47606096937
WM,1,1,2056.92989276856
DM,0,4,2065.29910736775
DM,0,3,2073.74522513631
WM,1,2,2082.1759734355
WM,1,3,2090.69124316694
WM,1,3,2098.9297671355
DM,1,3,2107.18359126856
WM,1,4,2115.80664526938
DM,0,1,2124.20661436694
WM,1,3,2132.91427797019
DM,0,1,2141.42196476856
DM,0,1,2149.76038683631
DM,0,3,2158.35267346938
WM,1,2,2167.09111356938
WM,1,2,2176.3064689355
DM,0,2,2184.49876113631
WM,1,2,2192.92950286856
WM,1,1,2201.31409413469
DM,0,2,2209.62946060162
DM,0,4,2217.92174616775
DM,0,2,2226.06018080081
WM,1,3,2234.2909324355
WM,1,1,2242.81398323469
WM,1,1,2251.36010920244
WM,1,4,2259.62930986937
WM,1,1,2267.80621543631
WM,1,2,2275.8908051355
DM,0,2,2284.3061730355
DM,0,1,2292.6907681355
WM,0,4,2301.93688616856
WM,1,4,2310.1137856355
WM,1,2,2318.57530450325
DM,0,3,2869.53529143469
DM,0,4,2877.65064866856
DM,0,3,2885.8429379355
DM,0,4,2894.24291220244
WM,0,3,2902.3967366355
WM,1,4,2910.88132533469
WM,1,2,2919.21206390244
WM,1,4,2927.51973206938
WM,1,4,2935.69665246775
WM,1,1,2943.9350725355
WM,1,2,2952.48120970162
DM,0,2,2960.65810350244
WM,1,4,2969.2119376355
DM,0,1,2978.20420850163
DM,0,1,2986.46572596856
DM,0,2,2994.98876550406
WM,0,1,3003.8425947355
DM,0,2,3012.12707946694
WM,1,4,3020.31948766775
WM,0,1,3028.7809870355
DM,0,3,3038.81173136938
DM,0,2,3047.29633786775
WM,1,1,3055.47323463469
,NaN,3,3064.20399516775
WM,1,3,3074.48855523631
WM,1,1,3082.52699383469
WM,1,2,3091.28083006938
WM,1,3,3099.53462903631
WM,1,4,3108.08077843387
DM,0,1,3116.43459400244
WM,1,2,3124.74995113631
WM,1,2,3133.05761756937
WM,1,3,3141.10374640244
DM,1,4,3149.18065470081
WM,1,3,3158.95754813631
DM,0,4,3167.87290123631
WM,1,2,3176.44980746775
WM,1,2,3184.98825716694
DM,0,1,3193.63436680244
DM,0,1,3201.82665103631
WM,1,3,3210.25740926856
WM,1,3,3220.14201856694
WM,1,4,3230.8804280355
WM,1,1,3239.85732663469
,NaN,2,3249.93421420325
WM,1,3,3260.16495673387
DM,0,2,3269.53416436775
WM,0,4,3277.5495175355
,NaN,4,3287.77258506694
WM,1,4,3298.1417763355
WM,0,4,3306.52635217019
WM,1,2,3314.76481246775
DM,0,3,3323.13400437019
WM,1,2,3331.47243506694
WM,1,3,3339.69550216937
WM,1,4,3348.1262525355
WM,1,4,3357.0262191355
DM,0,3,3365.32616876694
WM,1,4,3373.66463467019
DM,0,4,3383.11845260244
DM,1,2,3392.01842577019
WM,0,4,3401.14917413631
,NaN,4,3410.95684476775
WM,0,3,3421.26450440162
