task,correct,enc_freq,enc_onset
DM,1,2,259802.294966614
DM,1,1,259811.694925166
DM,1,1,259820.656424079
WM,1,2,259829.487182183
WM,1,3,259839.117923379
WM,1,2,259847.933274479
DM,1,3,259857.163975383
DM,1,1,259866.171686911
DM,1,4,259874.794734979
DM,1,1,259883.410105048
DM,1,4,259891.917764628
WM,1,1,259900.433137748
DM,1,2,259909.886959448
WM,1,3,259918.556155262
WM,1,2,259927.194583711
WM,1,1,259936.525358914
WM,1,2,259945.409922428
WM,1,1,259953.856050528
WM,1,1,259962.986801228
WM,1,2,259971.840645583
WM,0,2,259980.571362111
WM,1,1,259990.048253928
DM,1,2,259999.340547831
WM,1,1,260008.078981266
DM,1,3,260016.655870228
DM,1,2,260025.217398131
WM,1,3,260033.678902862
WM,1,1,260042.671190679
WM,1,4,260051.601940983
DM,1,3,260060.417279593
WM,1,3,260069.040346248
WM,1,4,260078.609551962
WM,1,3,260087.471022983
WM,1,2,260096.347915283
WM,1,4,260105.163301883
WM,1,3,260113.824749283
WM,1,2,260123.232278683
WM,1,1,260132.124658683
DM,1,4,260140.716944283
WM,1,1,260149.501512783
DM,1,4,260158.109139083
DM,1,1,260166.624592183
DM,1,4,260175.116844683
DM,1,4,260183.709211683
WM,1,1,260192.286151131
DM,1,4,260200.924608683
WM,1,1,260209.470739666
WM,1,2,260218.401462848
DM,1,2,260227.116812528
DM,1,2,260235.562957979
DM,1,3,260244.139849997
DM,1,4,260252.624436162
WM,1,3,260261.339795045
WM,0,4,260271.147477731
DM,1,2,260280.847439628
WM,1,1,260289.393555659
WM,0,3,260298.001243197
WM,1,3,260308.762741828
WM,1,4,260317.531945579
WM,1,3,260325.870388297
WM,1,3,260334.285756197
WM,1,3,260342.701108928
WM,1,3,260351.485706431
WM,1,4,260360.401053828
DM,1,4,260966.445504597
WM,1,1,260975.345477883
DM,1,2,260984.506985828
WM,1,3,260993.099276045
WM,1,3,261001.722326611
WM,1,3,261010.783846362
DM,1,4,261019.760740679
WM,1,1,261028.876090411
DM,1,2,261037.306868566
WM,1,1,261045.722207662
WM,1,1,261054.814497666
WM,1,4,261063.199084697
WM,1,2,261071.968289679
WM,1,4,261080.329807279
DM,1,1,261088.637471211
WM,1,4,261097.468211614
WM,1,2,261106.637410645
WM,1,1,261115.152774514
DM,1,3,261123.660435659
DM,1,4,261132.337344797
WM,0,3,261140.752700311
WM,1,1,261150.298831148
DM,1,1,261158.698786783
DM,1,1,261167.375702611
WM,1,1,261175.821837366
WM,0,1,261184.129502593
DM,1,3,261192.798708776
WM,1,2,261201.229457862
WM,1,2,261209.821745162
WM,1,4,261218.283263162
WM,1,2,261227.552465231
DM,1,4,261236.813969811
DM,1,3,261245.167783583
WM,1,2,261253.983152728
DM,1,3,261262.367776483
WM,1,3,261271.498491645
WM,1,4,261280.636930928
WM,1,1,261289.006133714
DM,1,1,261297.806109711
WM,1,3,261306.429169279
WM,1,3,261314.698360759
DM,1,2,261323.406027693
WM,1,4,261332.698333766
WM,1,3,261341.867524966
DM,1,2,261350.413661483
WM,1,2,261358.990542411
DM,1,1,261367.882846245
WM,1,1,261376.667427245
DM,1,1,261385.244327528
DM,1,2,261393.613525662
WM,1,1,261402.159658279
WM,1,2,261410.698088793
WM,1,2,261419.051923748
WM,1,2,261427.790347811
WM,1,2,261436.890317883
WM,1,4,261445.551848128
DM,1,1,261454.397972793
WM,1,3,261463.313331862
WM,1,4,261472.174859262
WM,1,1,261480.413274676
DM,1,3,261488.697874197
WM,1,4,261497.420931479
WM,1,4,261505.674750928
WM,1,2,261514.705491728
DM,1,4,262070.827008014
WM,1,2,262079.465442693
WM,1,4,262088.496178962
WM,1,4,262097.450009766
WM,1,1,262106.842293045
WM,1,1,262115.580729831
DM,1,1,262123.888391828
DM,1,2,262132.496071597
WM,1,1,262141.465287814
WM,1,2,262149.949860428
WM,1,3,262158.457517242
DM,1,1,262167.919031128
WM,1,2,262176.780557331
WM,1,1,262185.165143962
WM,1,1,262193.657431828
DM,1,2,262201.934328131
WM,1,2,262211.165072462
WM,1,2,262220.526571083
DM,1,3,262229.372706445
WM,1,3,262238.157306079
DM,1,4,262246.588049797
WM,1,1,262255.257258311
WM,1,1,262263.403384231
DM,1,4,262271.980283945
DM,1,4,262280.895649279
WM,1,4,262289.472546631
WM,1,4,262297.934050362
WM,1,3,262306.426337345
WM,1,3,262315.710932228
WM,1,4,262324.333973011
WM,1,4,262333.072418411
WM,1,3,262341.657016331
WM,1,4,262350.156991045
WM,1,4,262358.810807283
WM,1,4,262368.010785597
WM,1,4,262376.364615966
WM,1,4,262384.956882045
WM,1,2,262394.426094648
DM,1,3,262402.926070883
WM,1,3,262411.502966845
DM,1,3,262420.095246028
DM,1,1,262428.810613045
WM,1,1,262437.725996283
WM,1,4,262446.172104311
DM,1,2,262454.825917283
WM,1,3,262463.679752297
WM,1,3,262471.887406728
WM,1,2,262480.395087045
WM,1,2,262488.656595028
DM,1,3,262496.956584348
WM,1,4,262505.679619462
DM,1,2,262514.479604928
DM,0,3,262522.941107511
DM,0,3,262530.802636579
DM,1,1,262539.325678962
WM,1,3,262547.871808662
WM,1,3,262556.041016445
WM,1,2,262564.633300576
WM,1,2,262573.148672231
DM,1,3,262581.710174928
WM,1,2,262590.256309876
WM,1,4,262598.440906162
WM,1,4,262606.910107228
WM,0,4,262615.056236728
