task,correct,enc_freq,enc_onset
WM,1,4,2653.50093100827
DM,0,3,2664.0855464312
DM,1,4,2673.4316772312
WM,1,1,2682.54704378533
WM,1,2,2691.6547075936
DM,0,3,2700.80855998533
WM,1,2,2710.10083571653
WM,1,3,2719.13920497707
WM,1,4,2728.61619997067
WM,1,1,2737.63925517067
DM,0,2,2745.81616943947
WM,1,4,2755.43154035413
WM,1,4,2764.60075991653
WM,1,2,2774.03918987707
DM,0,2,2782.77763857707
WM,1,3,2792.33917623947
WM,1,2,2802.76225470827
WM,0,4,2811.1776134624
WM,1,4,2821.2545230312
DM,1,2,2829.6083507936
DM,0,4,2837.80065138533
DM,1,1,2846.21600637067
WM,1,2,2855.09291090187
WM,1,3,2864.08521453947
DM,0,3,2872.72366857067
WM,1,1,2882.67748830187
WM,1,4,2892.40824861653
WM,1,1,2901.70054067067
WM,1,1,2911.52361095413
WM,1,4,2920.7774393312
WM,1,4,2929.89282177707
,NaN,2,2939.19278587067
WM,1,2,2949.50041267707
WM,1,4,2958.82354435413
DM,0,1,2968.02352847707
WM,1,1,2977.01581223947
WM,1,3,2987.25426333947
WM,1,4,2995.84655601653
WM,1,4,3004.9696215312
DM,0,2,3014.30806074773
DM,0,2,3024.1003589312
WM,1,3,3033.71574980827
WM,1,1,3042.60033615413
DM,1,3,3050.7464717624
WM,1,1,3060.2772244936
DM,0,1,3070.56950727067
WM,1,2,3078.96949194773
WM,1,1,3088.43873190827
WM,1,1,3098.2156320312
WM,1,3,3106.0925374312
WM,1,4,3114.34637167707
DM,0,3,3123.78481253947
WM,1,2,3134.4386407624
WM,1,2,3143.3693951936
WM,1,2,3152.23092448533
WM,1,1,3160.30782507707
WM,1,3,3169.47705945413
WM,1,1,3179.23857064773
WM,1,3,3188.9385593248
WM,1,3,3199.63854093947
DM,0,3,3208.3616044936
WM,1,1,3218.00774817707
WM,1,3,3226.90004243947
WM,1,2,3235.16155967067
DM,0,2,3939.2604957936
WM,1,1,3947.65276107067
WM,1,1,3956.46814164773
WM,1,3,3966.16813053947
,NaN,3,3974.26039487707
WM,1,4,3984.6065685312
DM,0,1,3993.09884574773
WM,1,3,4002.6988438624
WM,1,1,4010.9680585312
DM,0,2,4018.96804740827
,NaN,4,4027.41418081653
WM,1,2,4037.76034193947
,NaN,3,4046.96798747707
WM,1,2,4057.24491117067
WM,1,2,4066.34489191653
WM,1,1,4075.36795641653
DM,0,1,4084.34487393947
DM,1,2,4093.25254608533
WM,1,4,4103.91406703947
,NaN,4,4113.41405278533
DM,1,3,4123.63711347707
WM,1,1,4133.51404245413
WM,0,4,4142.79092701653
DM,1,2,4153.59091683947
DM,1,4,4161.78322668533
WM,1,4,4171.3062654624
WM,1,3,4179.7524138936
DM,1,3,4189.35240397707
DM,1,2,4198.66006324773
WM,1,4,4208.85235737067
DM,1,3,4218.0523439248
WM,1,4,4227.86002787067
DM,0,2,4236.9369383936
DM,0,4,4247.0830776312
WM,1,4,4256.10613743947
DM,1,3,4265.1753554312
WM,1,1,4274.5214962936
DM,1,2,4284.09071700827
WM,1,1,4293.2753209624
WM,1,3,4302.26760457707
DM,1,4,4311.12912671653
,NaN,3,4321.1906511936
WM,1,2,4331.45987127067
WM,1,3,4339.76754451653
WM,1,3,4349.0983028936
DM,0,3,4358.13674843947
WM,1,2,4366.29827247067
DM,0,1,4374.83671807707
