task,correct,enc_freq,enc_onset
DM,0,1,281931.442322963
WM,1,1,281940.703819351
WM,1,4,281949.726872226
WM,1,3,281958.911465707
WM,1,3,281968.003755114
WM,1,2,281976.980655444
WM,1,4,281985.934450014
DM,0,4,281994.957513932
WM,1,4,282003.634405095
DM,0,3,282012.895922251
DM,0,1,282021.41128047
,NaN,1,282029.857401339
WM,1,3,282040.241996314
WM,1,1,282048.734281214
DM,1,1,282056.880403251
WM,1,1,282066.364995995
WM,1,4,282075.695737851
WM,1,4,282085.011105851
WM,1,2,282093.726457288
WM,1,3,282101.826434451
WM,1,4,282110.226415281
DM,0,3,282118.641782807
DM,1,4,282127.02636707
WM,1,3,282136.080180532
WM,1,2,282144.657093151
DM,0,2,282152.995527814
WM,1,4,282161.649343488
DM,0,4,282169.810860607
WM,1,4,282178.141610014
WM,1,2,282186.333889951
WM,1,2,282194.595406358
WM,1,2,282203.072300995
WM,1,1,282211.533818432
WM,1,1,282219.549187626
DM,0,4,282227.587616432
WM,1,2,282235.972214388
WM,1,1,282244.702962395
DM,0,2,282253.54908947
DM,0,4,282261.779839388
DM,1,1,282269.949046051
WM,1,1,282279.649026632
DM,1,4,282288.687447995
WM,1,2,282298.110491995
WM,1,3,282307.456625788
WM,1,2,282316.541220232
WM,1,2,282325.325806526
DM,1,1,282333.971939714
WM,0,3,282343.102679614
DM,1,2,282353.118036932
WM,1,4,282361.233397277
WM,1,2,282369.487237714
WM,1,2,282377.97182117
DM,1,4,282387.264100526
WM,1,3,282396.687147551
DM,0,3,282405.456343851
DM,1,1,282414.594777995
WM,0,4,282423.725534251
DM,1,3,282433.294722158
WM,1,1,282442.271638944
WM,1,1,282451.102371432
DM,1,3,282459.85619937
WM,1,4,282468.525405551
WM,1,4,282478.256148851
WM,1,1,282486.356124351
WM,1,3,283042.031475914
DM,1,4,283051.469904095
WM,1,1,283060.416038951
DM,1,2,283069.485239332
WM,1,2,283078.785211058
WM,1,3,283087.777505751
WM,1,4,283096.000553032
WM,1,3,283104.638997544
WM,1,3,283114.192814732
DM,1,2,283122.738946995
WM,1,3,283130.992770914
WM,1,2,283139.746546481
WM,1,1,283147.954255295
WM,1,1,283156.285002188
WM,1,1,283164.608060888
DM,1,3,283174.115720732
DM,1,1,283182.83108757
DM,1,3,283191.46951777
WM,1,4,283200.192593907
WM,1,4,283208.654082232
WM,1,2,283217.023287851
DM,1,2,283225.677112095
DM,0,1,283235.484779477
DM,1,3,283243.484752195
WM,1,2,283252.061650732
DM,1,2,283261.153948832
DM,1,1,283269.777004707
DM,1,4,283278.592355344
DM,0,1,283287.169250814
WM,1,3,283296.415377051
DM,1,4,283304.530734977
WM,1,4,283312.530711995
WM,1,1,283321.315303414
WM,1,1,283329.26143887
WM,1,4,283337.822948288
WM,1,2,283346.784466451
WM,1,1,283354.915220977
WM,1,2,283363.007488732
DM,0,1,283370.930555651
WM,1,3,283379.068994214
WM,1,4,283388.222808814
WM,1,2,283396.530469114
DM,1,4,283404.484313944
WM,1,1,283413.215042539
WM,0,2,283421.291953151
WM,1,1,283429.745765214
DM,0,2,283437.738058414
WM,1,3,283445.684199563
WM,1,4,283454.738014407
WM,1,1,283463.230292126
DM,1,2,283471.584118507
WM,0,2,283480.930247188
WM,1,3,283490.976375726
WM,1,3,283499.330182314
WM,1,1,283507.19170337
WM,1,1,283515.599374095
WM,1,1,283524.353193332
DM,1,4,283533.068562251
WM,0,1,283542.337757332
WM,1,4,283551.16850567
WM,0,3,283560.799246307
WM,1,1,283569.568451132
WM,1,3,283577.791513551
WM,1,4,283586.160718388
WM,1,2,284146.943771707
WM,1,4,284156.28987577
WM,1,3,284164.482074081
WM,1,2,284172.959057451
DM,1,3,284181.505181051
DM,0,1,284190.351312195
DM,1,1,284198.289751214
WM,1,4,284207.666650526
WM,1,2,284216.205092314
DM,1,4,284225.151222851
DM,1,2,284233.135805351
WM,1,3,284242.028093351
DM,1,3,284250.558848688
DM,1,3,284259.435740351
WM,1,4,284268.689580451
DM,1,2,284277.981838377
WM,1,2,284287.151043888
WM,1,4,284295.312557614
WM,1,3,284303.804839377
DM,1,4,284312.73558717
WM,1,3,284321.566331432
WM,1,2,284331.058580381
WM,1,3,284339.666273751
DM,1,4,284348.381634332
DM,1,2,284357.981605032
DM,1,3,284366.589279151
WM,1,2,284375.29694567
DM,1,3,284384.866163763
WM,1,1,284393.904581414
WM,0,4,284402.658413051
DM,1,3,284411.358387788
WM,0,1,284419.858358451
WM,0,4,284428.850653488
WM,1,2,284438.75062297
DM,1,1,284447.665974832
WM,1,3,284456.365952407
WM,1,3,284465.165921214
DM,0,2,284473.419758107
WM,1,3,284481.442798788
WM,1,1,284489.981244826
DM,1,2,284498.511998458
WM,0,4,284507.596567395
WM,1,1,284516.588857932
DM,1,4,284525.650363995
WM,0,2,284535.404190632
WM,1,1,284544.558016532
DM,1,3,284553.296444388
WM,0,3,284561.857954951
WM,0,1,284570.411779488
DM,1,1,284578.988682151
WM,0,4,284588.573276144
WM,0,4,284597.934795063
WM,1,3,284606.096298288
DM,1,3,284614.496264695
DM,1,2,284623.519324295
WM,0,2,284632.242381744
WM,0,3,284640.973119588
WM,1,4,284649.803860432
WM,0,4,284657.873082863
WM,1,2,284665.94996927
WM,0,3,284673.865334632
WM,0,2,284682.30378737
DM,1,2,284690.572986188
DM,1,1,284699.634490095
