task,correct,enc_freq,enc_onset
WM,1,1,26266.4382426342
WM,1,4,26275.0843237781
WM,1,2,26284.0227959781
WM,1,4,26292.8228233342
WM,1,4,26301.1766650806
WM,1,4,26309.6458884806
WM,1,2,26318.0612640781
WM,1,4,26326.8074217342
DM,0,1,26335.1766229781
DM,0,2,26343.5150986587
WM,1,2,26351.9612578464
WM,1,1,26360.7150856367
WM,1,2,26369.1920129026
WM,1,3,26377.4535442367
DM,1,4,26385.9304652903
DM,0,4,26394.4612213781
WM,1,2,26402.7303908781
WM,1,4,26411.1612201781
WM,1,3,26419.6765710781
WM,1,1,26428.0919851245
DM,0,4,26436.3765277781
WM,1,4,26444.6688997587
WM,1,2,26453.6611961781
WM,1,2,26461.8688982806
DM,1,2,26470.3765274781
WM,1,2,26478.6535046342
DM,0,2,26486.9688750929
WM,1,1,26495.2303467781
WM,1,3,26503.6458046903
DM,1,4,26511.8995451781
DM,0,3,26520.3611780903
WM,1,4,26528.6534845122
DM,0,1,26537.2073301561
WM,1,1,26545.5918985781
WM,1,1,26553.9303954245
WM,1,3,26562.4073056781
WM,1,3,26570.7457608026
DM,0,2,26579.0226918903
WM,1,2,26587.5457597026
WM,1,4,26596.0457482026
WM,1,4,26604.4303680903
DM,0,3,26612.7457481903
WM,1,4,26621.0534393245
DM,0,4,26629.4534408122
WM,1,3,26637.9611170245
DM,0,2,26646.3918853245
DM,0,3,26654.6841715781
DM,1,2,26663.0688125561
WM,1,3,26671.5610761781
DM,0,3,26679.8995233781
WM,1,2,26688.6379404781
WM,1,2,26696.9840529781
WM,1,4,26705.2918625781
DM,0,1,26714.0148959781
WM,1,2,26722.4303137342
WM,1,3,26731.0225044781
WM,1,2,26739.4687418781
DM,0,2,26748.0302099781
DM,0,1,26756.3149267781
WM,1,2,26764.4456847684
DM,0,1,26772.6841352123
DM,0,3,26780.9533604561
DM,0,2,26789.3841298245
DM,0,2,26797.5918268122
DM,1,1,27380.7376865367
WM,1,3,27389.2300000122
WM,1,2,27397.5606802781
DM,0,3,27405.7915230587
WM,1,4,27414.7299792587
WM,1,3,27423.0222919903
DM,1,3,27431.2761187781
WM,1,1,27439.8529449781
WM,1,1,27447.8992074342
DM,0,4,27456.6222423781
WM,1,2,27464.7453505026
DM,1,3,27473.3068926122
WM,1,1,27481.6761138122
DM,0,4,27489.9453288806
WM,1,3,27498.4760978806
WM,1,1,27506.5376337806
WM,1,4,27514.6684037342
WM,1,2,27522.7607169684
WM,1,1,27531.0376262903
DM,1,3,27539.1991433781
DM,0,2,27547.4376276903
WM,1,1,27555.8837725587
WM,1,2,27563.9837599245
WM,1,4,27572.4914589122
WM,1,4,27580.4914597561
WM,1,4,27588.6528894781
DM,0,1,27596.7296921781
WM,1,3,27605.1145132781
WM,1,1,27613.4683553245
DM,0,1,27621.6606526781
DM,0,1,27630.1068113026
WM,1,3,27638.6683419781
WM,1,2,27647.1144946781
DM,0,4,27655.3221200781
WM,1,4,27663.4375032781
DM,1,3,27671.8991027123
WM,1,3,27680.0298658806
WM,1,1,27688.1067886245
DM,1,2,27696.3452091781
WM,1,2,27704.8144803561
WM,1,2,27713.1836971342
WM,1,3,27721.3529273245
DM,0,3,27729.5683016464
DM,0,3,27737.9682410781
WM,1,4,27746.7451684781
WM,1,3,27755.3912717781
WM,1,4,27763.6144523561
DM,1,2,27771.6759373781
WM,1,2,27779.6913608122
WM,1,3,27787.7605850026
WM,1,1,27795.8836408781
WM,1,4,27804.0144345561
WM,1,1,27811.9451882806
WM,1,4,27819.9298103806
WM,1,1,27828.2374862587
WM,1,2,27836.2527949781
WM,1,4,27844.6836387464
DM,0,1,27852.6836251245
DM,1,4,27861.0374718781
DM,0,2,27869.3374768561
WM,1,2,27877.3605477781
WM,1,2,27885.4374721122
WM,1,4,27893.5836157026
WM,1,3,27901.5989840587
WM,1,3,28497.0525746781
WM,1,1,28505.6141031026
WM,1,1,28513.7448145781
WM,1,1,28522.2525451806
WM,1,3,28530.2371572245
DM,0,4,28538.5910102342
WM,1,1,28547.0217682781
DM,0,2,28555.0985885781
WM,1,4,28563.4063733367
DM,0,1,28571.6602465342
WM,1,1,28580.1448342342
WM,1,2,28588.6063669561
WM,1,4,28596.8602044903
WM,1,3,28605.0063637903
DM,0,4,28613.3448104026
WM,1,3,28621.4678901342
DM,1,3,28629.4678913684
WM,1,1,28637.6448081245
WM,1,1,28645.8371042464
DM,0,4,28654.2371077806
WM,1,4,28662.5601727026
DM,0,3,28670.8601768026
WM,1,1,28679.2755469806
WM,1,1,28687.4678359781
WM,1,1,28695.6293928781
WM,1,4,28704.2216967026
WM,1,3,28712.2678483026
WM,1,2,28720.4755364464
DM,0,4,28728.9293790342
WM,1,3,28737.0678326245
DM,0,2,28745.2601421464
WM,1,4,28753.8524168781
WM,1,4,28762.0601322781
WM,1,1,28770.3524331464
DM,0,1,28778.6216593929
DM,0,1,28786.7831294781
DM,1,4,28794.7985038781
WM,1,1,28802.9908806806
DM,0,4,28811.0831854342
WM,1,2,28819.3447176026
WM,1,3,28827.3754828122
WM,1,3,28835.5524073342
DM,0,1,28843.6446988806
WM,1,3,28852.0293206806
WM,1,1,28860.1446973587
WM,1,4,28868.2370122903
WM,1,3,28876.3985465342
WM,1,2,28884.9139005781
WM,1,2,28893.1985260684
DM,0,3,28901.1831401903
WM,1,3,28909.3600907342
WM,1,3,28917.6754357806
WM,1,3,28925.5600597903
WM,1,2,28933.7600547122
WM,1,2,28941.8369764122
WM,1,1,28949.9677286587
WM,1,4,28958.4292742245
DM,0,4,28966.6215443781
DM,0,1,28974.9138771245
DM,0,2,28983.0215673342
DM,0,1,28991.6753642781
WM,1,1,28999.9523216245
DM,0,3,29008.1138627342
WM,1,3,29016.2523204781
