task,correct,enc_freq,enc_onset
WM,1,1,10323.4100944447
WM,1,2,10333.1331463447
DM,1,4,10342.0946674806
WM,1,3,10351.7254129641
DM,1,3,10360.7946123253
,NaN,2,10370.2022728059
,NaN,1,10380.4868689059
DM,0,4,10390.8637436806
DM,1,3,10399.4483636612
,NaN,2,10408.1560284253
WM,0,3,10418.4636904253
WM,1,1,10428.9559690806
WM,0,4,10437.9174752641
WM,1,1,10447.4328486612
DM,1,2,10455.9789709641
WM,1,3,10464.8404839253
WM,0,1,10473.7250656806
DM,1,2,10483.4327437641
WM,1,3,10493.0557896477
WM,1,3,10502.8096132447
WM,1,2,10512.4788195612
WM,1,2,10520.8634003059
DM,0,1,10529.4556947418
DM,1,2,10538.0095149224
DM,1,1,10546.8094893447
WM,0,2,10555.6940782641
WM,1,3,10565.001759903
WM,0,2,10574.1401834447
DM,1,4,10583.9940158612
WM,1,1,10592.8093602447
DM,1,4,10601.6631817283
WM,1,2,10611.0862343253
WM,1,4,10620.1708303641
WM,0,3,10628.6861951836
WM,0,3,10638.6553905253
DM,0,4,10648.3015257253
DM,1,4,10657.0861179641
WM,1,3,10665.9168496059
WM,0,1,10674.5091713224
WM,1,2,10684.1706528253
DM,1,1,10692.8244726641
WM,1,4,10702.0475307835
WM,1,3,10710.6551929059
WM,1,4,10719.6782550253
WM,1,1,10728.6397732418
WM,1,4,10737.1474342447
WM,1,2,10745.9166438447
WM,1,3,10754.393557303
WM,1,2,10763.1627358477
,NaN,1,10773.5781151806
WM,1,3,10783.8472610806
DM,1,2,10792.6319022806
WM,1,4,10801.2779042806
WM,1,4,10810.7780080612
DM,1,3,10819.2932752806
DM,1,4,10828.2009212806
WM,1,4,10836.7163493806
WM,1,3,10845.8855974447
WM,1,1,10854.4470377806
WM,0,3,10862.7163329806
WM,1,4,10871.7547661836
WM,1,4,10881.4547413641
WM,1,3,10890.8777850641
WM,1,1,10899.2469951836
WM,1,2,11593.1835665671
DM,1,2,11602.6527739418
DM,1,4,11611.5604390836
WM,1,3,11620.0758006865
WM,1,2,11628.8450088059
DM,1,2,11637.5603712836
DM,1,1,11646.7988178612
WM,1,1,11656.1064771835
WM,1,2,11664.7449097641
WM,1,4,11673.721812103
WM,1,2,11682.7448563447
DM,1,2,11691.4832904253
WM,1,2,11699.9755810447
WM,1,1,11708.3986322253
WM,1,3,11716.8755342059
WM,1,4,11725.2908902253
DM,1,1,11733.9985742836
DM,1,3,11742.4908570836
WM,1,1,11751.0985166641
WM,1,4,11759.8677262059
DM,0,4,11768.3138624641
WM,1,4,11777.4369188418
WM,1,3,11785.5830094806
DM,1,1,11793.9599448253
WM,1,3,11802.6830019641
DM,1,3,11811.6291330612
WM,1,2,11820.4290974641
DM,1,4,11829.0675463806
WM,1,3,11838.0290621224
WM,1,1,11846.6059424059
DM,1,3,11855.7905500835
WM,1,2,11864.2828252253
WM,1,1,11872.8751101447
DM,1,4,11881.9597062224
DM,1,3,11890.6058369806
WM,1,3,11899.0519705836
WM,1,1,11907.2596378447
DM,1,1,11915.8057660447
WM,0,2,11924.9365072865
WM,1,3,11934.9057086806
DM,1,2,11943.4518415418
WM,1,2,11951.8979769418
WM,1,2,11962.4287263418
DM,0,1,11971.3516116806
WM,1,2,11980.5902230806
DM,1,3,11988.974799403
DM,1,3,11998.1516981641
DM,1,2,12007.4362745059
DM,1,2,12015.9131875612
WM,1,4,12024.4131649447
WM,1,4,12034.1746788806
WM,0,1,12043.0054106059
DM,1,2,12052.4746192447
WM,1,4,12061.4669074059
DM,0,1,12069.9284197641
WM,0,4,12078.1745567253
DM,1,1,12086.8129860447
WM,1,2,12095.8514260253
WM,1,1,12104.0744819059
DM,1,1,12112.9206117806
WM,0,3,12121.7359736641
WM,1,1,12131.3205533477
DM,1,4,12139.9282270253
WM,1,3,12148.7666693836
DM,1,3,12841.2570838865
DM,1,2,12850.3647581806
WM,1,2,12859.4493468224
WM,1,4,12868.4570342641
WM,1,1,12877.2723721671
WM,1,2,12886.3492779806
WM,1,1,12894.8107979641
DM,1,4,12903.4184623641
WM,1,2,12912.1030427253
WM,1,4,12921.0645733641
WM,1,1,12930.1568468865
WM,1,3,12939.0491348059
WM,1,1,12947.7721797641
,NaN,2,12957.0183153641
DM,1,1,12967.3336764224
DM,1,3,12975.9644389447
WM,1,1,12985.0643925671
DM,1,3,12994.3951263253
WM,1,4,13003.1951081447
WM,1,1,13012.3335476418
DM,1,3,13021.1796700253
DM,1,4,13029.9181019477
DM,1,3,13038.5103983671
WM,1,1,13046.9719039865
DM,1,3,13056.0411351612
,NaN,1,13064.6641346806
WM,1,2,13075.0026044447
DM,1,3,13083.7256593253
DM,1,2,13092.1410365612
WM,1,3,13100.6948501641
WM,0,2,13109.8332811253
WM,1,4,13119.4024861641
WM,1,1,13127.8332163806
WM,1,3,13136.6485852806
WM,1,2,13145.033184703
WM,0,3,13153.5177722059
DM,1,1,13162.2331347641
DM,1,1,13171.2561983447
WM,0,4,13180.7177008059
DM,1,2,13190.6638376612
WM,1,3,13200.3791831447
WM,1,1,13209.3099348059
DM,0,2,13218.8252815865
WM,1,2,13228.6791107641
WM,1,4,13237.5483147641
WM,1,4,13246.8713788418
WM,1,4,13256.7482693641
DM,1,2,13266.3636284447
WM,0,3,13275.0482249224
WM,1,1,13283.5328100806
WM,1,1,13292.1558639224
WM,1,3,13300.4250631059
DM,0,4,13309.1327559612
DM,0,1,13317.8480894865
WM,1,3,13326.0096277418
WM,1,4,13334.7018950865
DM,1,1,13343.4172693224
WM,1,2,13351.9018629224
WM,1,4,13360.5095189806
WM,1,4,13370.5402663671
DM,1,4,13379.2094954836
WM,1,4,13387.9017445865
WM,0,4,13396.2786503059
WM,1,4,13405.8632369671
