task,correct,enc_freq,enc_onset
DM,0,2,78026.6286349212
WM,1,2,78035.4363116686
DM,1,1,78044.4901325686
DM,1,2,78053.1670392686
DM,1,1,78061.9670161949
DM,1,2,78070.6823953606
WM,1,1,78079.3438860817
DM,1,4,78089.1207930212
DM,1,3,78098.5592355423
DM,1,4,78107.6130494949
WM,1,4,78116.1284205686
WM,1,2,78124.8899333686
WM,1,2,78133.6283907868
WM,1,3,78142.8591243423
WM,1,3,78152.3975614817
WM,1,1,78161.066770208
DM,1,1,78169.6282852817
WM,1,4,78178.251342308
WM,1,1,78186.812870208
DM,1,4,78195.2897608554
DM,1,1,78203.9820546817
WM,1,4,78212.5435738817
DM,1,4,78220.9897213343
WM,1,2,78229.7589078817
WM,1,3,78238.2511954817
WM,1,4,78246.7665579868
WM,1,3,78257.0972474869
DM,1,3,78265.6973044737
DM,0,1,78274.4741049869
WM,1,1,78283.5970672869
WM,1,3,78292.3510685817
DM,1,2,78301.0202451869
DM,1,1,78310.1432020869
,NaN,1,78319.2740178869
WM,1,4,78329.5971366474
WM,1,2,78338.2508466869
DM,1,4,78346.7201562869
WM,1,2,78355.1047346869
WM,1,3,78363.3893700474
DM,1,2,78371.9354946606
DM,1,2,78380.350860608
WM,1,2,78388.9123728817
DM,1,2,78397.6585042817
WM,1,3,78406.1738674817
WM,1,4,78415.0200022423
WM,1,4,78423.4892172817
WM,1,3,78432.1122721817
WM,1,4,78440.7968563686
DM,1,4,78449.3276189817
WM,1,3,78457.789136008
DM,1,2,78466.5583441949
WM,1,2,78475.0890849949
DM,1,2,78483.7429112817
WM,1,2,78492.5275082423
WM,1,3,78500.9428915949
WM,1,3,78509.1966960554
DM,1,1,78517.9659081292
WM,1,3,78526.5428160686
WM,1,2,78535.0043297686
DM,1,3,78543.4889212554
DM,1,3,78553.0350469292
WM,1,2,78561.7119602554
DM,1,4,78570.2657931474
DM,1,4,78578.881145308
WM,1,1,79216.556526908
DM,1,4,79225.310354508
WM,1,4,79234.2564757949
DM,1,1,79242.9103036949
WM,1,3,79251.7872065949
DM,1,3,79260.3948796817
WM,1,3,79269.3256300817
WM,1,2,79278.0102183554
DM,1,3,79286.6178945423
WM,1,1,79295.2640295606
DM,1,1,79304.0793860817
WM,1,2,79312.4101357211
WM,1,4,79321.3408818686
DM,1,4,79329.8024035554
DM,1,3,79338.656242308
WM,1,1,79347.1639142737
DM,1,2,79355.771568108
WM,1,1,79364.3177024817
DM,1,3,79373.0561380949
WM,1,2,79381.9022718292
WM,1,1,79390.3022648211
WM,1,1,79398.5714932212
WM,1,4,79407.0176003292
WM,1,4,79415.132969008
WM,1,4,79423.648336308
WM,1,3,79432.0329256212
WM,1,2,79440.4790569686
WM,1,1,79448.9251982949
WM,1,2,79457.4713252343
DM,1,1,79465.6789910686
WM,1,2,79474.348210808
WM,1,4,79482.7327981423
WM,1,1,79490.9250833686
DM,0,3,79499.4019883212
DM,1,3,79507.8173552686
WM,1,3,79516.3788676949
WM,1,1,79525.0403971817
WM,1,1,79533.3711363554
WM,1,3,79541.8865118949
DM,1,3,79550.171105808
WM,1,1,79559.0556973686
WM,1,2,79567.424901208
WM,1,2,79575.840271108
WM,1,1,79584.171024108
DM,1,2,79592.5402304686
,NaN,4,79601.2478946949
WM,1,4,79611.5324935212
WM,1,3,79619.8016906292
DM,1,3,79628.332444008
WM,1,2,79637.2478050817
DM,1,1,79645.6631697949
WM,1,4,79654.3785412817
WM,1,4,79662.6862126686
WM,1,4,79670.8169530817
WM,1,3,79679.1015497869
WM,1,1,79687.4861614606
DM,1,4,79695.8707744869
WM,1,1,79704.5245762817
DM,1,3,79712.9245485949
WM,1,3,79721.6476184474
WM,1,3,79730.1706613554
DM,1,2,79738.6860226423
WM,1,4,79747.2937004949
WM,1,4,79755.6321475949
WM,1,4,80395.1152096949
DM,1,4,80404.4459586949
WM,1,3,80413.276704808
DM,1,4,80421.853607608
WM,1,3,80430.3458855817
DM,1,3,80439.0843319949
DM,1,3,80447.2766189686
DM,1,4,80456.0458307949
WM,1,3,80464.799674208
WM,1,1,80473.2765538686
WM,1,4,80481.4534540949
WM,1,3,80489.8842184474
WM,1,4,80498.3457299423
WM,1,1,80506.6995471686
WM,1,2,80514.9764591686
WM,1,1,80523.4225792554
WM,1,4,80531.6764132292
WM,1,1,80539.9994737423
WM,1,1,80548.207132616
WM,1,2,80557.0532775949
WM,1,1,80565.4840201817
DM,1,3,80573.9301544949
WM,1,1,80582.6686079212
WM,1,4,80590.937807808
DM,1,1,80599.322410808
WM,1,1,80608.2377721817
WM,1,4,80616.5608224554
