task,correct,enc_freq,enc_onset
WM,1,1,192.2701639
DM,1,3,201.3356089
DM,1,4,210.6942243
WM,1,3,219.6219407
DM,1,1,228.7592663
WM,1,3,237.4148334
DM,1,4,247.9263627
WM,1,3,257.0290371
DM,1,1,265.9567464
DM,1,3,275.8295299
DM,1,2,284.2935168
DM,1,3,293.2685895
WM,1,1,301.9566646
WM,1,4,310.4054619
DM,1,1,318.9326287
DM,1,1,328.116413
WM,1,2,336.9492511
DM,1,4,346.164765
WM,1,3,354.8052999
WM,1,1,364.2773318
WM,1,2,372.7731989
WM,1,3,381.1090583
WM,1,4,389.5730824
WM,1,2,397.9088295
DM,1,3,406.4690297
WM,1,4,415.4775931
DM,1,1,424.2930012
WM,1,1,432.9807961
DM,1,2,442.0053496
DM,0,4,450.7732187
WM,1,4,459.1251441
WM,1,2,467.7809099
WM,1,3,476.1009699
DM,1,1,485.2052724
WM,1,2,493.9879465
WM,1,1,502.9156542
DM,1,3,511.1722856
WM,1,2,520.227913
WM,1,2,528.7237224
WM,1,2,537.7166457
,NaN,4,546.052089
WM,1,4,556.4676515
WM,1,4,565.2843688
DM,1,4,575.7803454
WM,1,1,584.6275711
WM,1,2,593.9606695
WM,0,4,602.4532255
WM,1,4,612.9967819
WM,1,1,621.3165015
WM,1,2,629.7960959
WM,1,2,638.1643802
WM,1,1,646.2923959
WM,1,4,654.7566376
WM,1,1,663.3335137
DM,1,3,671.8446251
WM,1,4,680.7246625
WM,0,2,689.0603382
WM,1,2,698.2288606
WM,1,1,706.9160557
WM,1,2,715.3641944
DM,0,2,723.573097
WM,1,1,731.7332337
WM,0,1,740.3083434
WM,1,3,748.7896937
WM,1,2,1316.8220105
WM,1,1,1325.9553207
WM,1,4,1334.4832021
WM,1,1,1343.0923257
WM,1,1,1351.3629511
DM,1,4,1360.1474508
WM,1,4,1369.3469136
WM,1,4,1377.5872599
DM,0,1,1387.2352808
WM,1,3,1395.3951862
WM,1,1,1404.5793239
WM,1,2,1412.7227701
WM,0,2,1421.0111178
DM,1,4,1430.06699
DM,1,3,1438.7227926
WM,1,1,1447.5715495
DM,1,2,1457.3627527
WM,1,2,1465.8428673
WM,1,3,1474.4838976
DM,1,2,1482.9313335
WM,0,2,1491.9228099
DM,0,3,1500.5623377
DM,1,3,1509.0106279
WM,1,3,1517.7305665
WM,1,4,1526.0670731
,NaN,1,1534.4990354
WM,1,2,1544.8007651
WM,1,3,1552.9311913
WM,1,3,1561.6025428
DM,1,3,1569.9387345
WM,1,2,1578.3230358
WM,1,2,1586.8187422
DM,1,4,1595.4259745
WM,1,1,1604.2590871
WM,1,3,1612.8984369
WM,1,4,1621.3463882
WM,1,4,1629.6503783
DM,1,2,1638.2744815
WM,1,4,1647.0262779
DM,1,2,1655.938331
WM,1,3,1664.8668938
DM,1,3,1673.6185898
WM,1,2,1682.0663796
WM,1,1,1691.0584263
DM,1,2,1699.6511176
WM,1,4,1708.4351917
WM,1,2,1716.7387138
WM,1,2,1725.4268728
WM,1,3,1734.3865195
DM,1,1,1743.2182306
WM,1,1,1751.922832
DM,1,2,1760.08271
WM,1,3,1768.7388467
WM,1,1,1777.3461758
DM,1,2,1786.1459843
DM,1,3,1795.0902861
WM,1,4,1803.5549348
WM,0,3,1811.7944885
WM,1,4,1821.0102407
WM,1,2,1830.0670075
WM,1,4,1838.5144351
WM,1,3,1846.7859874
WM,1,4,1855.1380329
WM,1,2,1863.6500289
WM,1,1,2420.4667283
WM,1,1,2428.8812674
DM,1,2,2437.4250022
WM,1,1,2446.3374168
DM,1,1,2455.2488945
WM,1,1,2464.2089971
WM,1,1,2472.6726392
DM,1,2,2481.8247296
WM,1,3,2491.3930984
WM,0,1,2501.9047561
WM,1,3,2510.4809333
DM,1,3,2518.7043868
WM,1,3,2527.4565705
WM,1,4,2535.7607287
WM,1,4,2545.6971014
WM,1,2,2554.3205314
WM,1,2,2562.8485943
DM,0,4,2571.4252516
WM,1,3,2579.6967105
WM,1,4,2587.9846311
WM,1,3,2596.5123701
DM,1,2,2604.9289088
WM,1,4,2613.312384
DM,1,4,2622.4330977
DM,1,3,2631.2964189
DM,1,4,2639.9526077
DM,1,4,2648.6885804
DM,1,1,2657.6650939
DM,1,1,2666.480411
WM,1,3,2675.7605143
WM,1,1,2685.2328131
DM,1,4,2694.8806261
WM,1,3,2703.4087083
WM,1,1,2711.8402109
WM,1,2,2720.0807572
DM,0,1,2729.0569444
DM,1,4,2737.6169795
WM,1,2,2746.4966695
WM,0,3,2755.1203584
WM,1,2,2764.672295
DM,1,1,2773.0567381
DM,1,3,2781.6170918
DM,1,2,2790.0168798
DM,1,2,2798.7360747
WM,1,3,2807.5048324
WM,1,3,2815.8882886
DM,0,1,2824.1602114
WM,1,4,2832.816587
DM,1,4,2842.0325718
DM,1,3,2851.3597758
WM,1,3,2860.3363304
WM,1,4,2868.928253
WM,1,3,2879.072061
DM,1,1,2887.2963223
WM,1,4,2895.6163883
WM,1,4,2904.7840035
WM,1,3,2912.928259
WM,1,3,2921.1838766
WM,1,1,2930.1284528
DM,1,1,2938.5761309
DM,0,4,2946.8482899
DM,1,2,2955.5204015
WM,1,1,2964.2242301
WM,1,4,2973.1038441
