task,correct,enc_freq,enc_onset
DM,0,3,13885.4658752762
DM,1,4,13894.6658383349
DM,1,4,13903.8658154937
WM,1,2,13913.1426966143
WM,1,4,13922.4734448143
WM,1,3,13931.4964842318
WM,1,1,13940.3887739556
DM,1,3,13949.4271943349
WM,1,3,13959.065626173
WM,1,4,13967.6194543556
WM,1,2,13976.2655721524
WM,1,1,13985.0809416175
DM,0,3,13994.3270524349
WM,1,2,14003.0270216524
DM,1,2,14011.6039198937
WM,1,2,14020.242341073
DM,1,2,14029.0654007143
WM,1,4,14037.6192179968
DM,1,4,14046.226879573
WM,1,1,14054.9191709175
DM,1,4,14063.6729691143
DM,1,4,14072.8883325349
WM,1,2,14081.7036908556
WM,1,4,14091.8805820349
DM,1,2,14100.4574807762
WM,1,4,14108.9189790937
DM,0,1,14119.4497204937
WM,1,1,14128.5035392349
DM,1,3,14137.6881176762
DM,1,4,14146.4188641556
WM,1,4,14155.3649763349
WM,1,4,14164.0187964556
WM,1,3,14172.8033935556
WM,1,2,14181.4802781762
WM,1,1,14190.5648721556
WM,1,4,14199.4263688143
WM,1,4,14208.2417419794
WM,1,3,14217.0109267937
WM,1,2,14226.3262867556
DM,1,1,14234.8724171381
DM,1,1,14243.5723792556
WM,1,2,14252.5800472143
WM,1,3,14261.2723157524
WM,1,2,14270.072292673
WM,1,2,14278.5645716524
WM,1,2,14287.1876363968
WM,1,1,14296.0183633556
WM,1,1,14304.6644880349
WM,1,3,14313.3490807143
WM,1,3,14321.8105956381
DM,1,2,14330.2951676318
DM,1,3,14339.2413072349
DM,1,3,14347.7951177349
WM,1,1,14356.5027817318
DM,1,2,14365.4104482143
WM,1,4,14374.1488852556
DM,0,3,14383.079616873
DM,1,2,14392.3718875349
WM,1,4,14401.2872486556
WM,1,1,14409.8102995968
WM,1,2,14418.2948809937
DM,1,2,14427.0486937794
DM,1,1,14435.8794380556
WM,1,2,14444.5486254794
DM,1,1,15010.0237000349
DM,1,2,15019.3313777762
WM,1,2,15028.2467277556
WM,1,3,15037.3159145937
WM,1,1,15045.8312745318
DM,1,3,15054.4389412143
WM,1,2,15063.2696758937
WM,1,2,15072.0542681937
WM,1,2,15080.5157753349
WM,1,4,15088.9311438349
WM,1,4,15097.4464915143
WM,1,2,15106.2618542762
DM,1,1,15114.9618285143
DM,1,4,15124.0848643143
WM,1,3,15132.6925398968
DM,1,4,15141.623276373
DM,1,3,15150.4847815937
WM,1,2,15159.0309219794
WM,1,4,15167.4924164349
WM,1,2,15176.1000823318
WM,1,1,15184.5769825143
WM,1,4,15193.3461787937
WM,1,1,15202.4692258143
WM,1,2,15211.0922712524
DM,1,3,15219.569170673
WM,1,1,15228.4075965937
WM,1,2,15236.8537292143
DM,1,3,15245.4767708349
WM,1,3,15254.3382844349
WM,1,4,15262.8844092143
WM,1,3,15271.5228473556
WM,1,1,15280.1997351349
