task,correct,enc_freq,enc_onset
WM,1,1,7227.23244764211
,NaN,2,7237.82470708775
DM,1,2,7248.1092601807
WM,1,4,7258.90925150704
DM,1,1,7268.46307610352
DM,1,4,7278.1399600807
WM,1,3,7288.17068376493
,NaN,1,7298.63218184563
DM,1,4,7308.87058648775
WM,1,1,7318.18594354563
DM,1,4,7327.50129388775
DM,1,1,7336.9243537807
DM,1,2,7346.31660344563
DM,1,2,7355.8703669807
WM,1,4,7365.4318685807
WM,1,2,7374.7779463807
WM,1,4,7385.0164474807
WM,1,3,7394.5548906807
DM,1,3,7404.3162435807
WM,1,1,7414.8778752807
WM,0,1,7424.84707156493
WM,1,3,7434.5391479807
WM,1,1,7444.3315727807
WM,1,1,7453.93157232634
DM,1,1,7463.62387474211
DM,1,3,7473.35458592282
DM,1,4,7482.82376784563
WM,1,3,7492.16988152986
WM,1,4,7501.8698138807
WM,1,3,7511.41597964211
DM,1,1,7521.17747712634
WM,1,3,7530.77746394211
DM,1,2,7540.40817162634
,NaN,1,7549.60813200704
WM,1,2,7559.93117072634
WM,1,4,7569.43882474563
DM,1,2,7578.73109090704
WM,1,3,7588.36184276141
WM,1,1,7597.63103894211
WM,1,1,7607.14637854563
WM,1,1,7616.65404656141
WM,1,1,7626.36168668422
WM,1,2,7635.85396026493
WM,1,3,7645.46930472634
WM,1,3,7655.75388974211
WM,1,1,7665.62306936845
WM,1,2,7675.20764600704
WM,1,4,7685.27684168423
WM,1,3,7694.90756916845
WM,1,1,7704.4075429807
WM,1,3,7713.88442976493
WM,1,3,7723.3689141807
DM,1,3,7732.79204418423
DM,1,3,7742.59969484915
WM,1,4,7752.10735840704
DM,1,1,7761.99193426845
DM,1,1,7771.57650652634
DM,1,2,7781.13032030352
WM,1,4,7791.09950988775
WM,1,1,7800.71486060704
DM,1,3,7810.39174978422
WM,1,4,7819.79940096493
DM,1,2,7829.56090826141
WM,1,2,7839.26086416845
WM,1,3,8556.44272410704
WM,1,2,8566.68116666141
WM,1,4,8576.21957208775
DM,1,1,8585.52723524211
WM,1,1,8595.21181768423
WM,1,2,8604.72715482282
WM,1,3,8613.86557826493
WM,1,3,8623.40400824563
WM,1,2,8632.48858974563
WM,1,2,8642.18854942634
WM,1,2,8651.43468176493
WM,1,1,8660.78079138422
WM,1,2,8670.28075092282
WM,1,2,8679.4807314807
WM,1,2,8688.91913858423
WM,1,3,8698.29603496493
DM,1,3,8707.70368476493
WM,1,4,8717.24211944563
WM,1,1,8726.6189419807
WM,1,4,8736.45742302634
DM,1,4,8746.14967968775
WM,1,3,8755.91118428775
DM,1,2,8765.00346974211
WM,1,4,8774.14959146141
WM,1,2,8783.78800246845
WM,1,3,8793.06489258423
WM,1,3,8802.3262996807
WM,1,2,8811.68792282282
WM,1,4,8821.34939562634
DM,1,3,8831.18012766493
WM,1,1,8841.12625184563
DM,1,2,8851.00313534563
DM,1,2,8860.36463982634
WM,1,4,8869.7722944807
DM,1,1,8879.96456120352
WM,1,3,8889.84914080704
WM,1,4,8899.59524820704
WM,1,1,8908.95675702634
WM,1,1,8918.31057088422
WM,1,1,8928.3104949807
WM,1,1,8937.99510236493
WM,1,1,8947.41815234211
WM,1,2,8957.54888004563
WM,0,2,8966.91806542634
DM,1,4,8976.91802598775
DM,1,4,8986.23337874563
DM,1,1,8995.83335044563
DM,1,2,9005.68717686141
WM,1,4,9015.24095584915
WM,1,3,9024.64861304563
DM,1,4,9034.13319060704
DM,1,4,9043.77161734563
WM,1,3,9053.21004162634
WM,0,3,9062.58694106493
WM,1,4,9072.50227836845
WM,1,2,9082.15608914563
WM,1,4,9091.40221848423
DM,1,3,9100.95601214563
DM,1,4,9110.26368374563
WM,1,1,9119.71747980704
WM,1,1,9129.40205684563
